"SVCCD","Description","PRICE1","As of Date"
"1218956","THEOPHYLL 300MG SRTB",7.80,"2/5/2019"
"1218967","UREA 20% CREAM 85GM ",26.90,"2/5/2019"
"1218985","BENZO/MENT 15-3.6LOZ",0.18,"2/5/2019"
"1218991","DIBUCAINE 1%OIN 30GM",16.50,"2/5/2019"
"1219006","RISPERIDONE .25MG TB",7.10,"2/5/2019"
"1219025","CEPHALEXIN 250MG CAP",2.10,"2/5/2019"
"1219026","CEPHALEXIN 500MG CAP",3.10,"2/5/2019"
"1219040","LISINOPRIL 40MG TAB ",2.20,"2/5/2019"
"1219057","METHOHEXITAL 500MG V",595.60,"2/5/2019"
"1219067","MAFENIDE 8.5% CR 57G",118.75,"2/5/2019"
"1219091","DIAZEPAM 2.5MG PEDKT",449.30,"2/5/2019"
"1219093","ZONISAMIDE 100MG CAP",4.90,"2/5/2019"
"1219099","APAP 80MG SUPPOS    ",5.30,"2/5/2019"
"1219132","PERMETHRIN 5%CRM 60G",199.50,"2/5/2019"
"1219137","MODAFINIL 100MG TAB ",37.90,"2/5/2019"
"1219160","MENTH-METH SA CR 90G",7.60,"2/5/2019"
"1219174","APAP 650MG/20.3ML   ",3.50,"2/5/2019"
"1219185","BARIUM SULF .1% 1ML ",14.20,"2/5/2019"
"1219191","BUPI-MPF.25%/EPI 30M",64.70,"2/5/2019"
"1219193","BUPIVACAINE .5% 50ML",94.10,"2/5/2019"
"1219212","CHOLESTYR LT POW 4GM",6.30,"2/5/2019"
"1219220","CISATRACUR 200/20 VL",990.00,"2/5/2019"
"1219221","CISATRACUR 20MG/10ML",193.20,"2/5/2019"
"1219238","CLOTRIM VAG 1%CRM45G",16.60,"2/5/2019"
"1219266","DILTIAZEM 125MG/25ML",87.50,"2/5/2019"
"1219267","DILTIAZEM 50MG/10ML ",35.00,"2/5/2019"
"1219298","ESTRADI.1MG/GM C 43G",438.80,"2/5/2019"
"1219332","FLUORESC NA 1MG STRP",4.40,"2/5/2019"
"1219333","FLUORESCITE 10% 5ML ",194.10,"2/5/2019"
"1219360","GLYCOPYR 0.2MG/ML 2M",117.60,"2/5/2019"
"1219361","GLYCOPYRRO 1MG/5ML I",385.00,"2/5/2019"
"1219369","GUAIFEN 200MG/10ML  ",2.00,"2/5/2019"
"1219370","GUAIF-COD 200-20/10M",4.20,"2/5/2019"
"1219401","HYDROXYUREA 500MG CP",3.30,"2/5/2019"
"1219416","LABETALOL 5MG/ML 4ML",56.80,"2/5/2019"
"1219419","LEVOTHYROX 112MCG TB",2.00,"2/5/2019"
"1219431","LORAZEPAM 2MG/ML 1ML",5.50,"2/5/2019"
"1219454","METRONID 500MG/100ML",35.00,"2/5/2019"
"1219471","NORETHINDRONE 5MG TB",5.10,"2/5/2019"
"1219494","PHENOBARB 4MG/1ML 5M",4.70,"2/5/2019"
"1219504","PHYSOSTIG 2MG/2M AMP",311.60,"2/5/2019"
"1219565","OPTHAL IRR EXTR 120M",57.10,"2/5/2019"
"1219569","SOD PHOS 15MM/5ML VI",124.40,"2/5/2019"
"1219595","THYROID 30MG TAB    ",3.75,"2/5/2019"
"1219608","TRIAMCINOLN.1%CR454G",41.00,"2/5/2019"
"1219638","ETOMIDATE 2MG/ML 20M",56.40,"2/5/2019"
"1219647","DM-GUAIF 20-200/10ML",4.30,"2/5/2019"
"1219664","TRIAMT/HCTZ 37.5 CAP",1.90,"2/5/2019"
"1219666","SALINE.65%NAS SP 45M",7.40,"2/5/2019"
"1219689","MOXIFLOXAC 400MG TAB",44.00,"2/5/2019"
"1219691","DILTIAZE 120MG SR CP",1.90,"2/5/2019"
"1219693","LEVETIRACET 250MG TB",5.10,"2/5/2019"
"1219701","LIDOCAINE 4% CR 5GM ",13.50,"2/5/2019"
"1219721","GENTAMYC 0.3%OS 5ML ",38.30,"2/5/2019"
"1219733","BUSPIRONE 15MG TAB  ",4.20,"2/5/2019"
"1219749","AMOXICILLIN 875MGTAB",2.40,"2/5/2019"
"1219754","DICYCLOMINE 10MG CAP",1.90,"2/5/2019"
"1219764","FLECAINIDE 100MG TAB",10.40,"2/5/2019"
"1219779","LEVOFLOXACN 750MG TB",1.70,"2/5/2019"
"1219780","LIDOCAINE 1% 50ML   ",35.00,"2/5/2019"
"1219808","PERMETHRI 1%LOT 60ML",16.90,"2/5/2019"
"1219829","SENNOSIDES 8.6MG TAB",1.10,"2/5/2019"
"1219867","MAG HYD400MG/5ML 30M",4.70,"2/5/2019"
"1219874","AZTREONAM IV 2GM VL ",562.40,"2/5/2019"
"1219890","VITAMIN A&D OIN 60GM",7.20,"2/5/2019"
"1219895","CLOT1/BETA.05%CR 15G",36.00,"2/5/2019"
"1219898","DILTIAZEM 25MG/5ML V",35.00,"2/5/2019"
"1219916","OXYMETAZLN HCL.05%15",7.00,"2/5/2019"
"1219920","PREDNISOLON 15MG/5ML",1.90,"2/5/2019"
"1219922","PREDNIS ACE 1%OS 10M",91.40,"2/5/2019"
"1219926","SOD BICARB 50MEQ/50M",84.00,"2/5/2019"
"1219927","SPS 15GM/60ML SUSP  ",18.80,"2/5/2019"
"1219951","TRIAMCIN.025%CR 15GM",14.00,"2/5/2019"
"1219953","TRIAMCINOLN.1%CR15GM",13.20,"2/5/2019"
"1219960","NITROGLYCRN 2%OINTPK",8.30,"2/5/2019"
"1219980","LIDOCAIN 1%/EPI 20ML",35.00,"2/5/2019"
"1219981","LOXAPINE 10MG CAP   ",9.70,"2/5/2019"
"1219993","RISPERIDONE .5MG ODT",8.80,"2/5/2019"
"1219994","RISPERIDONE 1MG ODT ",9.70,"2/5/2019"
"1221000","D5LR UP TO 1000ML   ",35.00,"2/5/2019"
"1221003","D5W/KCL 20MEQ 1000ML",78.25,"2/5/2019"
"1221004","D10W 1000ML         ",54.40,"2/5/2019"
"1221008","D5.45NS/KCL20 1000ML",42.60,"2/5/2019"
"1221011","D5-0.2% NACL 1000ML ",44.70,"2/5/2019"
"1221014","RINGER LAC UP TO 1L ",35.00,"2/5/2019"
"1221015","RINGER LAC UP TO 1L ",35.00,"2/5/2019"
"1221019","NITROGLYC/D5W 250ML1",147.50,"2/5/2019"
"1221028","STERILE WATER 1000ML",63.80,"2/5/2019"
"1221029","STERILE WATER 20ML  ",35.00,"2/5/2019"
"1221044","SOD CHLOR .45%1000ML",35.00,"2/5/2019"
"1221071","AA425D10WLYTES 1000 ",349.00,"2/5/2019"
"1221085","SOD CHLOR .9% 100ML ",35.00,"2/5/2019"
"1221086","NS W/ KCL 20MEQ/1000",70.30,"2/5/2019"
"1221104","SOD CHLOR 3% 500ML  ",35.00,"2/5/2019"
"1221109","D5W/0.45%NACL 1000ML",35.00,"2/5/2019"
"1221149","SOD CHLOR .9% 50ML  ",35.00,"2/5/2019"
"1221150","SOD CHLOR .9% 100ML ",35.00,"2/5/2019"
"1221158","AA 4.25%/D5W 1000ML ",277.80,"2/5/2019"
"1221173","AA 4.25%/D10W 2000ML",276.80,"2/5/2019"
"1221181","FAT EMULS 20% 250ML ",345.70,"2/5/2019"
"1221190","DEXTROSE 70% 2000ML ",812.50,"2/5/2019"
"1221197","AA425D5 W/LYTES 1000",315.80,"2/5/2019"
"1221209","AA5 D15W 2000ML     ",590.00,"2/5/2019"
"1221217","AA5/D15 LYTES 2000ML",628.60,"2/5/2019"
"1221227","NICARDIP 40MG/200 NS",792.90,"2/5/2019"
"1221271","AMINO ACID 10% 1000 ",69.20,"2/5/2019"
"1314001","FFP THAWING         ",141.50,"2/5/2019"
"1314007","RBC PRETREAT ENZ    ",48.25,"2/5/2019"
"1314014","RBC PRETREAT DIFF EA",272.50,"2/5/2019"
"1314016","CATECHOL FRACTNTD   ",962.00,"2/5/2019"
"1314026","CARBAMAZEPINE TOTAL ",476.75,"2/5/2019"
"1314028","CYCLOSPORINE        ",580.25,"2/5/2019"
"1314036","HALOPERIDOL         ",746.00,"2/5/2019"
"1314039","LITHIUM             ",221.50,"2/5/2019"
"1314041","PHENOBARBITAL       ",378.00,"2/5/2019"
"1314042","PHENYTOIN TOTAL     ",457.75,"2/5/2019"
"1314043","PHENYTOIN FREE      ",172.00,"2/5/2019"
"1314049","TACROLIMUS          ",887.75,"2/5/2019"
"1314050","THEOPHYLLINE        ",468.50,"2/5/2019"
"1314051","TOBRAMYCIN          ",512.00,"2/5/2019"
"1314052","TOPIRAMATE          ",572.00,"2/5/2019"
"1314054","DRUG UNSPEC QUANT   ",976.25,"2/5/2019"
"1314083","BLOOD TYPING ABO    ",99.50,"2/5/2019"
"1314084","BLOOD TYPING RH D   ",95.50,"2/5/2019"
"1314087","BLD TYPING OTHER AG ",133.25,"2/5/2019"
"1314088","BLD TYPING RH PHENO ",333.00,"2/5/2019"
"1314091","COMPATIB TEST IS    ",172.00,"2/5/2019"
"1314092","COMPATIB TEST INCUB ",312.00,"2/5/2019"
"1314093","COMPATIB TEST AHG   ",149.25,"2/5/2019"
"1314096","BILIRUBIN TOT TRANS ",26.50,"2/5/2019"
"1314100","ACETYLCHOLINESTER BI",786.50,"2/5/2019"
"1314102","ACYLCARNITINES QUANT",501.75,"2/5/2019"
"1314103","ADRENOCORT ACTH     ",946.75,"2/5/2019"
"1314105","ALBUMIN SERUM       ",190.00,"2/5/2019"
"1314106","ALBUMIN FLUID       ",148.00,"2/5/2019"
"1314109","ELECTROLYTE PANEL   ",215.25,"2/5/2019"
"1314110","COMP METAB PANEL    ",324.25,"2/5/2019"
"1314111","OBSTETRIC PANEL     ",1276.75,"2/5/2019"
"1314112","LIPID PANEL         ",423.75,"2/5/2019"
"1314113","RENAL FUNCTION PANEL",274.50,"2/5/2019"
"1314114","HEPATITIS ACUTE PANE",762.75,"2/5/2019"
"1314115","HEPATIC FUNCTION PAN",288.75,"2/5/2019"
"1314116","MICROALB QNT        ",286.50,"2/5/2019"
"1314120","ALDOLASE            ",278.75,"2/5/2019"
"1314121","ALDOSTERONE         ",728.25,"2/5/2019"
"1314124","ALPHA 1-ANTITRYP PHE",439.50,"2/5/2019"
"1314125","AFP SERUM           ",394.50,"2/5/2019"
"1314131","AMINO ACID SING QUAN",728.25,"2/5/2019"
"1314135","AMMONIA             ",511.50,"2/5/2019"
"1314138","AMYLASE             ",238.00,"2/5/2019"
"1314143","ANGIOTENSIN CONV ENZ",459.50,"2/5/2019"
"1314144","APOLIPOPROTEIN EACH ",262.75,"2/5/2019"
"1314146","ASCORBIC ACID       ",288.75,"2/5/2019"
"1314147","ATOMIC ABSORPTION   ",819.50,"2/5/2019"
"1314148","BARBITURATES MS     ",1064.75,"2/5/2019"
"1314149","BETA-2 MICROGLOBULIN",545.25,"2/5/2019"
"1314152","BILIRUBIN TOTAL     ",172.50,"2/5/2019"
"1314153","BILIRUBIN DIRECT    ",172.50,"2/5/2019"
"1314157","BLD OCCULT OTHER SRC",92.50,"2/5/2019"
"1314161","VITAMIN D 25OH      ",900.00,"2/5/2019"
"1314164","CALCIUM TOTAL       ",170.50,"2/5/2019"
"1314165","CALCIUM IONIZED     ",470.75,"2/5/2019"
"1314167","CALCIUM URI QN TIMED",204.50,"2/5/2019"
"1314170","CALCULUS INFRARED   ",1237.50,"2/5/2019"
"1314173","CARBON DIOXIDE CO2  ",61.50,"2/5/2019"
"1314174","CARBON MONOXIDE QUAN",375.00,"2/5/2019"
"1314176","CARCINOEMBRYONIC AG ",382.25,"2/5/2019"
"1314177","CARNITINE           ",467.50,"2/5/2019"
"1314179","CATECHOLAMINES URINE",962.00,"2/5/2019"
"1314183","CERULOPLASMIN       ",298.25,"2/5/2019"
"1314184","CHEMILUM ASSAY NOS  ",837.25,"2/5/2019"
"1314190","CHOLESTEROL TOTAL   ",169.50,"2/5/2019"
"1314201","CITRATE             ",563.00,"2/5/2019"
"1314202","COCAINE MS          ",315.50,"2/5/2019"
"1314206","CORTISOL FREE       ",1393.25,"2/5/2019"
"1314207","CORTISOL TOTAL      ",544.00,"2/5/2019"
"1314213","CPK TOTAL           ",217.00,"2/5/2019"
"1314214","CPK ISOENZYMES      ",378.25,"2/5/2019"
"1314215","CPK MB FRACTION     ",329.50,"2/5/2019"
"1314217","CREATININE BLOOD    ",168.00,"2/5/2019"
"1314218","CREATININE UR-OTHER ",132.00,"2/5/2019"
"1314219","CREATININE CLEARANCE",312.50,"2/5/2019"
"1314221","CRYOGLOBULIN        ",645.50,"2/5/2019"
"1314223","VITAMIN B-12        ",174.25,"2/5/2019"
"1314224","VITAMIN B-12 BINDING",588.50,"2/5/2019"
"1314227","DHEA-S              ",551.00,"2/5/2019"
"1314234","DIHYDROXY VITAMIN D ",774.25,"2/5/2019"
"1314236","ENZYME ACTIVITY NOS ",146.25,"2/5/2019"
"1314240","ERYTHROPOIETIN      ",660.50,"2/5/2019"
"1314241","ESTRADIOL           ",822.75,"2/5/2019"
"1314243","ESTROGEN TOTAL      ",564.75,"2/5/2019"
"1314244","ESTRIOL             ",374.50,"2/5/2019"
"1314245","ESTRONE             ",159.50,"2/5/2019"
"1314249","FAT-LIPID FECES QUAL",559.75,"2/5/2019"
"1314250","FAT-LIPID FECES QUAN",1765.00,"2/5/2019"
"1314254","FERRITIN            ",274.00,"2/5/2019"
"1314255","FETAL FIBRONECTIN   ",2021.00,"2/5/2019"
"1314258","FOLIC ACID SERUM    ",301.00,"2/5/2019"
"1314259","FOLIC ACID RBC      ",382.75,"2/5/2019"
"1314263","GALACTOSE TRANS QUAN",1200.25,"2/5/2019"
"1314265","GAMMAGLOB M-G-A-D   ",262.50,"2/5/2019"
"1314266","GAMMAGLOBULIN IGE   ",429.25,"2/5/2019"
"1314268","GASES BLOOD PH      ",151.75,"2/5/2019"
"1314269","BLD GAS-PH,PO2,PCO2 ",486.50,"2/5/2019"
"1314276","GASTRIN             ",439.50,"2/5/2019"
"1314278","GLUCOSE, BODY FLUID ",143.75,"2/5/2019"
"1314280","GLUCOSE, QUANT      ",143.75,"2/5/2019"
"1314282","GLUCOSE, POST DOSE  ",399.50,"2/5/2019"
"1314283","GLUCOSE TOL, 3 SPECS",427.25,"2/5/2019"
"1314283","GTT 3 SPEC          ",427.25,"2/5/2019"
"1314284","GLUCOSE TOL, ADD SP ",130.75,"2/5/2019"
"1314284","GTT ADD SP          ",130.75,"2/5/2019"
"1314287","G6PD, QUAL SCREEN   ",364.00,"2/5/2019"
"1314292","GGT                 ",233.75,"2/5/2019"
"1314297","FOLLICLE STIM HORM  ",451.75,"2/5/2019"
"1314298","LEUTEINIZING HORMONE",536.50,"2/5/2019"
"1314301","HAPTOGLOBIN, QUANT  ",459.50,"2/5/2019"
"1314306","HEAVY METALS, QUANT ",258.00,"2/5/2019"
"1314307","HEMOGLOBIN ELECTRO  ",429.25,"2/5/2019"
"1314308","HEMOGLOBIN, CHROMA  ",567.75,"2/5/2019"
"1314314","METHEMOGLOBIN, QUAN ",402.75,"2/5/2019"
"1314325","HOMOCYSTEINE        ",1191.00,"2/5/2019"
"1314328","5-HIAA              ",417.50,"2/5/2019"
"1314329","HYDROXYPROGES 17-D  ",786.50,"2/5/2019"
"1314333","IMMUNOASSAY, OTHER  ",320.00,"2/5/2019"
"1314335","IMMUNOASSAY, RIA    ",1567.50,"2/5/2019"
"1314336","IMMUNOASSAY, NOS    ",605.75,"2/5/2019"
"1314337","INSULIN, TOTAL      ",306.50,"2/5/2019"
"1314340","IRON                ",189.75,"2/5/2019"
"1314341","IRON BINDING CAPACIT",285.50,"2/5/2019"
"1314346","LACTIC ACID         ",273.00,"2/5/2019"
"1314347","LACTATE DEHYDROLDH  ",217.00,"2/5/2019"
"1314352","LEAD                ",201.00,"2/5/2019"
"1314358","LIPASE              ",299.75,"2/5/2019"
"1314361","LIPOPROTEIN, HDL    ",268.00,"2/5/2019"
"1314365","MAGNESIUM           ",202.75,"2/5/2019"
"1314367","MANGANESE           ",176.00,"2/5/2019"
"1314369","MASS SPECTRO QUANT  ",486.00,"2/5/2019"
"1314371","MERCURY             ",429.50,"2/5/2019"
"1314372","METANEPHRINES       ",973.50,"2/5/2019"
"1314378","MUCIN, SYNOVIAL FLD ",97.25,"2/5/2019"
"1314379","MYELIN BASIC PROTEIN",662.50,"2/5/2019"
"1314380","MYOGLOBIN           ",509.00,"2/5/2019"
"1314381","NEPHELOMETRY, NOS   ",791.25,"2/5/2019"
"1314400","OLIGOCLONAL BANDS   ",573.50,"2/5/2019"
"1314401","ORGAN ACID,TOT,QUAN ",1882.75,"2/5/2019"
"1314405","OSMOLALITY, BLOOD   ",247.25,"2/5/2019"
"1314406","OSMOLALITY,URINE    ",320.75,"2/5/2019"
"1314408","OXALATE             ",531.00,"2/5/2019"
"1314410","PARATHORMONE PTH    ",915.50,"2/5/2019"
"1314414","PHENYLALANINE, BLOOD",232.75,"2/5/2019"
"1314419","PHOSPHATASE,ALKALINE",227.25,"2/5/2019"
"1314421","PHOSPHATASE,ALK ISO ",420.00,"2/5/2019"
"1314425","PHOSPHORUS, BLOOD   ",184.25,"2/5/2019"
"1314426","PHOSPHORUS, URINE   ",204.50,"2/5/2019"
"1314429","PORPHYRINS,UR,QUAL  ",742.50,"2/5/2019"
"1314430","PORPHYRINS,UR,QUAN  ",742.50,"2/5/2019"
"1314433","POTASSIUM SER PL WB ",153.50,"2/5/2019"
"1314434","POTASSIUM, URINE    ",142.00,"2/5/2019"
"1314435","PREALBUMIN          ",484.50,"2/5/2019"
"1314438","PREGNENOLONE        ",352.25,"2/5/2019"
"1314440","PROGESTERONE        ",470.75,"2/5/2019"
"1314441","PROLACTIN           ",496.50,"2/5/2019"
"1314444","PSA, TOTAL          ",370.50,"2/5/2019"
"1314445","PSA, FREE           ",439.50,"2/5/2019"
"1314446","PROTEIN TOT SER PLWB",115.25,"2/5/2019"
"1314448","PROTEINELECTR FR-QNT",333.00,"2/5/2019"
"1314453","PROINSULIN          ",1060.75,"2/5/2019"
"1314454","VITAMIN B-6         ",156.00,"2/5/2019"
"1314456","PYRUVATE KINASE     ",332.50,"2/5/2019"
"1314461","RECEPTOR, NON-ENDO  ",1492.25,"2/5/2019"
"1314462","RENIN               ",418.25,"2/5/2019"
"1314463","VITAMIN B-2         ",126.00,"2/5/2019"
"1314466","SEX HORM BIND GLOB  ",504.50,"2/5/2019"
"1314469","SODIUM,SER PL OR WB ",158.25,"2/5/2019"
"1314470","SODIUM, URINE RANDOM",160.75,"2/5/2019"
"1314471","SOMATOMEDIN         ",816.00,"2/5/2019"
"1314473","SPECTROPHOTO, NOS   ",1638.50,"2/5/2019"
"1314474","SPECIFIC GRAVITY    ",83.00,"2/5/2019"
"1314480","SULFATE, URINE      ",136.50,"2/5/2019"
"1314481","TESTOSTERONE, FREE  ",1032.00,"2/5/2019"
"1314482","TESTOSTERONE, TOTAL ",622.00,"2/5/2019"
"1314483","VITAMIN B-1         ",159.75,"2/5/2019"
"1314485","THYROGLOBULIN       ",477.75,"2/5/2019"
"1314486","THYROXINE T4,TOTAL  ",149.50,"2/5/2019"
"1314488","THYROXINE T4, FREE  ",312.00,"2/5/2019"
"1314490","THYROID STIM TSH    ",555.75,"2/5/2019"
"1314491","THYROID STIM IMMUNO ",3400.25,"2/5/2019"
"1314492","VITAMIN E           ",152.50,"2/5/2019"
"1314494","TRANSFERASE AST     ",172.00,"2/5/2019"
"1314495","TRANSFERASE ALT     ",190.00,"2/5/2019"
"1314496","TRANSFERRIN         ",375.00,"2/5/2019"
"1314497","TRIGLYCERIDES       ",189.75,"2/5/2019"
"1314498","T3-T4 UPTAKE        ",149.50,"2/5/2019"
"1314499","T3,TOTAL            ",267.50,"2/5/2019"
"1314500","T3,FREE             ",683.00,"2/5/2019"
"1314501","T3,REVERSE          ",979.00,"2/5/2019"
"1314502","TROPONIN,QNT        ",313.75,"2/5/2019"
"1314508","UREA NITROGEN,QUAN  ",130.75,"2/5/2019"
"1314510","UREA NITROGEN,URINE ",204.50,"2/5/2019"
"1314512","URIC ACID, BLOOD    ",149.50,"2/5/2019"
"1314513","URIC ACID,URINE RAND",204.50,"2/5/2019"
"1314518","VMA, URINE          ",470.75,"2/5/2019"
"1314520","VASOPRESSIN         ",787.00,"2/5/2019"
"1314522","VITAMIN ASSAY, NOS  ",113.25,"2/5/2019"
"1314523","VITAMIN K           ",85.50,"2/5/2019"
"1314526","ZINC                ",256.75,"2/5/2019"
"1314527","C-PEPTIDE           ",528.25,"2/5/2019"
"1314529","HCG, QUAL           ",318.50,"2/5/2019"
"1314531","CLIN CHEM TEST NOS  ",189.50,"2/5/2019"
"1314531","DMD DUP-DEL ANAL    ",189.50,"2/5/2019"
"1314532","ANTIBODY SCREEN, RBC",202.75,"2/5/2019"
"1314533","ANTIBODY ELUTION,RBC",141.25,"2/5/2019"
"1314534","ANTIBODY ID,EA PANEL",124.75,"2/5/2019"
"1314535","DIRECT COOMBS TEST  ",177.75,"2/5/2019"
"1314536","IDAT QUAL EA RGT RBC",180.00,"2/5/2019"
"1314559","FEBRILE AGG EA AG   ",391.25,"2/5/2019"
"1314560","PSA, SCREENING      ",370.50,"2/5/2019"
"1314562","ALLERGEN IGE QUANT  ",259.50,"2/5/2019"
"1314564","WBC AB IDENT        ",484.00,"2/5/2019"
"1314565","PLATELET AB         ",1357.50,"2/5/2019"
"1314566","PLT ASSOC IMMUNOGLOB",2271.00,"2/5/2019"
"1314567","ANA                 ",415.50,"2/5/2019"
"1314569","ASO,TITER           ",222.00,"2/5/2019"
"1314571","C-REACTIVE PROTEIN  ",237.00,"2/5/2019"
"1314572","CRP,HIGHLY SENS     ",550.00,"2/5/2019"
"1314573","BETA-2 GLYCOPROT AB ",371.25,"2/5/2019"
"1314574","CARDIOLIPIN AB,IGG  ",326.50,"2/5/2019"
"1314575","PHOSPHOLIPID AB     ",269.75,"2/5/2019"
"1314577","COLD AGG. SCREEN    ",178.75,"2/5/2019"
"1314579","COMPLEMENT AG, EA   ",520.75,"2/5/2019"
"1314583","COMP, TOTAL CH50    ",645.50,"2/5/2019"
"1314584","PROT E-PHOR-URIN-CSF",333.00,"2/5/2019"
"1314586","B CELLS, TOTAL COUNT",470.25,"2/5/2019"
"1314589","DEOXYRIBONUCLEASE AB",420.00,"2/5/2019"
"1314591","DNA AB,NATIVE-DOUBL ",999.00,"2/5/2019"
"1314593","DNA AB SINGLE STRAND",1248.00,"2/5/2019"
"1314595","ANTI-ENA            ",250.25,"2/5/2019"
"1314599","FLUORESCENT AB,SCREE",193.75,"2/5/2019"
"1314600","PANCREA ELASTAS,FEC ",159.25,"2/5/2019"
"1314606","TUMOR AG  CA 15-3   ",621.75,"2/5/2019"
"1314606","TUMR AG CA15-3 27-29",621.75,"2/5/2019"
"1314607","TUMOR AG  CA 19-9   ",662.50,"2/5/2019"
"1314608","TUMOR AG  CA 125    ",602.25,"2/5/2019"
"1314611","HETEROPHILE TIT,P-AB",205.25,"2/5/2019"
"1314612","TUMOR AG, OTHER     ",280.25,"2/5/2019"
"1314613","INF AGENT IMMUNO QUA",343.50,"2/5/2019"
"1314621","IMMUNOFIXATION ELECT",816.50,"2/5/2019"
"1314622","INHIBIN A           ",859.00,"2/5/2019"
"1314623","INSULIN AB          ",1080.25,"2/5/2019"
"1314624","INTRINSIC FACTOR AB ",1010.50,"2/5/2019"
"1314625","ISLET CELL AB       ",716.50,"2/5/2019"
"1314629","T CELLS, TOTAL      ",979.00,"2/5/2019"
"1314630","T CELL,ABSO CD4-CD8 ",1365.00,"2/5/2019"
"1314632","MICROSOMAL AB       ",429.25,"2/5/2019"
"1314636","PART AGGLUT.SCREEN  ",103.75,"2/5/2019"
"1314637","PART AGGLUT. TITER  ",138.75,"2/5/2019"
"1314639","RHEUMATOID FACT QUAN",559.50,"2/5/2019"
"1314646","SYPHILIS TEST, QUAL ",283.00,"2/5/2019"
"1314650","ASPERGILLUS AB      ",496.75,"2/5/2019"
"1314654","BORDETELLA AB       ",1940.25,"2/5/2019"
"1314655","BORRELIA BURG.CONFIR",808.75,"2/5/2019"
"1314656","LYME DISEASE AB     ",495.75,"2/5/2019"
"1314658","BRUCELLA AB         ",201.00,"2/5/2019"
"1314661","CHLAMYDIA AB        ",533.50,"2/5/2019"
"1314666","CMV AB              ",366.75,"2/5/2019"
"1314667","CMV AB, IGM         ",555.75,"2/5/2019"
"1314668","DIPHTHERIA AB       ",729.75,"2/5/2019"
"1314673","ENTEROVIRUS AB      ",371.75,"2/5/2019"
"1314675","EPSTEIN-BARR, EBNA  ",673.50,"2/5/2019"
"1314676","EPSTEIN-BARR, VCA   ",742.50,"2/5/2019"
"1314677","EHRLICHIA AB        ",103.75,"2/5/2019"
"1314679","FUNGUS AB, NOS      ",173.00,"2/5/2019"
"1314682","HELMINTH AB, NOS    ",382.25,"2/5/2019"
"1314689","HERPES SIMP TYPE 1  ",706.75,"2/5/2019"
"1314690","HERPES SIMP TYPE 2  ",706.75,"2/5/2019"
"1314691","HISTOPLASMA         ",602.00,"2/5/2019"
"1314694","HIV1-HIV2 AB SNG RES",668.00,"2/5/2019"
"1314695","HEP B CORE TOT      ",333.00,"2/5/2019"
"1314697","HEP B SURF AB       ",262.00,"2/5/2019"
"1314698","HEP BE AB           ",256.75,"2/5/2019"
"1314699","HEP A AB, TOTAL     ",382.75,"2/5/2019"
"1314702","LEGIONELLA AB       ",1748.00,"2/5/2019"
"1314709","MUMPS AB            ",522.50,"2/5/2019"
"1314710","MYCOPLASMA AB       ",244.75,"2/5/2019"
"1314713","PARVOVIRUS AB       ",497.00,"2/5/2019"
"1314715","PROTOZOA AB, NOS    ",847.75,"2/5/2019"
"1314717","RICKETTSIA AB       ",375.75,"2/5/2019"
"1314718","ROTAVIRUS AB        ",706.75,"2/5/2019"
"1314719","RUBELLA AB          ",290.25,"2/5/2019"
"1314723","TETANUS AB          ",515.50,"2/5/2019"
"1314726","TREP. PALLIDUM,CONFI",266.00,"2/5/2019"
"1314728","VARICELLA-ZOSTER AB ",512.00,"2/5/2019"
"1314731","THYROGLOBULIN AB    ",429.25,"2/5/2019"
"1314732","HEPATITIS C AB TEST ",153.50,"2/5/2019"
"1314733","HEP C AB TEST,CONFIR",2035.00,"2/5/2019"
"1314738","HLA  A,B,OR C,SING  ",662.50,"2/5/2019"
"1314744","HEPB SCR HGH RSK IND",1013.50,"2/5/2019"
"1314744","HIV COMB ASSAY      ",1013.50,"2/5/2019"
"1314744","HIV1 AG HIV1 HIV2 AB",1013.50,"2/5/2019"
"1314744","IMMUNOLOGY PROC, NOS",1013.50,"2/5/2019"
"1314747","WBC DIFF, MAN       ",109.75,"2/5/2019"
"1314751","HEMATOCRIT, OTHER   ",68.25,"2/5/2019"
"1314752","HEMOGLOBIN          ",79.25,"2/5/2019"
"1314753","CBC W-PLT AUTO COMPD",179.00,"2/5/2019"
"1314754","CBC W-PLT           ",215.25,"2/5/2019"
"1314757","RETIC COUNT, FLOW   ",102.50,"2/5/2019"
"1314759","WBC COUNT           ",84.75,"2/5/2019"
"1314765","FACTOR V ASSAY      ",2202.00,"2/5/2019"
"1314766","FACTOR VII ASSAY    ",2202.00,"2/5/2019"
"1314767","FACTOR VIII, AHG    ",1436.00,"2/5/2019"
"1314769","FACTOR VIII RISTOCET",1367.00,"2/5/2019"
"1314770","FACTOR VIII VW AG   ",5456.75,"2/5/2019"
"1314771","FACT VIII,VW,MULTIME",5456.75,"2/5/2019"
"1314772","FACTOR IX           ",2202.00,"2/5/2019"
"1314773","FACTOR X            ",1693.75,"2/5/2019"
"1314780","ANTITHROMBIN IIIACTI",2074.00,"2/5/2019"
"1314782","PROTEIN C, AG       ",1528.50,"2/5/2019"
"1314783","PROTEIN C, ACTIVITY ",1528.50,"2/5/2019"
"1314784","PROTEIN S, TOTAL    ",1528.50,"2/5/2019"
"1314785","PROTEIN S, FREE     ",1528.50,"2/5/2019"
"1314786","PROTEIN C ACTIVATED ",749.75,"2/5/2019"
