"HospitalName","Description","Price"
"Saint Luke's Des Peres Hospital","MR CONTRAST GAD BASE 1ML",29
"Saint Luke's Des Peres Hospital","MUPIROCIN 2 15GM CR",253
"Saint Luke's Des Peres Hospital","MUPIROCIN 2 1GM OI",46
"Saint Luke's Des Peres Hospital","MUPIROCIN 2 22GM OI",326
"Saint Luke's Des Peres Hospital","MUPIROCIN 2 9GM OI",8
"Saint Luke's Des Peres Hospital","MVI 10ML IJ",69
"Saint Luke's Des Peres Hospital","MVI 5ML LQ",3
"Saint Luke's Des Peres Hospital","MVI CP",7
"Saint Luke's Des Peres Hospital","MVI MIN TB",2
"Saint Luke's Des Peres Hospital","MVI RENAL FORMULA TB",9
"Saint Luke's Des Peres Hospital","MVI TB",7
"Saint Luke's Des Peres Hospital","MVI THERAP TB",6
"Saint Luke's Des Peres Hospital","MVI VIT B C FA CP",3
"Saint Luke's Des Peres Hospital","MVI VIT B COMPLEX FA CP",2
"Saint Luke's Des Peres Hospital","MVI VIT B COMPLEX TB",4
"Saint Luke's Des Peres Hospital","MVI VIT B FE INTR FAC CP",8
"Saint Luke's Des Peres Hospital","MVI VIT B VIT C FA FE TB",6
"Saint Luke's Des Peres Hospital","MYCOPHENOLATE 250MG CP",16
"Saint Luke's Des Peres Hospital","N ACETYLCYSTEINE600MG CP",6
"Saint Luke's Des Peres Hospital","NA ACETATE2MEQ ML 20MLIJ",50
"Saint Luke's Des Peres Hospital","NA BICARB 8 4 10ML PFSIJ",120
"Saint Luke's Des Peres Hospital","NA BICARB 8 4 50ML IJ",47
"Saint Luke's Des Peres Hospital","NA BICARB 8 4 50ML PFSIJ",76
"Saint Luke's Des Peres Hospital","NA BICARB PED4 2 IJ",53
"Saint Luke's Des Peres Hospital","NA BICARBONATE 325MG TB",9
"Saint Luke's Des Peres Hospital","NA BIPHOPH NA PHOS90MLLQ",15
"Saint Luke's Des Peres Hospital","NA BIPHOSPHATE ADULT RE",7
"Saint Luke's Des Peres Hospital","NA CITRA CITRC AC30ML LQ",4
"Saint Luke's Des Peres Hospital","NA CL 1GM TB",8
"Saint Luke's Des Peres Hospital","NA FERR GLUC PER12 5MGIJ",48
"Saint Luke's Des Peres Hospital","NA HYPOCHL 125 480ML TS",41
"Saint Luke's Des Peres Hospital","NA HYPOCHL 25 480ML TS",54
"Saint Luke's Des Peres Hospital","NA HYPOCHL 5 480ML TS",40
"Saint Luke's Des Peres Hospital","NA K PHOS 250 280 160 PK",6
"Saint Luke's Des Peres Hospital","NA PHOSPHATE3MM ML15MLIJ",47
"Saint Luke's Des Peres Hospital","NA POT PHOS NEUT TB",8
"Saint Luke's Des Peres Hospital","NABUMETONE 500MG TB",23
"Saint Luke's Des Peres Hospital","NACL 0 45 1000ML IVF",36
"Saint Luke's Des Peres Hospital","NACL 0 9 1000ML IVF",40
"Saint Luke's Des Peres Hospital","NACL 0 9 100ML IVF",7
"Saint Luke's Des Peres Hospital","NACL 0 9 250ML IVF",38
"Saint Luke's Des Peres Hospital","NACL 0 9 500ML IVF",24
"Saint Luke's Des Peres Hospital","NACL 0 9 50ML IVF",7
"Saint Luke's Des Peres Hospital","NACL 23 4 30ML IJ",13
"Saint Luke's Des Peres Hospital","NACL 3 500ML IVF",276
"Saint Luke's Des Peres Hospital","NACL 65 45ML NASL IS",23
"Saint Luke's Des Peres Hospital","NACL 9 10ML IJ",14
"Saint Luke's Des Peres Hospital","NACL 9 10ML PFS IJ",17
"Saint Luke's Des Peres Hospital","NACL 9 15ML IH",23
"Saint Luke's Des Peres Hospital","NACL 9 2 5ML PFS IJ",7
"Saint Luke's Des Peres Hospital","NACL 9 20ML IJ",9
"Saint Luke's Des Peres Hospital","NACL 9 3ML IS",14
"Saint Luke's Des Peres Hospital","NACL 9 3ML PFS IJ",6
"Saint Luke's Des Peres Hospital","NACL 9 KCL20 1000ML IVF",23
"Saint Luke's Des Peres Hospital","NACL 9 KCL40 1000ML IVF",248
"Saint Luke's Des Peres Hospital","NACL BACT 9 10ML IJ",4
"Saint Luke's Des Peres Hospital","NACL BACT 9 30ML IJ",4
"Saint Luke's Des Peres Hospital","NACL HYPERTONIC2 15ML OS",85
"Saint Luke's Des Peres Hospital","NACL HYPERTONIC5 15ML OS",103
"Saint Luke's Des Peres Hospital","NACL HYPERTONIC5 3 5MLOO",50
"Saint Luke's Des Peres Hospital","NACL100MEQ 40ML IJ",49
"Saint Luke's Des Peres Hospital","NADOLOL 20MG TB",10
"Saint Luke's Des Peres Hospital","NADOLOL 40MG TB",10
"Saint Luke's Des Peres Hospital","NAFCILLIN 1GM IJ",84
"Saint Luke's Des Peres Hospital","NAFCILLIN PER 2GM IJ",132
"Saint Luke's Des Peres Hospital","NAFCILLIN PER 2GM PMX IJ",142
"Saint Luke's Des Peres Hospital","NALBUPHINE PER 10MG IJ",29
"Saint Luke's Des Peres Hospital","NALOXEGOL 12 5MG TB",31
"Saint Luke's Des Peres Hospital","NALOXONE PER 1MG IJ",56
"Saint Luke's Des Peres Hospital","NALTREXONE 50MG TB",33
"Saint Luke's Des Peres Hospital","NAPHAZOLINE 1 15ML OS",57
"Saint Luke's Des Peres Hospital","NAPHAZOLINE PHENIR15MLOS",28
"Saint Luke's Des Peres Hospital","NAPROXEN 250MG TB",24
"Saint Luke's Des Peres Hospital","NATEGLINIDE120MG TB",11
"Saint Luke's Des Peres Hospital","NEBIVOLOL 2 5MG TB",7
"Saint Luke's Des Peres Hospital","NEBIVOLOL 5MG TB",7
"Saint Luke's Des Peres Hospital","NEFAZODONE 100MG TB",14
"Saint Luke's Des Peres Hospital","NEO BAC POLYB 30GM OI",19
"Saint Luke's Des Peres Hospital","NEO BAC POLYB 9GM OI",7
"Saint Luke's Des Peres Hospital","NEO POLY BAC HCTS3 5GMOO",128
"Saint Luke's Des Peres Hospital","NEOMY POLY BACIT3 5GM OO",78
"Saint Luke's Des Peres Hospital",NA,245
"Saint Luke's Des Peres Hospital",NA,494
"Saint Luke's Des Peres Hospital",NA,11
"Saint Luke's Des Peres Hospital",NA,190
"Saint Luke's Des Peres Hospital",NA,11
"Saint Luke's Des Peres Hospital",NA,9
"Saint Luke's Des Peres Hospital",NA,629
"Saint Luke's Des Peres Hospital",NA,349
"Saint Luke's Des Peres Hospital",NA,53
"Saint Luke's Des Peres Hospital",NA,8
"Saint Luke's Des Peres Hospital",NA,7
"Saint Luke's Des Peres Hospital",NA,4
"Saint Luke's Des Peres Hospital",NA,6
"Saint Luke's Des Peres Hospital",NA,854
"Saint Luke's Des Peres Hospital",NA,6
"Saint Luke's Des Peres Hospital",NA,1711
"Saint Luke's Des Peres Hospital",NA,1686
"Saint Luke's Des Peres Hospital",NA,37
"Saint Luke's Des Peres Hospital",NA,41
"Saint Luke's Des Peres Hospital",NA,14
"Saint Luke's Des Peres Hospital",NA,36
"Saint Luke's Des Peres Hospital",NA,8
"Saint Luke's Des Peres Hospital",NA,19
"Saint Luke's Des Peres Hospital",NA,8
"Saint Luke's Des Peres Hospital",NA,19
"Saint Luke's Des Peres Hospital",NA,20
"Saint Luke's Des Peres Hospital",NA,106
"Saint Luke's Des Peres Hospital",NA,7
"Saint Luke's Des Peres Hospital",NA,43
"Saint Luke's Des Peres Hospital",NA,7
"Saint Luke's Des Peres Hospital",NA,15
"Saint Luke's Des Peres Hospital",NA,9
"Saint Luke's Des Peres Hospital",NA,16
"Saint Luke's Des Peres Hospital",NA,23
"Saint Luke's Des Peres Hospital",NA,18
"Saint Luke's Des Peres Hospital",NA,8
"Saint Luke's Des Peres Hospital",NA,271
"Saint Luke's Des Peres Hospital",NA,2
"Saint Luke's Des Peres Hospital",NA,9
"Saint Luke's Des Peres Hospital",NA,19
"Saint Luke's Des Peres Hospital",NA,15
"Saint Luke's Des Peres Hospital",NA,41
"Saint Luke's Des Peres Hospital",NA,192
"Saint Luke's Des Peres Hospital",NA,1260
"Saint Luke's Des Peres Hospital",NA,720
"Saint Luke's Des Peres Hospital",NA,275
"Saint Luke's Des Peres Hospital",NA,7
"Saint Luke's Des Peres Hospital",NA,11
"Saint Luke's Des Peres Hospital",NA,22
"Saint Luke's Des Peres Hospital",NA,19
"Saint Luke's Des Peres Hospital",NA,20
"Saint Luke's Des Peres Hospital",NA,259
"Saint Luke's Des Peres Hospital",NA,39
"Saint Luke's Des Peres Hospital",NA,7
"Saint Luke's Des Peres Hospital",NA,41
"Saint Luke's Des Peres Hospital",NA,225
"Saint Luke's Des Peres Hospital",NA,46
"Saint Luke's Des Peres Hospital",NA,68
"Saint Luke's Des Peres Hospital",NA,57
"Saint Luke's Des Peres Hospital",NA,16
"Saint Luke's Des Peres Hospital",NA,137
"Saint Luke's Des Peres Hospital",NA,21
"Saint Luke's Des Peres Hospital",NA,366
"Saint Luke's Des Peres Hospital",NA,363
"Saint Luke's Des Peres Hospital",NA,199
"Saint Luke's Des Peres Hospital",NA,101
"Saint Luke's Des Peres Hospital",NA,80
"Saint Luke's Des Peres Hospital",NA,42
"Saint Luke's Des Peres Hospital",NA,60
"Saint Luke's Des Peres Hospital",NA,50
"Saint Luke's Des Peres Hospital",NA,9
"Saint Luke's Des Peres Hospital",NA,603
"Saint Luke's Des Peres Hospital",NA,2
"Saint Luke's Des Peres Hospital",NA,19
"Saint Luke's Des Peres Hospital","OMEPRAZOLE 20MG XR CP",21
"Saint Luke's Des Peres Hospital","ONDANSETRON 4MG DT",85
"Saint Luke's Des Peres Hospital","ONDANSETRON 4MG TB",275
"Saint Luke's Des Peres Hospital","ONDANSETRON PER 1MG IJ",37
"Saint Luke's Des Peres Hospital","ONDONSETRON ODT 8MG TAB",93
"Saint Luke's Des Peres Hospital","ORPHENADRINE 100MG XR TB",19
"Saint Luke's Des Peres Hospital","OSELTAMIVIR 30MG CP",39
"Saint Luke's Des Peres Hospital","OSELTAMIVIR 75MG CP",43
"Saint Luke's Des Peres Hospital","OXANDROLONE 2 5MG TB",37
"Saint Luke's Des Peres Hospital","OXAPROZIN 600MG TB",18
"Saint Luke's Des Peres Hospital","OXCARBAZEPINE 150MG TB",9
"Saint Luke's Des Peres Hospital","OXCARBAZEPINE 300MG TB",15
"Saint Luke's Des Peres Hospital","OXCARBAZEPINE 5ML LQ",21
"Saint Luke's Des Peres Hospital","OXYBUTYNIN 2 5MG TB",4
"Saint Luke's Des Peres Hospital","OXYBUTYNIN 5MG TB",9
"Saint Luke's Des Peres Hospital","OXYBUTYNIN 5MG XR TB",22
"Saint Luke's Des Peres Hospital","OXYCOD APAP 10 325 TB",27
"Saint Luke's Des Peres Hospital","OXYCOD APAP 5 325 TB",61
"Saint Luke's Des Peres Hospital","OXYCOD APAP 7 5 325 TB",21
"Saint Luke's Des Peres Hospital","OXYCODONE 10MG XR TB",40
"Saint Luke's Des Peres Hospital","OXYCODONE 15MG TB",6
"Saint Luke's Des Peres Hospital","OXYCODONE 20MG ML LQ",8
"Saint Luke's Des Peres Hospital","OXYCODONE 20MG XR TB",62
"Saint Luke's Des Peres Hospital","OXYCODONE 40MG XR TB",71
"Saint Luke's Des Peres Hospital","OXYCODONE 5MG 5ML LQ",19
"Saint Luke's Des Peres Hospital","OXYCODONE 5MG TB",21
"Saint Luke's Des Peres Hospital","OXYMETAZOLN NS 05 15MLSP",55
"Saint Luke's Des Peres Hospital","OXYMETAZOLN NS 05 3ML SP",49
"Saint Luke's Des Peres Hospital","OXYTOCIN UPTO 10U IJ",31
"Saint Luke's Des Peres Hospital","PACLITAXEL PER 1MG IJ",2
"Saint Luke's Des Peres Hospital","PALIPERIDONE 3MG XR TB",45
"Saint Luke's Des Peres Hospital","PALIPERIDONE 6MG XR TB",60
"Saint Luke's Des Peres Hospital","PALONOSETRON PER25MCGIJ",241
"Saint Luke's Des Peres Hospital","PAMIDRONATE PER 30MG IJ",187
"Saint Luke's Des Peres Hospital","PANCRELIP 30 8 30 TB",11
"Saint Luke's Des Peres Hospital","PANCRELIP 5 17 27 XRCP",6
"Saint Luke's Des Peres Hospital","PANCURONIUM 10MG 10ML IJ",265
"Saint Luke's Des Peres Hospital","PANTOPRAZOLE 40MG EC TB",28
"Saint Luke's Des Peres Hospital","PANTOPRAZOLE 40MG LQ",32
"Saint Luke's Des Peres Hospital","PANTOPRAZOLE PER40MGIJ",152
"Saint Luke's Des Peres Hospital","PAPAIN UREA 30GM OI",540
"Saint Luke's Des Peres Hospital","PAPAIN UREA CHLOR30GM OI",47
"Saint Luke's Des Peres Hospital","PAPAVERINE UPTO 60MG IJ",36
"Saint Luke's Des Peres Hospital","PARICALCITOL 1MCG CP",40
"Saint Luke's Des Peres Hospital","PARICALCITOL PER 1MCG IJ",39
"Saint Luke's Des Peres Hospital","PAROXETINE 10MG TB",23
"Saint Luke's Des Peres Hospital","PAROXETINE 12 5MG XR TB",24
"Saint Luke's Des Peres Hospital","PAROXETINE 20MG TB",23
"Saint Luke's Des Peres Hospital","PE 10 1ML OS",247
"Saint Luke's Des Peres Hospital","PE 10 5ML OS",37
"Saint Luke's Des Peres Hospital","PE NASAL 1 15ML DR IS",49
"Saint Luke's Des Peres Hospital","PE NASAL 1 15ML SP",47
"Saint Luke's Des Peres Hospital","PE NASAL 25 15ML DR IS",44
"Saint Luke's Des Peres Hospital","PE NASAL 25 15ML SP",12
"Saint Luke's Des Peres Hospital","PE NASAL 5 15ML DR IS",44
"Saint Luke's Des Peres Hospital","PE NASAL 5 15ML SP",41
"Saint Luke's Des Peres Hospital","PEN G BENZ PER 100KU IJ",42
"Saint Luke's Des Peres Hospital","PEN G K UPTO 600KU IJ",8
"Saint Luke's Des Peres Hospital","PENICILLIN 250MG TB",16
"Saint Luke's Des Peres Hospital","PENICILLIN G NA 5MU IJ",146
"Saint Luke's Des Peres Hospital","PENTAMIDINE PER 300MG IJ",725
"Saint Luke's Des Peres Hospital","PENTAZOCINE PER30MGPFSIJ",86
"Saint Luke's Des Peres Hospital","PENTOXIFYLLN 400MG XR TB",8
"Saint Luke's Des Peres Hospital","PERFLUTREN LIP MICRO 1ML",268
"Saint Luke's Des Peres Hospital","PERMETHRIN 1 60ML TS",35
"Saint Luke's Des Peres Hospital","PERMETHRIN 5 60GM CR",300
"Saint Luke's Des Peres Hospital","PERPHENAZINE 2MG TB",8
"Saint Luke's Des Peres Hospital","PETROLATUM 30GM OI",9
"Saint Luke's Des Peres Hospital","PETROLATUM 5GM UD OI",1
"Saint Luke's Des Peres Hospital","PHENAZOPYRIDINE 100MG TB",9
"Saint Luke's Des Peres Hospital","PHENELZINE 15MG TB",9
"Saint Luke's Des Peres Hospital","PHENOBARB UPTO 120MG IJ",13
"Saint Luke's Des Peres Hospital","PHENOBARBITAL 100MG TB",24
"Saint Luke's Des Peres Hospital","PHENOBARBITAL 16 2MG TB",4
"Saint Luke's Des Peres Hospital","PHENOBARBITAL 30MG TB",21
"Saint Luke's Des Peres Hospital","PHENOBARBITAL 32 4MG TB",5
"Saint Luke's Des Peres Hospital","PHENOL 1 4 20ML SP",7
"Saint Luke's Des Peres Hospital","PHENOL 89 SWAB EA",21
"Saint Luke's Des Peres Hospital","PHENOL NA 32 5MG LZ",2
"Saint Luke's Des Peres Hospital","PHENOXYBENZAMINE 10MGCP",372
"Saint Luke's Des Peres Hospital","PHENTOLAMINE UPTO 5MG IJ",269
"Saint Luke's Des Peres Hospital","PHENYLEPH PER 1ML PFS IJ",5
"Saint Luke's Des Peres Hospital","PHENYLEPHRINE HEMOR R OI",50
"Saint Luke's Des Peres Hospital","PHENYLEPHRINE HEMOR SU",4
"Saint Luke's Des Peres Hospital","PHENYLEPHRINE UPTO 1MLIJ",43
"Saint Luke's Des Peres Hospital","PHENYTOIN 100MG XR CP",9
"Saint Luke's Des Peres Hospital","PHENYTOIN 30MG XR CP",8
"Saint Luke's Des Peres Hospital","PHENYTOIN 50MG CTB",9
"Saint Luke's Des Peres Hospital","PHENYTOIN PER 50MG IJ",7
"Saint Luke's Des Peres Hospital","PHENYTOIN PER50MG SG IJ",7
"Saint Luke's Des Peres Hospital","PHYSOSTIGM 1MG ML 2ML IJ",145
"Saint Luke's Des Peres Hospital","PHYTONADIONE 5MG TB",128
"Saint Luke's Des Peres Hospital","PHYTONADIONE PER 1MG IJ",9
"Saint Luke's Des Peres Hospital","PHYTONADN PED PER 1MG IJ",20
"Saint Luke's Des Peres Hospital","PILOCARPINE 1 15ML OS",50
"Saint Luke's Des Peres Hospital","PILOCARPINE 1 2ML OS",57
"Saint Luke's Des Peres Hospital","PILOCARPINE 2 15ML OS",51
"Saint Luke's Des Peres Hospital","PILOCARPINE 2 2ML OS",97
"Saint Luke's Des Peres Hospital","PILOCARPINE 3 15ML OS",110
"Saint Luke's Des Peres Hospital","PILOCARPINE 4 15ML OS",92
"Saint Luke's Des Peres Hospital","PILOCARPINE 5MG TB",9
"Saint Luke's Des Peres Hospital","PINDOLOL 5MG TB",10
"Saint Luke's Des Peres Hospital","PIOGLITAZONE 15MG TB",27
"Saint Luke's Des Peres Hospital","PIOGLITAZONE 45MG TB",38
"Saint Luke's Des Peres Hospital","PIPER TAZ PER1 125GM IJ",71
"Saint Luke's Des Peres Hospital","PIPER TAZPER1 125GMPMXIJ",75
"Saint Luke's Des Peres Hospital","PIRBUTEROL 2MG 14GM IH",162
"Saint Luke's Des Peres Hospital","PIROXICAM 10MG CP",22
"Saint Luke's Des Peres Hospital","PNEUMOCOC 13 VAL VACC IJ",870
"Saint Luke's Des Peres Hospital","PNEUMOCOC23 VAL VACC IJ",205
"Saint Luke's Des Peres Hospital","POLY NEO HCTS 10ML OT",290
"Saint Luke's Des Peres Hospital","POLYCARBOPHIL 500MG TB",9
"Saint Luke's Des Peres Hospital","POLYCARBOPHIL 625MG TB",6
"Saint Luke's Des Peres Hospital","POLYETHYLE GLYCOL 17GMPW",14
"Saint Luke's Des Peres Hospital","POLYMYXIN B 500MU IJ",123
"Saint Luke's Des Peres Hospital","POT PHOS 1 45GM PWLQ",11
"Saint Luke's Des Peres Hospital","POTASSIUM 20MEQ EFF TB",4
"Saint Luke's Des Peres Hospital","POTASSIUM CIT 10MEQ XRTB",6
"Saint Luke's Des Peres Hospital","POTASSIUM CL 10MEQ XR CP",9
"Saint Luke's Des Peres Hospital","POTASSIUM CL 20MEQ XR TB",10
"Saint Luke's Des Peres Hospital","POTASSIUM CL 8MEQ XR CP",9
"Saint Luke's Des Peres Hospital","POVIDONE IODINE10 30GMOI",17
"Saint Luke's Des Peres Hospital","PRAMIPEXOLE 125MG TB",9
"Saint Luke's Des Peres Hospital","PRAMIPEXOLE 1MG TB",17
"Saint Luke's Des Peres Hospital","PRAMIPEXOLE 25MG TB",12
"Saint Luke's Des Peres Hospital","PRAMLINTIDE1MG ML1 5MLIJ",688
"Saint Luke's Des Peres Hospital","PRAMOXINE 1 15GM R FM",121
"Saint Luke's Des Peres Hospital","PRAMOXINE ZINC 30GM R OI",36
"Saint Luke's Des Peres Hospital","PRASUGREL 10MG TB",23
"Saint Luke's Des Peres Hospital","PRASUGREL 5MG TB",41
"Saint Luke's Des Peres Hospital","PRAVASTATIN 10MG TB",16
"Saint Luke's Des Peres Hospital","PRAVASTATIN 20MG TB",11
"Saint Luke's Des Peres Hospital","PRAVASTATIN 40MG TB",23
"Saint Luke's Des Peres Hospital","PRAZOSIN 1MG CP",8
"Saint Luke's Des Peres Hospital","PRAZOSIN 5MG CP",5
"Saint Luke's Des Peres Hospital","PREDNISOLONE 1 5ML OS",98
"Saint Luke's Des Peres Hospital","PREDNISOLONE 12 5ML OS",204
"Saint Luke's Des Peres Hospital","PREDNISONE 10MG TB",20
"Saint Luke's Des Peres Hospital","PREDNISONE 2 5MG TB",6
"Saint Luke's Des Peres Hospital","PREDNISONE 20MG TB",24
"Saint Luke's Des Peres Hospital","PREDNISONE 50MG TB",4
"Saint Luke's Des Peres Hospital","PREDNISONE PER 5MG TB",1
"Saint Luke's Des Peres Hospital","PREGABALIN 100MG CP",8
"Saint Luke's Des Peres Hospital","PREGABALIN 25MG CP",8
"Saint Luke's Des Peres Hospital","PREGABALIN 50MG CP",9
"Saint Luke's Des Peres Hospital","PREGABALIN 75MG CP",16
"Saint Luke's Des Peres Hospital","PRIMATRIX 4X4 PER SQ CM",106
"Saint Luke's Des Peres Hospital","PRIMATRIX 6X6 PER SQ CM",118
"Saint Luke's Des Peres Hospital","PRIMATRIX 8X12 PER SQ CM",105
"Saint Luke's Des Peres Hospital","PRIMATRIX 8X8 PER SQ CM",106
"Saint Luke's Des Peres Hospital","PRIMIDONE 250MG TB",7
"Saint Luke's Des Peres Hospital","PRIMIDONE 25MG TB",4
"Saint Luke's Des Peres Hospital","PRIMIDONE 50MG TB",8
"Saint Luke's Des Peres Hospital","PROBENECID 500MG TB",18
"Saint Luke's Des Peres Hospital","PROCAINAMIDE 500MG XR TB",9
"Saint Luke's Des Peres Hospital","PROCAINAMIDE UPTO 1GM IJ",94
"Saint Luke's Des Peres Hospital","PROCHLORPERAZ 10MG PFSIJ",40
"Saint Luke's Des Peres Hospital","PROCHLORPERAZINE 10MG IJ",124
"Saint Luke's Des Peres Hospital","PROCHLORPERAZINE 10MG TB",23
"Saint Luke's Des Peres Hospital","PROCHLORPERAZINE 25MG SU",61
"Saint Luke's Des Peres Hospital","PROCHLORPERAZINE 5MG SU",31
"Saint Luke's Des Peres Hospital","PROCHLORPERAZINE 5MG TB",31
"Saint Luke's Des Peres Hospital","PROGESTERONE 100MG CP",13
"Saint Luke's Des Peres Hospital","PROMETHAZ 6 25 5 120MLLQ",28
"Saint Luke's Des Peres Hospital","PROMETHAZINE 25MG SU",46
"Saint Luke's Des Peres Hospital","PROMETHAZINE 25MG TB",14
"Saint Luke's Des Peres Hospital","PROMETHAZINE UPTO50MG IJ",36
"Saint Luke's Des Peres Hospital","PROPAFENONE 150MG TB",16
"Saint Luke's Des Peres Hospital","PROPAFENONE 225MG XR CP",21
"Saint Luke's Des Peres Hospital","PROPARACAINE 5 15ML OS",193
"Saint Luke's Des Peres Hospital","PROPOFOL PER 10MG IJ",2
"Saint Luke's Des Peres Hospital","PROPRANOLOL 20MG TB",9
"Saint Luke's Des Peres Hospital","PROPRANOLOL 60MG XR CP",10
"Saint Luke's Des Peres Hospital","PROPRANOLOL UPTO 1MG IJ",142
"Saint Luke's Des Peres Hospital","PROPYLTHIOURACIL 50MG TB",8
"Saint Luke's Des Peres Hospital","PROTAMINE PER 10MG IJ",14
"Saint Luke's Des Peres Hospital","PSEUDOEPHED 30MG TB",8
"Saint Luke's Des Peres Hospital","PURAPLY AM PER SQ CM",329
"Saint Luke's Des Peres Hospital","PYRIDOSTIGMINE 60MG TB",15
"Saint Luke's Des Peres Hospital","PYRIDOSTIGMINE10MG 2MLIJ",128
"Saint Luke's Des Peres Hospital","PYRIDOXINE 50MG TB",12
"Saint Luke's Des Peres Hospital","PYRIDOXINE PER 100MG IJ",24
"Saint Luke's Des Peres Hospital","QUETIAPINE 100MG TB",24
"Saint Luke's Des Peres Hospital","QUETIAPINE 12 5MG TB",6
"Saint Luke's Des Peres Hospital","QUETIAPINE 200MG XR TB",43
"Saint Luke's Des Peres Hospital","QUINAPRIL 20MG TB",12
"Saint Luke's Des Peres Hospital","QUINAPRIL 5MG TB",9
"Saint Luke's Des Peres Hospital","QUINIDIN GLUC324MG XR TB",11
"Saint Luke's Des Peres Hospital","RABEPRAZOLE 20MG XR TB",40
"Saint Luke's Des Peres Hospital","RABIES IG IM SC 150U IJ",5253
"Saint Luke's Des Peres Hospital","RABIES VACCINE IM IJ",1007
"Saint Luke's Des Peres Hospital","RAMIPRIL 1 25MG CP",9
"Saint Luke's Des Peres Hospital","RAMIPRIL 5MG CP",18
"Saint Luke's Des Peres Hospital","RANITIDINE 150MG TB",6
"Saint Luke's Des Peres Hospital","RASAGILINE 0 5MG TB",55
"Saint Luke's Des Peres Hospital","RASBURICASE PER 5MG IJ",1234
"Saint Luke's Des Peres Hospital","REGADENOSON PER 0 1MG IJ",325
"Saint Luke's Des Peres Hospital","REMIFENTANIL 2MG 5ML IJ",459
"Saint Luke's Des Peres Hospital","REPAGLINIDE 1MG TB",11
"Saint Luke's Des Peres Hospital","RETEPLASE 1U SG IJ",1197
"Saint Luke's Des Peres Hospital","RETEPLASE PER18 1MG IJ",13998
"Saint Luke's Des Peres Hospital","RHOPHYLAC IV IMPER100UIJ",35
"Saint Luke's Des Peres Hospital","RIFAMPIN 600MG IJ",600
"Saint Luke's Des Peres Hospital","RISEDRONATE 35MG TB",102
"Saint Luke's Des Peres Hospital","RISPERIDONE 0 25MG TB",24
"Saint Luke's Des Peres Hospital","RISPERIDONE 1M M 1ML LQ",19
"Saint Luke's Des Peres Hospital","RISPERIDONE PER 5MG IJ",35
"Saint Luke's Des Peres Hospital","RITONAVIR 100 MG CP",19
"Saint Luke's Des Peres Hospital","RITUXIMAB PER 100MG IJ",2571
"Saint Luke's Des Peres Hospital","RIVAROXABAN 10MG TB",40
"Saint Luke's Des Peres Hospital","RIVAROXABAN 15MG TB",33
"Saint Luke's Des Peres Hospital","RIVASTIGMINE 1 5MG CP",19
"Saint Luke's Des Peres Hospital","RIVASTIGMINE 4 6MG TD",34
"Saint Luke's Des Peres Hospital","RIVASTIGMINE 9 5MG TD",32
"Saint Luke's Des Peres Hospital","ROCURONIUM10MG 1ML 5MLIJ",296
"Saint Luke's Des Peres Hospital","ROCURONIUM10MG 1ML10MLIJ",707
"Saint Luke's Des Peres Hospital","ROPINIROLE 1MG TB",9
"Saint Luke's Des Peres Hospital","ROSIGLITAZONE 2MG TB",16
"Saint Luke's Des Peres Hospital","ROSUVASTATIN 20MG TB",19
"Saint Luke's Des Peres Hospital","ROSUVASTATIN 5MG TB",19
"Saint Luke's Des Peres Hospital","ROTIGOTINE 2MG 24HR TD",85
"Saint Luke's Des Peres Hospital","ROTIGOTINE 4MG 24HR TD",65
"Saint Luke's Des Peres Hospital","SACUBIT/VALS 97-103MG TB",23
"Saint Luke's Des Peres Hospital","SACUBIT/VALSAR 24-26MGTB",23
"Saint Luke's Des Peres Hospital","SACUBIT/VALSAR 49-51MGTB",23
"Saint Luke's Des Peres Hospital","SALIVA SUBST 120ML LQ",38
"Saint Luke's Des Peres Hospital","SALMETEROL 21MCG 13GM IH",25
"Saint Luke's Des Peres Hospital","SALMETEROL DK 50MCG PW",463
"Saint Luke's Des Peres Hospital","SALSALATE 500MG TB",9
"Saint Luke's Des Peres Hospital","SCOPOLAMINE 25 5ML OS",171
"Saint Luke's Des Peres Hospital","SCOPOLAMINE 4MG 1ML IJ",49
"Saint Luke's Des Peres Hospital","SCOPOLAMINE1 5MG72HR TD",52
"Saint Luke's Des Peres Hospital","SELEGILINE 5MG CAPSULES",4
"Saint Luke's Des Peres Hospital","SELEGILINE 5MG TB",17
"Saint Luke's Des Peres Hospital","SELENIUM SUL2 5 120ML LT",113
"Saint Luke's Des Peres Hospital","SELENUM SU SHMP1 210MLLT",45
"Saint Luke's Des Peres Hospital","SERTRALINE 50MG TB",24
"Saint Luke's Des Peres Hospital","SEVELAMER 400MG TB",7
"Saint Luke's Des Peres Hospital","SEVELAMER CARB 800MG TB",15
"Saint Luke's Des Peres Hospital","SEVOFLURANE 250ML IA",1651
"Saint Luke's Des Peres Hospital","SEVOFLURANE PER DOSE IA",485
"Saint Luke's Des Peres Hospital","SILDENAFIL 25MG TB",52
"Saint Luke's Des Peres Hospital","SILVER NITRAT 1 STICK EA",2
"Saint Luke's Des Peres Hospital","SILVER NITRATE APPL 10PK",18
"Saint Luke's Des Peres Hospital","SILVER SALINE WND45GM GL",131
"Saint Luke's Des Peres Hospital","SILVER SULFADIA 1 50GMCR",78
"Saint Luke's Des Peres Hospital","SILVER SULFADIA1 400GMCR",347
"Saint Luke's Des Peres Hospital","SIMETHICONE 80MG TB",8
