Mnemonic,Name,Std Price
A00025600F,Closd Tx Dist Radi Fx/Epiphy S,$224.00
A00025605F,Closed Tx Dist Rad Fx/Epiphl S,"$1,367.00"
A00025622F,Closd Tx Carpal Scaphoid Fx W/,$224.00
A00025630F,Closd Tx Carpal Bone Fx W/O Ma,$224.00
A00025650F,Closd Tx Ulnar Styloid Fx,$224.00
A00026010F,Drain Finger Abscess;Simple,$181.00
A00026341F,Manipul Palm Cord Post Enzyme,$224.00
A00026600F,Closd Tx Metacar Fx Sngl W/O M,$218.00
A00026720F,Closd Tx Phalangeal Shaft Fx W,$224.00
A00026725F,Closd Tx Phalang Shaft Fx W/Ma,$224.00
A00027096F,Sacroiliac Joint Inj,"$1,396.00"
A00027323F,BiopsySft TissThigh/Knee;Sup,$683.00
A00027337F,ExcTumSof Tiss Thigh/Knee 3,"$2,106.00"
A00027630F,Excise Tendon Sheath Leg/Ankle,"$2,737.00"
A00027760F,Closd Tx Medial Ankle Fx W/O M,$224.00
A00027780F,Closed Tx Prox Fib/Shaft Fx W/,$224.00
A00027786F,Closed Tx Distal Fib Fx W/O Ma,$224.00
A00028010F,Tenotomy Percutaneous; Simple,"$1,367.00"
A00028011F,Tenotomy;Percutaneous;Toe;Mult,"$1,367.00"
A00028024F,Arthrot W/Expl/Dran/Remov Fb I,"$2,657.00"
A00028092F,Excise Cyst/Ganglion-Toes,"$1,327.00"
A00028111F,Ostectomy;Complt Excis;1St Met,$580.00
A00028190F,Removal Foreign Body Foot;Subc,$605.00
A00028232F,Tenotomy OpenFlexor;Toe Singl,"$1,367.00"
A00028285F,Correction Hammertoe,"$2,737.00"
A00028288F,OstectPrtl Remv Fot Bne Mtrsl,"$2,657.00"
A00028292F,Correction Hallux Valgus,"$2,737.00"
A00028315F,Sesamoidectomy First Toe,"$1,822.00"
A00028430F,Closed Tx Talux Fx;W/O Manip,$218.00
A00028820F,Amputate Toe; Mtp Joint,"$1,948.00"
A00028825F,Amputate Toe;Ip Joint,"$2,737.00"
A00028899F,Tarsal Tunnel Injection,$252.00
A00029105F,Apply Long Arm Cast,$285.00
A00029445F,Apply Rigid Leg Cast,$346.00
A00029580F,Unna Boot Application,$189.00
A00029581F,Apply Multilayer Compression L,$219.00
A00030117F,Excise/Destruc Intranas Les;In,"$2,369.00"
A00030300F,Removal Fb Intranalsal;Office,$113.00
A00030560F,Lysis Intranasal Synechia,$350.00
A00030801F,Ablate Infer Turbinate Superfi,$770.00
A00030802F,Ablate Inf Turbinate Submuc,"$1,166.00"
A00030901F,Control Nasal Hemorr Anterior;,$102.00
A00030903F,Cont Nasal Hemmorr Anterior/Co,$110.00
A00030999F,Resection Middle Turbinates,"$2,369.00"
A00031231F,Diagnos Nasal Endosco Unilat O,$158.00
A00031237F,Nasal Endosc W/Bx Polypect/Deb,"$1,426.00"
A00031238F,Nasal Endo W/Blood Control,"$1,160.00"
A00031575F,Laryngoscopy Flex;Diag,$168.00
A00032552F,Remove Lung Catheter,"$1,080.00"
A00032554F,Thoracentesis W/O Image Guidan,$474.00
A00036470F,Inject Of Sclerosing Solut;Sin,$285.00
A00036471F,Inj Sclerosing Solut;Multi Sam,$326.00
A00036475F,Endovenous Rf 1St Vein,"$2,651.00"
A00036589F,Remove Tunneled Central Vein C,$592.00
A00036590F,Rem Tunnel C/Venous A/D W/Subq,"$1,743.00"
A00037765F,Stab Phleb Veins Xtr 10-20,"$3,142.00"
A00037766F,Stab Phleb Veins-1 Ext;20+ Ext,"$2,252.00"
A00037799F,Vasc Surg 10 Stabs Or Less,"$2,704.00"
A00038500F,Bx Lymph Nodes;OpenSuperficia,"$2,805.00"
A00040490F,Biopsy Of Lip,$186.00
A00040808F,Biopsy Vestibule Mouth,$482.00
A00040810F,Excise Les Mouth Vestibular W/,"$1,806.00"
A00040812F,Excise Les Mouth Vestibule W/S,"$1,806.00"
A00040814F,Excise Lesion Mouth Vestib W/C,"$2,765.00"
A00040816F,Excise Lesion Mouth Vestib;Cpl,"$2,441.00"
A00041010F,Incision Lingual Frenum(Frenot,"$1,166.00"
A00041100F,Biopsy Tongue; Anterior 2/3,$121.00
A00041110F,Excise Tongue Lesion W/O Closu,"$2,369.00"
A00041112F,Excis Tongue Lesion W/Clos Ant,"$2,369.00"
A00041115F,Excision Lingual Frenum,$770.00
A00041520F,Frenoplasty,"$4,018.00"
A00042100F,Biopsy Of Palate Uvula,$772.00
A00042330F,Sialolithotomy;Submandibular,"$2,441.00"
A00042650F,Dilate Salivary Duct,"$1,166.00"
A00042700F,I&D Abscess; Peritonsillar,$192.00
A00042800F,Biopsy; Oropharynx,$770.00
A00043760F,Change Of Gastrostomy Tube,$434.00
A00045300F,Proctosigmoidoscopy;Diagnostic,$978.00
A00045305F,Proctosig Rigid; W/Bx Sing/Mul,"$1,781.00"
A00045330F,Diagnostic Sigmoidoscopy,$140.00
A00046030F,Remove Anal Seton Other Marker,"$1,000.00"
A00046040F,I&D Perirectal Or Ischial Absc,"$1,353.00"
A00046050F,I&D Perianal AbscessSuperfici,"$1,007.00"
A00046083F,Incision Thrombosed Hemorrhoid,$333.00
A00046220F,Excise Anal Ext Tag/Papilla,"$2,463.00"
A00046221F,HemorrhoidectomyBy Simple Lig,$615.00
A00046230F,Removal Anal Tags,"$2,434.00"
A00046250F,Remove Ext Hemorrhoid Grps 2+,"$2,473.00"
A00046320F,Removal Hemorrhoid Clot,"$2,499.00"
A00046600F,Anoscopy;Diagnostic,$66.00
A00046606F,Anoscopy;W/Bx Sing/Multi,"$1,222.00"
A00046922F,Destroy Anal Lesion Simple;Sur,"$2,426.00"
A00046930F,Destroy Inter Hemorr By Therm,$502.00
A00049082F,Abdominal Paracentesis,$459.00
A00049422F,Remov Tunneled Intraperitoneal,"$1,621.00"
A00051700F,Bladder IrrigationSingle,$378.00
A00051701F,Insert Straight Cath For Resid,$178.00
A00051702F,Insert Temp Indwelling Bladder,$215.00
A00051705F,Change Of Bladder Tube,$445.00
A00051720F,Tx Of Bladder Lesion,$592.00
A00051728F,Cystometrogram W/Vp,$784.00
A00051741F,Complex Uroflowmetry,$254.00
A00051784F,Emg Of Anal Or Urethral Sphinc,$407.00
A00051797F,Intra-Abdominal Voiding Pressu,$540.00
A00051798F,Measure Post-Void Resid Urine,$150.00
A00052000F,Cystoscopy,"$1,441.00"
A00052281F,Cystourethroscopy,"$3,514.00"
A00052310F,Cystoscopy W/Stent Removal Fb,"$2,850.00"
A00053600F,Dilation Urethral Strict Sound,$306.00
A00053601F,Dilate Urethral Stricture Subs,$142.00
A00053620F,Dilation Of Urethral Stricture,"$2,149.00"
A00053621F,Dil Urethr Strict Filif/Folli,$404.00
A00053660F,Dilate Female Urethra; Initial,$109.00
A00053661F,Dilate Female Urethra;Follow U,$109.00
A00054050F,Destruc Les(S) Penis Simple;Ch,$173.00
A00054055F,Destruction Penis Lesions,"$2,165.00"
A00054161F,Circumcision 28 Days Or More,"$2,462.00"
A00054162F,Lysis/Excis Penile Post-Circ A,"$2,538.00"
A00054450F,Foreskin Manipulation,$349.00
A00054700F,I&D Epididmysis Testis/Scrotal,"$2,330.00"
A00055000F,Puncture Aspiration Hydrocele,$527.00
A00055100F,Drainage Scrotal Wall Abscess,"$1,370.00"
A00055250F,Vasectomy Unilateral Or Bilate,"$1,956.00"
A00055700F,Biopsy Prostate Needle Or Punc,"$1,404.00"
A00056405F,I & D Of Vulva Or Perineal Abs,$218.00
A00056605F,Biopsy Vulva/Perineum 1 Lesion,$301.00
A00057400F,Dilation Of Vagina,"$2,341.00"
A00062270F,PunctureSpinal Cord Diagnosti,$747.00
A00062282F,Inj Neurolytic;Epidural Lumb/S,"$1,649.00"
A00062321F,Njx Interlaminar Crv/Thrc W/Im,$553.00
A00062322F,Njx Interlaminar Lmbr/Sacr,$553.00
A00062323F,Njx Interlaminar Lmbr/Sac W/Im,$553.00
A00063650F,Implant Neurostimulator,"$2,840.00"
A00064400F,Nerve Block Injection Trigemin,$427.00
A00064405F,InjAnesth Agnt Great Occipita,$620.00
A00064413F,Nerve Block; Cervical Plexus,$467.00
A00064415F,Inj Anesthetic AgentBrachial,$364.00
A00064420F,Inject Anesth; Intercostal Ner,$745.00
A00064425F,Injection Anesthetic Ilioingui,$626.00
A00064445F,InjectAnesth Agent Sciatic N,$793.00
A00064447F,Inj Anesthetic Agent Femoral N,$562.00
A00064450F,N Block Other Peripheral,$450.00
A00064455F,N Block Inj Plantar Digit,$216.00
A00064483F,InjAnes Lumbar Or Sacral Sing,"$1,358.00"
A00064490F,Inject Paravert F Jnt C/T 1 Le,"$1,449.00"
A00064491F,Inj Paravert F Jnt C/T 2 Lev,$569.00
A00064492F,Inject Paravert Jnt C/T 3 Lev,$552.00
A00064493F,Inj Paravert Facet Jt Lum Or,"$1,432.00"
A00064494F,Inj Paravert Facet Lum Or Sac,$552.00
A00064495F,Inj Paravert Facet Jt 3Rd &,$540.00
A00064510F,Nerve Block Stellate Ganglion,"$1,255.00"
A00064517F,Inj Anes AgntSuperior Hypgast,$697.00
A00064520F,L/T Sympathetic Block,"$1,255.00"
A00064600F,Destruction By Neurolytic Agen,"$2,244.00"
A00064612F,Destruct By Neurolytic Agent,$473.00
A00064615F,Chem Denerv Musc FacTrigCerv,$217.00
A00064630F,Injection Treatment Of Nerve,"$1,369.00"
A00064633F,Destroy Cer/Thor Facet Jnt,"$1,255.00"
A00064634F,Destroy C/Th Facet Jnt Addl,$427.00
A00064635F,Destroy Lumb/Sac Facet Joint,"$2,244.00"
A00064636F,Destroy L/S Facet Joint Addl,"$1,255.00"
A00064640F,Nerve Block Peripherial Nerve,"$1,120.00"
A00064650F,Chemodenervation Eccrine Gland,$250.00
A00065205F,Removal Fb Conjunctiva;Superfi,$110.00
A00065222F,Removal Fb Corneal W/Slit Lamp,$110.00
A00065855F,Trabeculoplasty Laser Surgery,$513.00
A00066761F,Revision Of Iris Laser,$513.00
A00066821F,After Cataract Laser Surg 1+St,$513.00
A00067028F,Intravitreal Injection Of Drug,$305.00
A00067145F,Prophylaxis Retina Detach Wo D,$513.00
A00067210F,Destruct Loc Les Retin 1+Sess;,$513.00
A00067228F,Treat X10Sv Retinopathy,$513.00
A00067515F,Tenons Capsule Injection,$293.00
A00067810F,Biopsy Eyelid & Lid Margin,$293.00
A00067820F,Correct TrichiasisEpilat By F,$110.00
A00067840F,Excise Eyelid Les Wo Close/Sim,$299.00
A00067880F,Construct Intermarg Adhes Med,"$1,855.00"
A00067935F,Suture Wound Eyelid/Full Thick,"$1,855.00"
A00067938F,Remove Embedded Fb Eyelid,$293.00
A00068100F,Biopsy Of Conjunctiva,"$1,855.00"
A00068761F,Close Lacerat Punctum;By Plug(,$293.00
A00068801F,Dilate Lacrimal Puntum W/Wo Ir,$288.00
A00069000F,Draing Extern Ear;Abscess/Hema,$248.00
A00069020F,Drain External Auditory Canal,$587.00
A00069105F,Biopsy External Auditory Canal,"$1,754.00"
A00069200F,Removal Foreign Body From Ear,$99.00
A00069209F,Remove Impacted Ear Wax;Unilat,$61.00
A00069210F,Remove Impacted Ear Wax Unilat,$61.00
A00069220F,Debride Mastoidectomy Cavity S,$129.00
A00069420F,Myringotomy,$340.00
A00069433F,Tympanostomy Local;Unilateral,$340.00
A00069801F,Incise Inner Ear,"$1,772.00"
A00092511F,Nasopharyngoscopy W/Endoscope,$165.00
A00092550F,Fundus Photo W/Interpret Facil,$143.00
A00092943F,Prq Card Revasc Chronic 1Vsl,"$6,777.00"
A00092953F,Temp Transcutan Pacing,$658.00
A00093005F,"Ekg Tracing Only,Technical",$66.00
A00093296F,Pm/Icd Remote Tech Serv,$144.00
A00093299F,Icm/Ilr Remote Tech Serv=<30Da,$215.00
A00094618F,Pulm Stress Test (6 Min Walk),$113.00
A00095004F,Percut Allrgy Skin Tests,$10.00
A00095024F,Icut Allrgy Tst Drug/Bug Spec#,$15.00
A00095165F,Antig-Alegn Immun;S/M Spec#,$35.00
A00095970F,"Analyze Neurotism, No Prog",$323.00
A00095972F,Analy Neurostim; Brain W/Prog,$556.00
A00095974F,"Cranial Neurostim, Complex",$423.00
A00095992F,Canalith Repositioning Proc,$112.00
A00096101F,Psych Testing Per  Hour,$231.00
A00096116F,Neurobehavioral Status Exam,$48.00
A00096118F,Neuropsych Test By Psych/Phys,$212.00
A00096150F,Assess Hlth/Behav Init Ea15Min,$88.00
A00096154F,Intrv Hlth/Behav Ea15Min F W/P,$78.00
A00096372F,"Ther/Proph/Diag Inj, Sc/Im",$60.00
A00096402F,Chemo Hormon Anti-Neoplastic,$223.00
A00097597F,Wound Active Care 20 Cm Or Les,$185.00
A00097598F,Wound Care Active Greater Than,$197.00
A00097602F,Removal Of Devitalized Tissue,$159.00
A00097605F,Wound Neg Pressure Tx < 50 Cm,$102.00
A00097606F,Wound Neg Pressure Tx > 50 Cm,$241.00
A00099201F,Level 1 New Pt Facility E/M,$70.00
A00099202F,Level 2 New Pt Facility E/M,$90.00
A00099203F,Level 3 New Pt E/M Facility,$118.00
A00099204F,Level 4 New Pt Facility E/M,$143.00
A00099205F,Level 5 New Pt Facility E/M,$213.00
A00099211F,Level 1 Facility Charge,$70.00
A00099212F,Level Two Facility E/M,$90.00
A00099213F,Level 3 Facility E/M,$118.00
A00099214F,Level Four Facility E/M,$143.00
A00099215F,Level 5 Facility E/M,$213.00
A00099483F,Assmt & Care Plan Pt Cog Impai,$77.00
A02052650F,Inject Therapeutic Carpal Tunn,$360.00
A02060050F,Arthrocentesis Aspir Sm Joint,$481.00
A02060550F,Arthrocentesis Aspir Interm Jt,$494.00
A02061050F,Arthrocentesis Aspir Major Jt,$542.00
A02709650F,Sacroiliac Joint Inj,"$2,790.00"
A06228250F,Inj Neurolytic;Epidural Lumb/S,"$3,297.00"
A06440550F,InjAnesth Agnt Great Occipita,"$1,240.00"
A06444750F,Inj Anesthetic Agent Femoral N,$562.00
A06445050F,N Block Other Peripheral,$899.00
A06445550F,N Block Inj Plantar Digit;Bil,$431.00
A06449050F,Inject Paravert F Jnt C/T 1 Le,"$2,898.00"
A06449150F,Inj Paravert F Jnt C/T 2 Lev,"$1,137.00"
A06449350F,Inj Paravert Facet Jt Lum Or,"$2,863.00"
A06449450F,Inj Paravert Facet Lum Or Sac,"$1,103.00"
A06452050F,L/T Sympathetic Block,"$2,012.00"
A06463350F,Destroy Cer/Thor Facet Jnt,"$2,510.00"
A06463450F,Destroy C/Th Facet Jnt Addl,$853.00
A06464050F,Nerve Block Peripherial Nerve,"$2,239.00"
A06921050F,Remove Impacted Ear Wax Bilate,$122.00
AA 410003,"Clinimix E 4.25/25 1,000 ML IV.SOLN",$250.00
AA 410003,"Clinimix E 4.25/25 1,000 ML IV.SOLN",$170.40
AA 420002,"Clinimix E 4.25/10 2,000 ML IV.SOLN",$283.60
AA 420002,"Clinimix E 4.25/10 2,000 ML IV.SOLN",$250.00
AA 420003,"Clinimix E 4.25/25 2,000 ML IV.SOLN",$297.12
AA 420003,"Clinimix E 4.25/25 2,000 ML IV.SOLN",$250.00
AA 510002,"Clinimix E 5/20 1,000 ML IV.SOLN",$250.00
AA 510002,"Clinimix E 5/20 1,000 ML IV.SOLN",$143.12
AA 520002,"Clinimix E 5/20 2,000 ML IV.SOLN",$303.92
AA 520002,"Clinimix E 5/20 2,000 ML IV.SOLN",$250.00
ABAT250V,Orencia 250 MG/10 ML VIAL,"$3,138.75"
ABIR250T,abiraterone 250 MG TABLET,$341.08
ACET100012,"Ofirmev premix 1,000 MG/100 ML PREMIX",$150.08
ACET10003,"acetic acid irrig 1,000 ML IRRIG.SOLN",$45.00
ACET100V4,"acetylcysteine 10% inh 3,000 MG/30 ML VIAL",$64.00
ACET-1073,acetaminophen/codeine 300/30 mg TABLET,$3.05
ACET-1080,acetaminophen susp 160 MG/5 ML 118 ML BOTTLE,$6.39
ACET-1083,acetaminophen susp 160 MG/5 ML UDC,$4.15
ACET120S2,acetaminophen/codeine 120/12 mg/5 ml elixir 120 ML SOLUTION,$33.03
ACET120S5,acetaminophen 120 MG SUPP.RECT,$2.50
ACET1KIT,acetylcholine ophth 2mL 40 DROPS/2 ML BOTTLE,$376.76
ACET1TAB41,acetaminophen/codeine 300/60 mg TABLET,$4.91
ACET1TAB57,acetamin/diphenhyd 500/25 mg TABLET,$2.50
ACET200V6,"acetylcysteine (Acetadote) 6,000 MG/30 ML VIAL",$33.84
ACET250T17,acetaZOLAMIDE 250 MG TABLET,$15.71
ACET325S6,acetaminophen 325 MG SUPP.RECT,$3.30
ACET473S,acetamin/codeine 120/12mg/5ml 473 ML BOTTLE,$75.00
ACET480L2,acetaminophen susp 480 MG/15 ML UDC,$142.20
ACET500V3,acetaZOLAMIDE 500 MG VIAL,$166.00
ACET5SOL2,acetamin/codeine 120/12mg/5ml 5 ML UDC,$5.54
ACET-639,acetaminophen ER 650 MG TABLET,$2.50
ACET650S6,acetaminophen 650 MG SUPP.RECT,$2.85
ACTI25OR2,Actidose-Aqua 25 GM/120 ML BOTTLE,$53.44
ACTI260C3,Charcocaps 260 MG CAPSULE,$2.50
ACTI28PO,activated charcoal powder 28 GM BOTTLE,$117.64
ACYC-2,acyclovir 400 MG TABLET,$2.50
ACYC200C61,acyclovir 200 MG CAPSULE,$2.50
ACYC50VI,acyclovir 500 MG/10 ML VIAL,$45.00
ACYC5OIN2,acyclovir oint 5gm 5 APPLICATIO/5 GM TUBE,$409.43
ACYC800T75,acyclovir 800 MG TABLET,$2.60
ADEN3VIA14,adenosine 12 MG/4 ML VIAL,$87.60
ADEN3VIA23,adenosine 6 MG/2 ML VIAL,$43.80
ADEN3VIA26,adenosine 90 MG/30 ML VIAL,$446.81
ALBU0.63,albuterol 0.63 MG/3 ML NEBULE,$7.47
ALBU1.25,albuterol 1.25 MG/3 ML NEBULE,$7.47
ALBU100I,albumin human 25% premix 25 GM/100 ML PREMIX,$496.48
ALBU2.5V12,albuterol 0.083% INH 2.5 MG/3 ML NEBULE,$2.50
ALBU2.5V14,albuterol 0.5% INH 2.5 MG/0.5 ML NEBULE,$4.50
ALBU8.5H3,Proair-HFA 8.5 GM (200 INH) MDI,$238.28
ALDA100T,spironolactone 100 MG TABLET,$33.66
ALEN10TA3,alendronate 10 MG TABLET,$13.19
ALEN70TA27,alendronate 70 MG TABLET,$81.96
ALIS300T,aliskiren 300 MG TABLET,$31.23
ALLO100T32,allopurinol 100 MG TABLET,$2.50
ALLO300T56,allopurinol 300 MG TABLET,$3.65
ALPH10006,"Prolastin-C 1,000 MG/20 ML VIAL","$1,540.00"
ALPH150T,alpha-D-galactosidase 150 UNIT TABLET,$2.50
ALPH300C2,alpha lipoic acid 300 MG CAPSULE,$2.50
ALPR0.5T64,ALPRAZolam 0.5 MG TABLET,$2.50
ALPR-182,ALPRAZolam 0.25 MG TABLET,$2.50
ALPR1TAB2,ALPRAZolam 1 MG TABLET,$4.50
ALTE100V2,Activase 100 MG/100 ML VIAL,"$25,632.12"
ALTE2VIA2,Cathflo 2 MG/2 ML VIAL,$535.71
ALUM37.5,Aluminum Chloride 37.5 ML BOTTLE,$29.30
ALVI12CA,Entereg 12 MG CAPSULE,$461.90
AMAN100C49,amantadine 100 MG CAPSULE,$4.05
AMIL5TAB,aMILoride 5 MG TABLET,$5.81
AMIN10008,"Clinimix 5/20 1,000 ML IV.SOLN",$142.48
AMIN20002,"Clinimix 4.25/10 2,000 ML IV.SOLN",$263.52
AMIN20002,"Clinimix 4.25/10 2,000 ML IV.SOLN",$250.00
AMIN20004,"Clinimix 4.25/25 2,000 ML IV.SOLN",$272.48
AMIN20004,"Clinimix 4.25/25 2,000 ML IV.SOLN",$250.00
AMIN250V2,"aminocaproic acid 5,000 MG/20 ML VIAL",$26.51
AMIN250V4,aminophylline 250 MG/10 ML VIAL,$45.48
AMIN960L9,Liquacel liquid protein 960 ML LIQUID,$128.64
AMIO100T,amiodarone 100 MG TABLET,$28.17
AMIO150P,amiodarone bolus 150 MG/100 ML PREMIX,$138.76
AMIO200T,amiodarone 200 MG TABLET,$2.50
AMIO360P,amiodarone premix 360 MG/200 ML PREMIX,$184.56
AMIO50VI5,amiodarone 150 MG/3 ML VIAL,$6.35
AMIT100T4,amitriptyline 100 MG TABLET,$6.44
AMIT10TA26,amitriptyline 10 MG TABLET,$2.50
AMIT25TA35,amitriptyline 25 MG TABLET,$2.50
AMIT50TA28,amitriptyline 50 MG TABLET,$4.77
AMLO10TA87,amLODIPine 10 MG TABLET,$2.50
AMLO1CAP79,amLODIPine/benazepril 5/10 mg 1 EACH CAPSULE,$12.20
AMLO2.5T65,amLODIPine 2.5 MG TABLET,$2.50
AMLO-211,amLODIPine 5 MG TABLET,$2.50
AMMO140C3,ammonium lactate cream 140 APPLICATIO/140 GM TUBE,$81.96
AMMO1AMP3,ammonia INH 0.33 ML AMPUL,$2.50
AMMO226L,ammonium lactate 12% lotion 10 APPLICATIO/177 ML BOTTLE,$42.16
AMMO400L,Amlactin 12% Lotion 400 GM LOTION,$79.28
AMOX125S6,amoxicillin susp 125 MG/5 ML BOTTLE,$8.55
AMOX1TAB13,amoxil/clav 250/125 mg 1 EACH TABLET,$21.38
AMOX200S38,amoxil/clav 200mg/5mL susp 200 MG/5 ML BOTTLE,$73.80
AMOX250C6,amoxicillin 250 MG CAPSULE,$2.50
AMOX250S35,amoxil/clav 250/62.5 mg/5 ml 250 MG/5 ML BOTTLE,$19.04
AMOX250S6,amoxicillin susp 250 MG/5 ML BOTTLE,$11.70
AMOX400S5,amoxicillin susp 400 MG/5 ML BOTTLE,$2.50
AMOX400S51,amoxil/clav 400mg/5mL susp 50mL BOTTLE,$43.20
AMOX500C5,amoxicillin 500 MG CAPSULE,$4.30
AMOX-73,amoxil/clav 500/125 mg 1 EACH TABLET,$6.08
AMOX-98,amoxil/clav 875/125 mg 1 EACH TABLET,$7.29
AMPH50VI,amphotericin-B liposomal 50 MG VIAL,$667.91
AMPI1.5V12,"ampicillin/sulbactam 1,500 MG VIAL",$12.29
AMPI1VIA4,"ampicillin 1,000 MG VIAL",$31.10
AMPI250C,ampicillin 250 MG CAPSULE,$2.50
AMPI2VIA4,"ampicillin 2,000 MG VIAL",$53.68
AMPI3VIA7,"ampicillin/sulbactam 3,000 MG VIAL",$28.58
AMPI500C,ampicillin 500 MG CAPSULE,$2.95
AMVI12DI2,Amvisc 1.2% Intraocular 9.6 MG/0.8 ML SYRINGE,$441.00
ANAF25,clomiPRAMINE 25 MG CAPSULE,$44.96
ANAG1CAP,anagrelide 1 MG CAPSULE,$96.28
ANAS1TAB30,anastrozole 1 MG TABLET,$3.05
ANOR1BLS,Incruse ellipta 62.5 mcg 30 INHALATION INHALATION,$30.74
ANORO,Anoro Ellipta 62.5/25 MCG INHALER,$30.74
ANTI1VIA12,"Crofab 1,000 MG/2 ML VIAL","$8,290.50"
ANTI1VIA15,"Humate-P 2,400 UNIT (von Willebrand factor complex) VIAL",$5.72
APIX2.5T2,Eliquis 2.5 MG TABLET,$27.00
APIX5TAB2,Eliquis 5 MG TABLET,$29.12
APRA5DRO2,Iopidine 0.5% ophth 5 ML BOTTLE,$6.75
ARFO15VI3,Brovana 15 MCG/2 ML NEBULE,$61.84
ARGI1POW25,Juven PACKET,$9.23
ARIP10TA37,ARIPiprazole 10 MG TABLET,$47.08
ARIP15TA23,ARIPiprazole 15 MG TABLET,$118.92
ARIP2TAB28,ARIPiprazole 2 MG TABLET,$37.49
ARIP300S3,Abilify Maintena 300 MG SYRINGE,"$4,655.61"
ARIP30TA28,ARIPiprazole 30 MG TABLET,$168.20
ARIP400S2,Abilify Maintena 400 MG VIAL,"$5,630.37"
ARIP5TAB30,ARIPiprazole 5 MG TABLET,$37.49
ASCO250T,ascorbic acid 250 MG TABLET,$2.50
ASCO500T4,ascorbic acid 500 MG TABLET,$2.50
ASCO-86,ascorbic acid chewable 500 MG TABLET,$2.50
ASCO-90,"ascorbic acid/multivitamin 1,000 MG PACKET",$2.50
ASPELIDO,Aspercreme w/ lidocaine 76.5 APPLICATIO/76.5 GM TUBE,$22.50
ASPI1CPM8,aspirin/dipyridamole 25/200 mg CAPSULE,$22.50
ASPI1TAB33,aspirin/apap/caff 250/250/65 mg TABLET,$2.50
ASPI1TAB58,aspirin/caffeine 500/33.3 mg TABLET,$2.50
ASPI-209,aspirin/sod bicarb/citric acid 1 EACH TABLET,$2.50
ATEN100T60,atenolol 100 MG TABLET,$5.63
ATEN1TAB,atenolol/chlorthalidone 50/25 mg TABLET,$20.25
ATEN25TA3,atenolol 25 MG TABLET,$4.00
ATEN-8,atenolol 50 MG TABLET,$5.09
ATOR10TA2,atorvaSTATin 10 MG TABLET,$2.70
ATOR20TA53,atorvaSTATin 20 MG TABLET,$3.70
ATOR40TA68,atorvaSTATin 40 MG TABLET,$2.50
ATOR80TA62,atorvaSTATin 80 MG TABLET,$25.97
ATRO0.1D4,atropine pediatric 0.1 MG/ML SYRINGE,$7.47
ATRO0.1S3,atropine 1 MG/10 ML SYRINGE,$41.63
ATRO0.4V,atropine 0.4 MG/ML VIAL,$15.75
ATRO15DR2,atropine 1% ophth 15 mL 300 DROPS/15 ML BOTTLE,$304.80
ATRO2DRO,atropine 1% ophth 2 mL 40 DROPS/2 ML BOTTLE,$98.40
ATRO3.5O,atropine 1% ophth oint 3gm 3.5 APPLICATIO/3.5 GM TUBE,$25.61
ATRO4MDV,atropine 8 MG/20 ML VIAL,$7.92
AURY210T,ferric citrate 210 MG TABLET,$24.08
AVEENLOT,pramoxine/calamine lotion 118 APPLICATIO/118 ML BOTTLE,$19.71
AVEENOCR,colloidal oatmeal cream 207 APPLICATIO/207 GM BOTTLE,$30.51
AVP75,irbesartan 75 MG TABLET,$25.65
AZAC100V2,azaCITIDine 100 MG VIAL,"$1,089.48"
AZAT50TA20,azaTHIOprine 50 MG TABLET,$3.40
AZEL205.3,azelastine 0.1% nasal spray 30 ML BOTTLE,$3.20
AZEL23SP,azelastine/fluticasone spray 120 SPRAY/23 GM BOTTLE,$656.67
AZEL6DRO4,azelastine 0.05% 120 DROPS/6 ML BOTTLE,$364.25
AZIT100S9,azithromycin susp 300 MG/15 ML BOTTLE,$104.64
AZIT200S22,azithromycin susp 600 MG/15 ML BOTTLE,$104.64
AZIT250T67,azithromycin 250 MG TABLET,$7.83
AZIT500T,azithromycin 500 MG TABLET,$274.60
AZIT500V12,azithromycin 500 MG VIAL,$33.44
AZTR1VIA,"aztreonam 1,000 MG VIAL",$116.00
AZTR2VIA2,"aztreonam 2,000 MG VIAL",$267.80
B CM1TAB,Vital-D 1 EACH TABLET,$2.50
B CO1CAP7,Nephrocaps 1 MG CAPSULE,$4.70
B122500,"cyanocobalamin (vitamin B-12) 2,500 MCG SUBLINGUAL TABLET",$2.50
BACI14OI4,bacitracin oint 15gm 14 APPLICATIO/14 GM TUBE,$7.65
BACI28.32,bacitracin/poly-B oint 28.35gm 28 APPLICATIO/28.35 GM TUBE,$40.50
BACI28.44,bacitracin oint 28gm 28.4 APPLICATIO/28.4 GM TUBE,$2.50
BACI3.5O2,bacitracin ophth oint 3.5gm 3.5 APPLICATIO/3.5 GM TUBE,$376.00
BACI3.5O4,bacitracin/poly-B ophth oint 3.5 APPLICATIO/3.5 GM TUBE,$91.68
BACI500012,"bacitracin irrig 50,000 UNIT VIAL",$44.36
BACL10TA90,baclofen 10 MG TABLET,$2.85
BACL20TA11,baclofen 20 MG TABLET,$12.65
BACT22OI,mupirocin 2% ointment 22 GM TUBE,$47.80
BACT30VI2,bacteriostatic NS 0.9% 30 ML VIAL,$5.00
BALA15IR,balanced salt irrig soln 15 DROPS/15 ML BOTTLE,$35.42
BALA30IR,eye stream irrig 600 DROPS/30 ML BOTTLE,$73.20
BALA500I,balanced salt irrig soln 500 ML IRRIG.SOLN,$109.92
