Procedure ID,Description,Amount
925280,PLATE 82MM SS 3.5MM SCR ,1038.75
925281,PLT 94MM SS 3.5MM SCR SM,1081.88
925283,ONE-THIRD TBLR PLATE    ,184.00
925287,SCREW CANN 7.3X50       ,691.25
925288,SCREW CAN 7.3X55        ,691.25
925289,SCREW CANN 7.3X60       ,691.25
925290,SCREW CANN 7.3X65       ,691.25
925291,SCREW CANN 7.3MMX70MMX32,631.25
925292,SCREW BN 7.3MM 75MM 32MM,691.25
925293,SCREW CANN 7.3X80       ,691.25
925294,SCREW CANN 7.3MMX85MMX32,691.25
925295,SCREW CANN 7.3X90       ,691.25
925296,SCREW CANN 7.3X95       ,691.25
925297,SCREW 7.3 CANN 100 4.0  ,691.25
925298,SCREW CANN 7.3X105 4.0  ,691.25
925299,SCREW CANN 7.3X110      ,691.25
925300,SCREW CANN 7.3X115X32MM ,741.00
925301,SCREW CANN 7.3X120      ,691.25
925302,SCREW CANN 7.3X125X32MM ,691.25
925303,SCREW CANN 7.3X130X32MM ,741.00
925304,SCREW CANN 7.3 X 55 SHTH,691.25
925305,SCREW CANN 7.3X60       ,691.25
925306,SCREW CANN 7.3 X 65 SHTH,691.25
925307,SCREW CANN 7.3X70       ,691.25
925308,SCREW CANN 7.3X75       ,691.25
925309,SCREW CANN 7.3 X 80 SHTH,691.25
925310,SCREW CANN 7.3X85       ,691.25
925311,SCREW CANN 7.3X90       ,691.25
925312,SCREW CANN 7.3X95       ,691.25
925313,SCREW CANN 7.3 X 100 SHT,691.25
925314,SCREW CANN 7.3 X 105 SHT,691.25
925315,SCREW CANN 7.3 X 115 SHT,691.25
925316,SCREW CANN 7.3X120X16MM ,691.25
925317,SCREW CANN 7.3X125X16MM ,691.25
925318,SCREW CANN 7.3X130X16MM ,691.25
925362,SCREW CANN 7.3X40       ,691.25
925363,SCREW CANN 7.3X45       ,691.25
925364,SCREW CANN 7.3X50X16MM  ,691.25
925365,SCREW CANN 4.0X10       ,529.75
925366,SCREW CANN 4.0X12       ,529.75
925367,SCREW CANN 4.0X14       ,529.75
925368,SCREW CANN 4.0X16       ,529.75
925369,SCREW CANN 4.0X18       ,529.75
925370,SCREW CANN 4.0X20       ,529.75
925371,SCREW CANN 4.0 X 22 SH/T,529.75
925372,SCREW CANN 4.0 X 24 SH/T,529.75
925373,SCREW CANN 4.0 X 26 SH/T,529.75
925374,SCREW CANN 4.0X28       ,529.75
925375,SCREW CANN 4.0X30       ,529.75
925376,SCREW CANN 4.0X34       ,529.75
925377,SCREW LCP CANN 4.0X36MM ,529.75
925378,SCREW CANN 4.0X38       ,529.75
925379,SCREW CANN LCP 4X42MM   ,529.75
925380,SCREW CANN 4.0X46       ,529.75
925381,SCREW CANN 4.0X48       ,529.75
925382,SCREW CANN 4.0X16       ,529.75
925383,SCREW CANN 4.0X18       ,529.75
925384,SCREW CANNULA SYNT 207.7,529.75
925385,SCREW CANN 4.0X22       ,529.75
925386,SCREW CANN 4.0X24       ,529.75
925387,SCREW CANN 4.0X26       ,529.75
925388,SCREW CANN 4.0X28       ,529.75
925389,SCREW 4.0 CANN THR/30   ,529.75
925390,SCREW CANN 4.0X32MM     ,529.75
925391,SCREW CANN 4.0X34       ,529.75
925392,SCREW CANN LCP 4X5X52MM ,529.75
925393,SCREW CANN LCP 4.5X38MM ,529.75
925394,SCREW CANN 4.0X42MM     ,529.75
925395,SCREW CANNULA SYNT 207.7,529.75
925396,SCREW CANN 4.0X50       ,529.75
925397,SCREW BNE 2.0X22        ,60.00
925398,SCREW CRTX 1.5 200.807  ,61.75
925399,SCREW CRTX 1.5 200.808  ,61.75
925400,BLADE LONG MEDIUM AGGRE.,110.56
925407,MESH HRN CMPSX E/X 4X6IN,890.00
925408,MESH HRN CMPSX E/X 8X6IN,1935.00
925409,MESH HRN CMPSX E/X10X8IN,3097.50
925422,CLIP SCALP RANEY 20-1037,9.83
925426,MESH HRN 3DMAX LG LT 6X4,342.50
925427,MESH HRN 3DMAX LG RT 6X4,342.50
925475,SPLINT FING 1X18IN PAD  ,27.05
925481,CABLE TROCH 6704-5-016  ,1551.00
925489,HARPOON ANCHOR          ,602.50
925515,KT RSN REPR CRNL TYPE 2 ,3642.50
925523,SUTURE GD GAB/FRAT      ,363.08
925533,TUBE GSTRM MIC 20F      ,243.50
925548,MANIPULATR UTRN 6.7X8CM ,1077.08
925549,MANIPULATR UTRN 6.7X6CM ,1077.08
925560,SUTURE ABS NYL 3/8 4-0  ,57.83
925563,FOG INSERTS 33MM SOFT33 ,38.47
925566,PIN HLF APX EXFX150X5X50,474.16
925587,TUBE GSTRM LP 20FX2.5   ,404.40
925592,CANNULA VAC ASP F RND TH,27.19
925593,TIP VACURETE STRT 7MM   ,44.84
925596,CABLE TROCH 6704-7-020  ,1476.00
925601,LS ENDOSEAL SC WARMER   ,42.10
925617,SCREW CANN 5.0X75 CNCL  ,449.00
925618,SCREW CONICAL CANN 5.0MM,362.50
925625,SCREW LOCKING 7.3 CANN 7,824.78
925628,SCREW LOCKING 7.3 CANN 9,824.78
925630,NUT 5.0MM SCREW         ,418.00
925644,PLATE BN 12MMX.5MM STR C,125.00
925645,PLATE BN .5MM STR CRNMXF,150.00
925646,PLATE BN 14X14X.5MM BX C,635.00
925647,PLATE BN .5MM CRNMX TI20,1412.50
925648,SCREW LPN 6MM SELF DRILL,190.00
925651,SLING VAG PP MSH 2 NDL  ,1852.50
925657,GFT VSC HMSH PLTM 26X60 ,1402.20
925658,GFT VSC HMSH PLTM 28X60 ,1558.00
925659,GFT VSC HMSH PLTM 30X60 ,1558.00
925660,GFT VSC HMSH PLTM 32X60 ,1558.00
925680,SUTURE TVDK #1 KC2 79-77,62.94
925683,BLD SAW 32M .031IN HVYDT,54.15
925687,SUTURE TEVDEK #1 KC-2   ,49.56
925688,SUTURE SPRMD 3-9 3/8 CIR,38.16
925764,OBS PER HOUR            ,194.70
925766,HEAD SCR MTRX SPNE TI P-,933.62
925769,GW GLD 035X150 STR MC   ,72.78
925776,TUBING SMKEVC ACUVC ATCH,84.18
925793,INSERT SFJW FGRTY 61    ,76.71
925801,KNIFE ALCON 992747      ,74.74
925804,KNIFE SRG XSTR 2.5MM 45D,93.23
925807,LAP SACK LG 8X5         ,213.21
925809,PROBE LSER 010739       ,1471.23
925812,LENS IOL SA60AT.100     ,335.00
925813,LENS IOL SA60AT.105     ,335.00
925814,LENS IOL SA60AT.120     ,335.00
925815,LENS IOL SA60AT.125     ,335.00
925816,LENS IOL SA60AT.130     ,335.00
925817,LENS IOL SA60AT.135     ,335.00
925818,LENS IOL SA60AT.140     ,335.00
925819,LENS IOL SA60AT 14.5    ,335.00
925820,LENS IOL MA60AC 15.0    ,310.00
925821,LENS IOL SA60AT.150     ,335.00
925822,LENS IOL MA60AC 15.5    ,310.00
925823,LENS IOL SA60AT.155     ,335.00
925824,LENS IOL MA60AC 16.0    ,310.00
925825,LENS IOL SA60AT.160     ,335.00
925826,LENS IOL MA60AC 16.5    ,310.00
925827,LENS IOL SA60AT 16.5    ,335.00
925829,LENS IOL SA60AT.170     ,335.00
925830,LENS IOL MA60AC 17.5    ,310.00
925831,LENS IOL SA60AT.175     ,335.00
925832,LENS IOL MA60AC 18.0    ,310.00
925833,LENS IOL SA60AT.180     ,335.00
925834,LENS IOL MA60AC.185     ,310.00
925835,LENS IOL SA60AT.185     ,335.00
925837,LENS IOL SA60AT.190     ,335.00
925838,LENS IOL MA60AC 19.5    ,310.00
925839,LENS IOL SA60AT 19.5    ,335.00
925840,LENS IOL SA60AT.200     ,335.00
925841,LENS IOL MA60AC 20.5    ,310.00
925842,LENS IOL SA60AT 20.5    ,335.00
925843,LENS IOL SA60AT.210     ,335.00
925844,LENS IOL MA60AC 21.5    ,310.00
925845,LENS IOL SA60AT 21.5    ,335.00
925846,LENS IOL MA60AC 22.0    ,310.00
925847,LENS IOL SA60AT.220     ,335.00
925848,LENS IOL MA60AC 22.5    ,310.00
925849,LENS IOL SA60AT 22.5    ,335.00
925850,LENS IOL MA60AC 23.0    ,310.00
925851,LENS IOL SA60AT.230     ,335.00
925852,LENS IOL MA60AC 23.5    ,310.00
925853,LENS IOL SA60AT 23.5    ,335.00
925854,LENS IOL MA60AC 24.0    ,310.00
925855,LENS IOL SA60AT.240     ,335.00
925856,LENS IOL MA60AC 24.5    ,310.00
925857,LENS IOL SA60AT.245     ,335.00
925858,LENS IOL MA60AC 25.0    ,310.00
925859,LENS IOL SA60AT 25.0    ,335.00
925860,LENS IOL MA60AC 25.5    ,310.00
925861,LENS IOL SA60AT.255     ,335.00
925862,LENS IOL SA60AT.260     ,335.00
925863,LENS IOL SA60AT.265     ,335.00
925864,LENS IOL MA60AC 27.0    ,310.00
925865,LENS IOL SA60AT.270     ,335.00
925866,LENS IOL SA60AT.275     ,335.00
925867,LENS IOL MA60AC.280     ,310.00
925868,LENS IOL SA60AT.280     ,335.00
925869,LENS IOL SA60AT.285     ,335.00
925870,LENS IOL MA60AC.290     ,310.00
925871,LENS IOL SA60AT.290     ,335.00
925872,LENS IOL MA60AC.295     ,310.00
925873,LENS IOL SA60AT.295     ,335.00
925874,LENS IOL MA60AC.300     ,310.00
925875,LENS IOL SA60AT.300     ,335.00
925876,LENS SA60AT 34.0        ,335.00
925877,LENS IOL SA60AT DIOP 8.0,335.00
925878,LENS IOL SA60AT DIOP 9.0,335.00
925879,LENS IOL SA60AT.095     ,335.00
925881,LENS IOL CZ70BD.180     ,82.00
925910,IMPLANT BRST 350MLHIPRFL,1997.50
925912,IMPLANT BRST 400MLHIPRFL,1997.50
925914,IMPLANT BRST 550MLHIPRFL,1997.50
925936,SCRAPER MEMBRANE TANO DM,1074.32
925939,MESH GEN DL+ 10X15X1    ,1432.50
925940,MSH GEN DL+ 15X19X1     ,2657.50
925968,NAIL ORTHO TI 130DD ANG ,4149.25
925969,NAIL FEM TROCH 456.417S ,3795.00
925970,NAIL IM TI 11MM X 130MM ,4529.25
925971,NAIL 11MM 400CM LT TROCH,3795.00
925972,NAIL TI CANNULATED 11MM/,4149.25
925973,NAIL ORTHO TI 130X420X11,4315.50
925974,NAIL 11MM 42CM RT TROCH ,3795.00
925975,TISSUE SYN 40X9X1.1MM   ,275.00
925977,NDL SFT TIP XTRUSION 20G,59.80
925996,NSL TMPN 20 W/AIRWAY    ,18.10
926006,SCREW CSPN DSTRCT 14MM  ,132.50
926016,PIN STNM FX 2X22.9      ,25.64
926019,PIN STNM 1 22.9X22.2X2.4,40.04
926022,PIN STNM 1 22.9X22.2X2.8,40.04
926026,PLATE TT TUB W/COLR 1/3 ,210.25
926038,BURR SHVR 5MM FRML 12 FL,113.96
926039,PLATE TI CALCANEAL 60MM ,1085.00
926046,SET PRESS MNTR INTRA-COM,403.00
926053,PROBE NRV STIM OD0.5MM  ,471.26
926106,SCREW CORT HIP 4.5X36MM ,29.75
926107,SCREW CANN 4.5 38       ,29.75
926108,SCREW CORT TAP 4.5X40   ,23.75
926109,SCREW CORT TAP 4.5X42   ,23.75
926110,SCREW CANN 4.5 44       ,23.75
926111,SCREW CANN 4.5 46       ,23.75
926113,SCREW CANN 4.5 50       ,23.75
926132,SCREW CANN 4.5X50 PT    ,513.00
926141,SCREW RICHRDS 12-1116   ,61.75
926143,SCREW CORT 400.822      ,141.25
926149,SCREW LAB AMBI 100      ,469.75
926150,SCREW LAG 12.7X9X95X21MM,464.00
926152,SCREW LAG 115M 4.53     ,322.00
926159,SCREW LAG 12.7X9X90X21MM,469.75
926192,SHTH INTRO 22FR 25 .035 ,1347.33
926193,SHEATH INTRO 10CM 5FR PN,38.64
926194,SHEATH URE 35CM 12IN    ,1292.26
926196,SHUNT CV 14MM 1MM CLRVW ,154.55
926198,SHUNT CV 14MM 1.5MM CLRV,773.70
926200,SHNT ARTMY 2.0X20       ,281.27
926210,SIZER BRST 225MLSAL PRFL,125.48
926219,TOOL SMTHR GORE ESSN 7.9,632.17
926229,SPONGE SCLERAL 506      ,117.50
926255,SURGICEL ABS 4X8IN      ,168.94
926256,SURGICEL NU-KNIT 3X4    ,341.44
926262,SUTURE DACRON 5-0 189611,169.55
926274,SUTURE ETHBND 3-0 10X53 ,246.66
926276,SUTURE NYLON 10-0 CS-B-6,178.20
926277,SUTURE ETHILON 10-0 9002,151.85
926286,SUTURE ABSRB 2 CT2 27IN ,20.46
926290,SUTURE NYL 1-0 CDM-9801 ,104.64
926295,INTRODUCER SHTH 7FR 13CM,145.75
926306,SUTURE SILK 4-0 7734    ,8.66
926322,SUTURE VCRYL 3-0 J427H  ,55.07
926330,SUTURE VCRYL 5-0 J553G  ,101.49
926332,SUTURE VCRYL 6-0  J489G ,9.83
926334,SUTURE VCRYL 6-0 J552G  ,88.51
926335,SUTURE VCRYL 8-0 J401G  ,154.20
926336,SUTURE VCL CTD 5-0 J844G,36.58
926337,SUTURE VCRYL 8-0 J547G  ,61.36
926360,TUBE JJNSTM 45CM 22FR SI,587.69
926391,VALVE AORTIC FLEX C 21  ,10000.00
926392,VALVE AORTIC OD27MM     ,11750.00
926395,VLV AOR MSTR OD23       ,13250.00
926397,VALVE GFT AOR MSTR 25   ,11750.00
926399,VLV AOR MSTR OD27       ,11750.00
926402,VLV AOR MSTR OD31       ,11750.00
926403,VALVE AORTIC OD33MM     ,13250.00
926410,VALVE MITRAL 19MM MASTER,9812.50
926411,VALVE MITRAL 21MM MASTER,9812.50
926412,VALVE MITRAL 23MM MASTER,9812.50
926413,VALVE MITRAL MSTR 35MM  ,9812.50
926417,VLVLTM 94CM INTCHN CUT H,1996.85
926423,FILLER BN VOID VTSS 10CC,1725.00
926424,CEMENT BN 5ML CANC STRL ,850.00
926425,WASHER CANNLTD SCREW 10M,64.25
926426,WASHER SPK 13.5X5.5MM   ,240.00
926429,WIRE CADDY 505-505      ,415.02
926432,SUTURE FIBERWIRE #5     ,222.87
926433,SUTURE FBRWR W/NDL2-0 18,140.45
926434,WRE K 00262003900       ,32.50
926435,GWIRE .035X180 LUND     ,339.49
926436,GWIRE LNDRQS FLX 260CM  ,366.00
926437,GWIRE VASC .035X185X15  ,402.43
926441,SHEET SILA REIN .40     ,820.98
926445,CATHETER TRAPLINER MODEL,1580.54
926446,SCREW CANN 3.5X12       ,503.50
926449,SUTURE PRLN 4-0 TF 8204H,73.17
926450,ZWIRE SPADE TIP .035X5IN,17.21
926457,SHEET SILASTIC .040 NR  ,411.87
926466,CATHETER TRAPLINER MODEL,1580.54
926471,PLATE T SM TI 4 HOLE 56 ,363.50
926476,IMIQUIMOD PKT 12        ,31.36
926480,HYLAURON 12MG/ML 0.8ML  ,482.94
926482,MOXIFLOXACIN 400MG TAB  ,25.29
926495,MVI+IRON KID CHEW       ,1.04
926502,ZINC OINT 120GM         ,6.16
926504,HYDROMORPHONE 250MG INJ ,420.08
926505,CLONIDINE 100MCG/ML 10ML,134.87
926506,CLONIDINE 500MCG/ML 10ML,183.34
926510,ESTROGEN/MEDROX .625/2.5,3.44
926518,GLUCOS/CHONDRO 500/400MG,1.40
926520,HYALURON14M/ML 0.85ML   ,614.66
926536,ATTAPULGITE 750MG/15ML  ,1.12
926538,ACETAMINOPHEN 650MG     ,2.80
926539,LACTOBACILLUS CAP       ,1.40
926544,TERBINAFINE 1% 24GM CRM ,14.84
926551,CLOTRIMAZ/BETAM 30ML LOT,99.68
926555,LACTASE TAB             ,1.40
926566,NORGEST/ESTRADIOL PKG 28,31.72
926579,PREDNISONLONE 15MG/5ML  ,4.76
926581,PHENYLEPH/SHARK 12PKT   ,1.68
926582,PRIMAQUINE 26.3MG       ,2.24
926583,LISINOPRIL 2.5MG        ,1.96
926584,PHENYLEPH/SHAR 30GM OINT,7.60
926585,HYALURON 10MG/ML 0.55ML ,224.74
926586,HYALURON 10MG/ML 0.85ML ,548.98
926603,SULFAC/PRED 10/.23% 10ML,28.00
926623,BUPROPION XL 150MG      ,8.40
926637,BELLASPAS               ,1.68
926638,CARBAMAZEP SR 100MG CAP ,2.78
926639,ESTRADIOL.1MG PATCH BIW ,8.47
926640,ALPRAZOLAM 2MG SR TAB   ,5.80
926641,ALPRAZOLAM O.5MG SR TAB ,4.48
926642,RISPERIDONE 3MG TAB     ,13.44
926646,RISPERIDONE 0.5MG TAB   ,2.14
926647,RISPERIDONE 1MG TAB     ,8.40
926649,HERPES 6 DNA QN         ,796.55
926650,BLOOD TRANSFUSION       ,3642.98
926651,BLOOD TRANSFUSION       ,2659.88
926661,OP VISIT LEVEL 4 NP     ,756.00
926662,OP VISIT LEVEL 4 EST    ,700.00
926665,OP VISIT LEVEL 3 NP     ,672.00
926666,OP VISIT LEVEL 3 EST    ,616.00
926682,CATHETER INFS MIC 2.8-3F,1440.60
926686,SP ANGIO PELVIC         ,20211.20
926694,ESOPHAGOSCOPY DIAGNOSTIC,3985.16
926695,ESOPHAGOSCOPY W BIOPSY  ,3985.16
926696,METHYLPHENIDATE 30MG LA ,5.19
926701,CIPRODEX OT0.3/0.1%7.5ML,136.64
926708,RIFAMPIN 150MG CAP      ,2.52
926710,HEPATITIS B 20MCG/ML    ,227.25
926722,ESTRADIOL TRANS 0.06MG  ,19.60
926733,CICLOPIROX 8% TOP SOLN  ,253.12
926735,DOXERCALCIFEROL 2.5MCG  ,22.55
926736,SENNA SYRUP 1ML         ,1.96
926745,LACTULOSE 10GM15ML UDCUP,1.60
926765,ARIPIPRAZOL 5MG TAB     ,1.90
926770,URSODIOL SUS 25MG/1ML   ,1.33
926773,HEPATITIS B 10MCG/.5 ML ,106.23
926782,ZOSYN 200MG/1ML SYR NEO ,10.47
926786,PROPAFENONE SR 325MG    ,10.64
926788,SPIRONOLAC NEO 5MG/ML   ,17.92
926800,TISSUE SYN 50X38X1.5MM  ,700.00
926802,ELECTRODE ESURG 3.75MM A,847.04
926804,NEEDLE MAYO 217004      ,48.79
926805,NDL CYSTOTOME TM1610    ,60.19
926814,CATHETER GD 90CM 6FR LNC,158.68
926815,CATHETER GD 3.1FR 1.6FR ,1712.26
926835,SPLINT ORTH 20FTX4IN    ,44.05
926837,ADAPTER TYP 2 SAFE LCK  ,199.84
926840,BLADE SHVR YELLOW 4.5MM ,541.28
926842,BLADE SHVR ACRZR BRN 5.5,595.96
926846,ZWIRE SPADE TIP .045X5IN,17.56
926847,ZWIRE SPADE TIP .062X5IN,17.56
926874,SUTURE PRO 10-0 2790    ,210.85
926882,SUTURE PDS Z776D        ,146.34
926885,SUTURE PLN 6-0 770G     ,83.00
926891,SUTURE SILK 4-0 1677G   ,55.47
926893,SUTURE SILK 7-0 18 7733G,95.98
926894,SUTURE PLN ABS 6-0 1735G,123.52
926895,SUTURE PLN 4-0 1828H    ,49.96
926896,SUTURE ETHLN 5-0 1855G  ,42.10
926906,SUTURE NABS 10-0 7756G  ,132.17
926907,SUTURE NBSRB 2-0 PS 18IN,55.07
926913,APPL TIP GYN PROTOSCOP  ,84.18
926915,SOL IV .9%NACL 100M     ,49.53
926925,SOL OPHTH VISCOAD 20MG  ,322.57
926926,CUTTER SURG ARTC 35MM   ,1966.90
926927,BLDE MED NAR 18.0X5.5   ,296.22
926936,TIP CAUT HEMOSTAT ASPR  ,587.71
926941,BSKT RTRV 4WR 3X20X120  ,1733.63
926948,KIT PRFLRN 5ML PROCD    ,1429.53
926950,CATH SFTVU BERN 5F 40   ,121.16
926955,DRILL TWST 50MM 1MM LORN,412.72
926958,KIT ACC SCREW & SCREW   ,328.07
926960,SOL BLN SALT 500CC      ,25.18
926961,SOL IRR SAL OPTH        ,525.94
926982,GWIRE 2.5 DRL TIP       ,481.10
926989,STENT URET INLAY OP 6X22,260.00
926990,STENT URET INLAY OP 6X28,260.00
926998,NDL OPHTH ATK 22 ANG 25G,41.70
927002,CANUL CYSTOTOME 25G     ,60.19
927010,KWIRE FX SS 1.6X150     ,194.72
927014,DEVICE SUMP PRICRD .25IN,75.53
927024,TIRE RTNL CNCAV ASYM10MM,212.50
927051,KWIRE FIXTN 2.5X285MM   ,44.84
927059,SCREW LOCKING 212.123   ,318.25
927062,COMPNT TIB 00598003702  ,2505.00
927071,HEAD FEM HIP+10X12/14X28,875.00
927074,TIRE SCLERAL BUCKLE #278,48.50
927097,SCREW ACET CANC 6.5X20-1,203.75
927098,SCREW ACET CANC 6.5X25-1,203.75
927132,SCREW T2 F/T LCK 5X40   ,471.00
927133,SCREW BNE 5.0X45 LCK    ,471.00
927134,SCREW T2 LCK F-T 5X50MM ,471.00
927152,HEAD HUM 17X44MM 113764 ,2750.00
927155,CMPNT GLND SHLDR MD 4MM ,5537.50
927167,TISSUE SYN PE POR 14MM  ,1300.00
927168,SPONGE SCLERAL 505      ,117.50
927169,HEAD HUM 22X54MM 113772 ,2750.00
927170,DRAIN GLCM THK.9MM AHMD ,1487.50
927180,SCREW TI 14MM 2.4MM CRNM,305.00
927203,PROSTHESIS EAR SHEEHY   ,52.64
927215,CATH CV 3 LUM 7FR 18GA  ,1289.88
927221,ORTHO SHANK STELL EXT   ,234.85
927223,SPLINT OTHS BAR NCRSV   ,164.12
927225,HALTER HEAD             ,79.75
927227,SHOE OTHTC F D INLY     ,554.00
927228,BOOT AMBULTRY           ,372.68
927229,LIFT FULL LNGTH NEOPRINE,231.00
927231,PAD STERNAL ADDITION    ,125.00
927233,BRACE AFO-POS LEAF S    ,596.75
927234,BRACE AFO ANKL MOLD2PT  ,1754.00
927238,INTRFACE ABV KNEE SFT   ,253.50
927244,BRACE AFO ANKL MLD POST ,1196.00
927247,CATH FOLEY 18FR 2WAY    ,201.02
927251,PCKNG WND 5YDX2IN CTNCRD,21.85
927252,COLLAR CERV SEM RIG ADJ ,387.00
927256,ANKLE DORSIFLEXION AST  ,181.50
927258,BODY SOCK SPN PROTCT    ,823.28
927259,ORTHO SHOE INS MEN DPTH ,560.84
927260,ORTHO SHOE EXTRA DPTH   ,572.53
927262,SOCK PROSTH BLW KN SHRNK,120.50
927266,COLLAR CERV SEMI-RIGID  ,330.25
927269,ROCKY MTN SF AB IGM QL  ,279.23
927270,INFLUENZA B AG EIA      ,445.66
927271,PROC CAT 1              ,860.35
927291,NITROGLY 0.4MG 3/BOTTLE ,1.40
927300,CEFDINIR 300MG          ,6.72
927306,DIVALPROEX 250MG ER TAB ,1.90
927307,ELETRIPTAN 40MG         ,28.84
927322,KETOTIFEN 0.025% OPH 5ML,14.84
927327,MOXIFLOXACIN 0.5% 3ML OP,155.19
927328,NEPHRO-VITE-RX TABLET   ,1.37
927332,RILUZOLE 50MG TAB       ,21.84
927356,INTRODUCER SHTH 46CM PRT,191.58
927378,NEEDLE RTRBLBR 25GX1 1/2,60.19
927383,SET XTN 4ML 30IN IV M LL,45.64
927395,SHUNT CRTD SNDT STR 10CM,938.78
927408,CATH FOLEY 2W 16F 30CC  ,88.51
927411,CATH URETL OLIVE 4 L    ,47.99
927414,CTH URET SPRL TIP 5FR   ,48.38
927417,CATH FOLEY SIL 12F 5CC  ,201.02
927421,CANNULA 14IN 28FR VNS   ,176.23
927432,CLIP MED LG ENDO 10MM   ,377.25
927454,KIT LEAD INTRO NEURO    ,1046.79
927466,NEEDLE BX MXCR 18GA 20CM,238.00
927503,KIT CAMINO ICP MNTR BLT ,2744.21
927510,LEAD NRSTM SPN 4 ELCTRD ,7487.50
927518,KIT PRSR MNTR VNTRC 4FX5,2759.56
927532,GRAFT BN VG2ALIF 12X14X5,2250.00
927544,COVER BURR HL LOPRO 15MM,580.00
927549,PLATE BN .5MM Y CRNMXF  ,677.50
927550,COVER BUR HL .5MM 17MM C,660.00
927551,PLATE BN 18MM 2Y CRNMXF ,452.50
927552,COVER BUR HL .5MM 12MM C,660.00
927554,PLATE BN 16X10X.5MM RECT,647.50
927555,VALVE SHNT DLT REG 1.5  ,2437.50
927564,VALVE DELTA REG 1.0     ,3435.00
927594,ELCTRD BALL 24/26FR     ,454.36
927596,CTH SHUNT SYS PSSR 55   ,467.34
927599,TUBING IRR SS BLDE BUR  ,107.60
927611,TOOL DRL DSCT 9CM 25.4MM,676.22
927615,TUBE TRCH 8.0 ADJ       ,851.28
927616,NEEDLE BIOPSY 50000     ,80.25
927618,BLN URE URMX 6-10X6X75  ,1416.55
927627,PIN COVER .092 GRY      ,12.98
927633,CANNULA PRFSN 24F 25.6IN,906.74
927635,SUMP PERICARDIAL        ,113.69
927643,CANNULA 16IN 32FR VNS   ,153.46
927648,MIDAS REX DISS TL 7.5M  ,791.48
927650,RETRACTOR STONE N CIRC  ,1047.18
927654,INFLATION DEV MONARCY IN,263.18
927659,ELCTRD 24/26FR RLBL     ,387.88
927663,CYMBALTA 30MG CAP       ,2.14
927664,EUCERIN CREME 57GM      ,5.60
927665,GRAFT BN VITOSS 10CC1100,4350.00
927666,GRAFT BN VITOSS 10CC1110,4350.00
927667,FOAM BNGF VTSS 50X25X4MM,2650.00
927683,STALEVO 150MG TAB       ,4.76
927703,CTHDX INFN 6F AL3 100   ,652.61
927704,CTHDX INFN 6F MPK PIG   ,652.61
927705,CTHGD VBT 6X070HSTKSH 10,357.99
927707,CTHGD VBT 8F 088 JR4 100,357.99
927709,CTHGD VBT 6F 070 JL4 100,357.99
927711,CTHGD VBT 8F 088 IM 100 ,357.99
927713,CTHGD VBT 6F 070 AL2 100,357.99
927714,CTHGD VBT 6F 070 AR1 100,357.99
927715,CTHGD VBT 6X070XB4.5 100,357.99
927718,CTHGD VBT 6F 070 JL5 100,357.99
927720,CTHGD VBT 6F 070 JR3.5  ,357.99
927722,CTHGD VBT 6F 070 XBLD3.5,357.99
927723,CATH GD BLU YLW 100CM 8F,137.98
927724,CTHGD VBT 8F 088 XB4 100,357.99
927726,CTHGD VB70 6F XB3.5     ,357.99
927727,CTHGD VBT 8X088XB3.5 100,357.99
927729,CTHGD VBT 8F 088 XB3.5SH,357.99
927730,CTHGD VBT 6F 070 XB3.5SH,357.99
927763,BLN MVRK2 RX 2.5X9      ,1407.90
927768,GWIRE VASC L300 L3      ,1304.45
927770,GWIRE VASC HT .014      ,521.23
927771,GWIRE HT MD 300 ST      ,1304.45
927772,GW XTN 145CMX.014IN     ,1304.45
927774,GW CHC 300 XS           ,1304.45
927775,GW CHC 300 ST           ,1304.45
927816,HYDROXYPROG 17D         ,80.24
927817,COIL EMB TRFL MINI 2X2  ,3448.75
927819,COIL EMB TRFL MINI 3X4  ,3448.75
927820,COIL EMB TRFL MINI 4X3  ,2750.00
927821,COIL EMB TRFL MINI 4X7  ,3448.75
927822,COIL EMB TRFL MINI 4X10 ,2987.50
927823,COIL EMB TRFL CMPLX 5X5 ,3448.75
927826,COIL EMB TRFL CMPLX 6X15,2750.00
927827,COIL EMB TRFL CMPLX 6X9 ,2750.00
927828,COIL EMB TRFL CMPLX 7X13,2750.00
927830,COIL EMB TRFL CMPLX 8X15,2750.00
927831,COIL EMB TRFL CMPLX 8X24,3448.75
927833,SHOE POSTOP DARC F LG   ,62.54
927836,CANNULA INFUSION 4X.90MM,171.90
927837,SHOE POST OP FEM79-90195,307.63
927848,GUARD PIN STER .062 GR  ,49.96
927849,WIRE KIRSCHNER 0.45MM   ,69.63
927850,BLN CATH CQ CQ7584      ,1161.65
927851,SHTH FLXR 9.5F 35       ,678.59
927853,CATH UNIFUSE 5F 045/10  ,1279.67
927857,NDL OPHTH PHACO TAP 30  ,536.18
927860,BLADE STAB 15MM         ,46.02
927861,BLADE OPTH 8065990001   ,99.13
927876,RETRACTPR HK 12MM BLNT  ,73.17
927879,ELCTRD ESURG 2.75 MOD ND,124.31
927883,ADAPTER STRT CARDIOPLGIA,31.34
927890,CANNULA 27G             ,45.64
927899,TRAP TISSUE SAFTCH BRKLY,86.95
927900,WAX LUKENS BONE SUB STD ,60.57
927901,PERFORATR CRANI 200241  ,1238.36
927909,SHOE POST/OP MEN FOAM   ,307.63
