"SVCCD","Description","PRICE1","As of Date"
"1219900","TRIAMCINOLN.1%CR80GM",27.00,"2/5/2019"
"1219909","ESTROGN VAG CR 42.5G",802.00,"2/5/2019"
"1219918","PHENYTOIN 100MG/4ML ",30.00,"2/5/2019"
"1219927","SPS 15GM/60ML SUSP  ",23.00,"2/5/2019"
"1219953","TRIAMCINOLN.1%CR15GM",11.00,"2/5/2019"
"1219960","NITROGLYCRN 2%OINTPK",8.30,"2/5/2019"
"1219980","LIDOCAIN 1%/EPI 20ML",19.00,"2/5/2019"
"1219981","LOXAPINE 10MG CAP   ",7.80,"2/5/2019"
"1219993","RISPERIDONE .5MG ODT",7.80,"2/5/2019"
"1221000","D5LR UP TO 1000ML   ",388.00,"2/5/2019"
"1221001","D5NS+KCL 20MEQ 1000M",388.00,"2/5/2019"
"1221003","D5W/KCL 20MEQ 1000ML",388.00,"2/5/2019"
"1221004","D10W 1000ML         ",388.00,"2/5/2019"
"1221008","D5.45NS/KCL20 1000ML",388.00,"2/5/2019"
"1221011","D5-0.2% NACL 1000ML ",388.00,"2/5/2019"
"1221014","RINGER LAC UP TO 1L ",388.00,"2/5/2019"
"1221019","NITROGLYC/D5W 250ML1",45.00,"2/5/2019"
"1221044","SOD CHLOR .45%1000ML",388.00,"2/5/2019"
"1221072","AA425D25LYTES 1000ML",144.00,"2/5/2019"
"1221084","SOD CHLOR .9% 25ML  ",188.00,"2/5/2019"
"1221085","SOD CHLOR .9% 100ML ",303.00,"2/5/2019"
"1221086","NS W/ KCL 20MEQ/1000",388.00,"2/5/2019"
"1221088","KCL 20MEQ/.45%NS1000",39.00,"2/5/2019"
"1221104","SOD CHLOR 3% 500ML  ",320.00,"2/5/2019"
"1221109","D5W/0.45%NACL 1000ML",388.00,"2/5/2019"
"1221140","D10W 500ML          ",388.00,"2/5/2019"
"1221149","SOD CHLOR .9% 50ML  ",213.00,"2/5/2019"
"1221150","SOD CHLOR .9% 100ML ",303.00,"2/5/2019"
"1221181","FAT EMULS 20% 250ML ",113.00,"2/5/2019"
"1221197","AA425D5 W/LYTES 1000",179.00,"2/5/2019"
"1314001","FFP THAWING         ",378.00,"2/5/2019"
"1314007","RBC PRETREAT ENZ    ",195.00,"2/5/2019"
"1314008","RBC PRETREAT GRD SEP",113.00,"2/5/2019"
"1314012","RBC PRETREAT,SER DIL",217.00,"2/5/2019"
"1314014","RBC PRETREAT DIFF EA",113.00,"2/5/2019"
"1314016","CATECHOL FRACTNTD   ",1742.00,"2/5/2019"
"1314026","CARBAMAZEPINE TOTAL ",428.00,"2/5/2019"
"1314039","LITHIUM             ",272.00,"2/5/2019"
"1314041","PHENOBARBITAL       ",233.00,"2/5/2019"
"1314042","PHENYTOIN TOTAL     ",271.00,"2/5/2019"
"1314043","PHENYTOIN FREE      ",296.00,"2/5/2019"
"1314049","TACROLIMUS          ",747.00,"2/5/2019"
"1314050","THEOPHYLLINE        ",271.00,"2/5/2019"
"1314052","TOPIRAMATE          ",227.00,"2/5/2019"
"1314054","DRUG UNSPEC QUANT   ",126.00,"2/5/2019"
"1314082","SPEC CHAIN CUSTODY  ",25.00,"2/5/2019"
"1314083","BLOOD TYPING ABO    ",162.00,"2/5/2019"
"1314084","BLOOD TYPING RH D   ",48.00,"2/5/2019"
"1314087","BLD TYPING OTHER AG ",195.00,"2/5/2019"
"1314088","BLD TYPING RH PHENO ",145.00,"2/5/2019"
"1314091","COMPATIB TEST IS    ",113.00,"2/5/2019"
"1314102","ACYLCARNITINES QUANT",371.00,"2/5/2019"
"1314103","ADRENOCORT ACTH     ",1572.00,"2/5/2019"
"1314105","ALBUMIN SERUM       ",106.00,"2/5/2019"
"1314106","ALBUMIN FLUID       ",48.00,"2/5/2019"
"1314108","GENERAL HEALTH PANEL",359.00,"2/5/2019"
"1314109","ELECTROLYTE PANEL   ",47.00,"2/5/2019"
"1314110","COMP METAB PANEL    ",134.00,"2/5/2019"
"1314112","LIPID PANEL         ",88.00,"2/5/2019"
"1314113","RENAL FUNCTION PANEL",156.00,"2/5/2019"
"1314114","HEPATITIS ACUTE PANE",527.00,"2/5/2019"
"1314115","HEPATIC FUNCTION PAN",196.00,"2/5/2019"
"1314116","MICROALB QNT        ",64.00,"2/5/2019"
"1314120","ALDOLASE            ",196.00,"2/5/2019"
"1314121","ALDOSTERONE         ",904.00,"2/5/2019"
"1314123","ALPHA 1-ANTITRYP TOT",899.00,"2/5/2019"
"1314124","ALPHA 1-ANTITRYP PHE",266.00,"2/5/2019"
"1314125","AFP SERUM           ",449.00,"2/5/2019"
"1314135","AMMONIA             ",246.00,"2/5/2019"
"1314138","AMYLASE             ",233.00,"2/5/2019"
"1314143","ANGIOTENSIN CONV ENZ",330.00,"2/5/2019"
"1314144","APOLIPOPROTEIN EACH ",718.00,"2/5/2019"
"1314149","BETA-2 MICROGLOBULIN",500.00,"2/5/2019"
"1314150","BILE ACIDS TOTAL    ",610.00,"2/5/2019"
"1314152","BILIRUBIN TOTAL     ",122.00,"2/5/2019"
"1314153","BILIRUBIN DIRECT    ",122.00,"2/5/2019"
"1314156","BLD OCCULT FECES 1-3",72.00,"2/5/2019"
"1314157","BLD OCCULT OTHER SRC",87.00,"2/5/2019"
"1314161","VITAMIN D 25OH      ",328.00,"2/5/2019"
"1314164","CALCIUM TOTAL       ",104.00,"2/5/2019"
"1314165","CALCIUM IONIZED     ",632.00,"2/5/2019"
"1314167","CALCIUM URI QN TIMED",65.00,"2/5/2019"
"1314170","CALCULUS INFRARED   ",239.00,"2/5/2019"
"1314173","CARBON DIOXIDE CO2  ",45.00,"2/5/2019"
"1314174","CARBON MONOXIDE QUAN",237.00,"2/5/2019"
"1314176","CARCINOEMBRYONIC AG ",210.00,"2/5/2019"
"1314177","CARNITINE           ",378.00,"2/5/2019"
"1314183","CERULOPLASMIN       ",70.00,"2/5/2019"
"1314184","CHEMILUM ASSAY NOS  ",249.00,"2/5/2019"
"1314186","CHLORIDE BLOOD      ",103.00,"2/5/2019"
"1314188","CHLORIDES OTHER FLD ",206.00,"2/5/2019"
"1314190","CHOLESTEROL TOTAL   ",39.00,"2/5/2019"
"1314201","CITRATE             ",67.00,"2/5/2019"
"1314206","CORTISOL FREE       ",161.00,"2/5/2019"
"1314207","CORTISOL TOTAL      ",179.00,"2/5/2019"
"1314213","CPK TOTAL           ",155.00,"2/5/2019"
"1314214","CPK ISOENZYMES      ",224.00,"2/5/2019"
"1314215","CPK MB FRACTION     ",155.00,"2/5/2019"
"1314217","CREATININE BLOOD    ",35.00,"2/5/2019"
"1314218","CREATININE UR-OTHER ",75.00,"2/5/2019"
"1314219","CREATININE CLEARANCE",63.00,"2/5/2019"
"1314221","CRYOGLOBULIN        ",71.00,"2/5/2019"
"1314223","VITAMIN B-12        ",166.00,"2/5/2019"
"1314227","DHEA-S              ",1201.00,"2/5/2019"
"1314234","DIHYDROXY VITAMIN D ",436.00,"2/5/2019"
"1314236","ENZYME ACTIVITY NOS ",409.00,"2/5/2019"
"1314240","ERYTHROPOIETIN      ",1070.00,"2/5/2019"
"1314241","ESTRADIOL           ",310.00,"2/5/2019"
"1314243","ESTROGEN TOTAL      ",239.00,"2/5/2019"
"1314244","ESTRIOL             ",1050.00,"2/5/2019"
"1314249","FAT-LIPID FECES QUAL",119.00,"2/5/2019"
"1314250","FAT-LIPID FECES QUAN",159.00,"2/5/2019"
"1314254","FERRITIN            ",91.00,"2/5/2019"
"1314258","FOLIC ACID SERUM    ",163.00,"2/5/2019"
"1314259","FOLIC ACID RBC      ",192.00,"2/5/2019"
"1314265","GAMMAGLOB M-G-A-D   ",306.00,"2/5/2019"
"1314266","GAMMAGLOBULIN IGE   ",426.00,"2/5/2019"
"1314267","IGG SUB 1,2,3 OR 4  ",1227.00,"2/5/2019"
"1314269","BLD GAS-PH,PO2,PCO2 ",534.00,"2/5/2019"
"1314271","BLD GAS, O2 SAT ONLY",310.00,"2/5/2019"
"1314276","GASTRIN             ",156.00,"2/5/2019"
"1314278","GLUCOSE, BODY FLUID ",108.00,"2/5/2019"
"1314280","GLUCOSE, QUANT      ",108.00,"2/5/2019"
"1314282","GLUCOSE, POST DOSE  ",108.00,"2/5/2019"
"1314283","GLUCOSE TOL, 3 SPECS",232.00,"2/5/2019"
"1314283","GTT 3 SPEC          ",232.00,"2/5/2019"
"1314284","GLUCOSE TOL, ADD SP ",152.00,"2/5/2019"
"1314284","GTT ADD SP          ",152.00,"2/5/2019"
"1314286","G6PD, QUANT         ",676.00,"2/5/2019"
"1314292","GGT                 ",321.00,"2/5/2019"
"1314297","FOLLICLE STIM HORM  ",205.00,"2/5/2019"
"1314298","LEUTEINIZING HORMONE",205.00,"2/5/2019"
"1314299","GROWTH HORMONE      ",464.00,"2/5/2019"
"1314301","HAPTOGLOBIN, QUANT  ",558.00,"2/5/2019"
"1314308","HEMOGLOBIN, CHROMA  ",335.00,"2/5/2019"
"1314324","HISTAMINE           ",265.00,"2/5/2019"
"1314325","HOMOCYSTEINE        ",264.00,"2/5/2019"
"1314328","5-HIAA              ",452.00,"2/5/2019"
"1314329","HYDROXYPROGES 17-D  ",301.00,"2/5/2019"
"1314333","IMMUNOASSAY, OTHER  ",211.00,"2/5/2019"
"1314335","IMMUNOASSAY, RIA    ",149.00,"2/5/2019"
"1314336","IMMUNOASSAY, NOS    ",867.00,"2/5/2019"
"1314337","INSULIN, TOTAL      ",126.00,"2/5/2019"
"1314338","INSULIN, FREE       ",108.00,"2/5/2019"
"1314340","IRON                ",43.00,"2/5/2019"
"1314341","IRON BINDING CAPACIT",98.00,"2/5/2019"
"1314346","LACTIC ACID         ",510.00,"2/5/2019"
"1314347","LACTATE DEHYDROLDH  ",138.00,"2/5/2019"
"1314352","LEAD                ",133.00,"2/5/2019"
"1314358","LIPASE              ",46.00,"2/5/2019"
"1314359","LIPOPROTEIN ELECTRO ",718.00,"2/5/2019"
"1314363","LIPOPROTEIN, LDL    ",163.00,"2/5/2019"
"1314365","MAGNESIUM           ",84.00,"2/5/2019"
"1314371","MERCURY             ",325.00,"2/5/2019"
"1314372","METANEPHRINES       ",392.00,"2/5/2019"
"1314380","MYOGLOBIN           ",294.00,"2/5/2019"
"1314381","NEPHELOMETRY, NOS   ",67.00,"2/5/2019"
"1314403","ORGAN ACID,SIN,QUAN ",802.00,"2/5/2019"
"1314405","OSMOLALITY, BLOOD   ",477.00,"2/5/2019"
"1314406","OSMOLALITY,URINE    ",461.00,"2/5/2019"
"1314408","OXALATE             ",75.00,"2/5/2019"
"1314410","PARATHORMONE PTH    ",456.00,"2/5/2019"
"1314414","PHENYLALANINE, BLOOD",141.00,"2/5/2019"
"1314425","PHOSPHORUS, BLOOD   ",103.00,"2/5/2019"
"1314426","PHOSPHORUS, URINE   ",52.00,"2/5/2019"
"1314433","POTASSIUM SER PL WB ",103.00,"2/5/2019"
"1314434","POTASSIUM, URINE    ",53.00,"2/5/2019"
"1314435","PREALBUMIN          ",162.00,"2/5/2019"
"1314440","PROGESTERONE        ",335.00,"2/5/2019"
"1314441","PROLACTIN           ",686.00,"2/5/2019"
"1314444","PSA, TOTAL          ",122.00,"2/5/2019"
"1314445","PSA, FREE           ",204.00,"2/5/2019"
"1314446","PROTEIN TOT SER PLWB",107.00,"2/5/2019"
"1314448","PROTEINELECTR FR-QNT",580.00,"2/5/2019"
"1314461","RECEPTOR, NON-ENDO  ",178.00,"2/5/2019"
"1314462","RENIN               ",140.00,"2/5/2019"
"1314466","SEX HORM BIND GLOB  ",398.00,"2/5/2019"
"1314469","SODIUM,SER PL OR WB ",104.00,"2/5/2019"
"1314470","SODIUM, URINE RANDOM",57.00,"2/5/2019"
"1314471","SOMATOMEDIN         ",862.00,"2/5/2019"
"1314473","SPECTROPHOTO, NOS   ",396.00,"2/5/2019"
"1314480","SULFATE, URINE      ",24.00,"2/5/2019"
"1314481","TESTOSTERONE, FREE  ",281.00,"2/5/2019"
"1314482","TESTOSTERONE, TOTAL ",286.00,"2/5/2019"
"1314483","VITAMIN B-1         ",1165.00,"2/5/2019"
"1314486","THYROXINE T4,TOTAL  ",136.00,"2/5/2019"
"1314488","THYROXINE T4, FREE  ",108.00,"2/5/2019"
"1314490","THYROID STIM TSH    ",112.00,"2/5/2019"
"1314491","THYROID STIM IMMUNO ",249.00,"2/5/2019"
"1314492","VITAMIN E           ",177.00,"2/5/2019"
"1314494","TRANSFERASE AST     ",104.00,"2/5/2019"
"1314495","TRANSFERASE ALT     ",104.00,"2/5/2019"
"1314496","TRANSFERRIN         ",526.00,"2/5/2019"
"1314497","TRIGLYCERIDES       ",104.00,"2/5/2019"
"1314498","T3-T4 UPTAKE        ",169.00,"2/5/2019"
"1314499","T3,TOTAL            ",158.00,"2/5/2019"
"1314500","T3,FREE             ",187.00,"2/5/2019"
"1314501","T3,REVERSE          ",195.00,"2/5/2019"
"1314502","TROPONIN,QNT        ",125.00,"2/5/2019"
"1314508","UREA NITROGEN,QUAN  ",53.00,"2/5/2019"
"1314510","UREA NITROGEN,URINE ",145.00,"2/5/2019"
"1314512","URIC ACID, BLOOD    ",103.00,"2/5/2019"
"1314513","URIC ACID,URINE RAND",57.00,"2/5/2019"
"1314518","VMA, URINE          ",460.00,"2/5/2019"
"1314521","VITAMIN A           ",434.00,"2/5/2019"
"1314526","ZINC                ",610.00,"2/5/2019"
"1314527","C-PEPTIDE           ",230.00,"2/5/2019"
"1314529","HCG, QUAL           ",50.00,"2/5/2019"
"1314531","CLIN CHEM TEST NOS  ",112.00,"2/5/2019"
"1314531","DMD DUP-DEL ANAL    ",112.00,"2/5/2019"
"1314532","ANTIBODY SCREEN, RBC",436.00,"2/5/2019"
"1314533","ANTIBODY ELUTION,RBC",217.00,"2/5/2019"
"1314534","ANTIBODY ID,EA PANEL",2075.00,"2/5/2019"
"1314535","DIRECT COOMBS TEST  ",438.00,"2/5/2019"
"1314536","IDAT QUAL EA RGT RBC",110.00,"2/5/2019"
"1314537","IDAT EACH AB TITER  ",332.00,"2/5/2019"
"1314559","FEBRILE AGG EA AG   ",381.00,"2/5/2019"
"1314560","PSA, SCREENING      ",122.00,"2/5/2019"
"1314562","ALLERGEN IGE QUANT  ",77.00,"2/5/2019"
"1314564","WBC AB IDENT        ",306.00,"2/5/2019"
"1314567","ANA                 ",133.00,"2/5/2019"
"1314568","ANA,TITER           ",209.00,"2/5/2019"
"1314569","ASO,TITER           ",373.00,"2/5/2019"
"1314571","C-REACTIVE PROTEIN  ",116.00,"2/5/2019"
"1314572","CRP,HIGHLY SENS     ",119.00,"2/5/2019"
"1314573","BETA-2 GLYCOPROT AB ",472.00,"2/5/2019"
"1314574","CARDIOLIPIN AB,IGG  ",170.00,"2/5/2019"
"1314575","PHOSPHOLIPID AB     ",293.00,"2/5/2019"
"1314579","COMPLEMENT AG, EA   ",637.00,"2/5/2019"
"1314580","LACTOFERRIN,FEC QAL ",130.00,"2/5/2019"
"1314581","COMPLEMENT-FUNC ACT ",612.00,"2/5/2019"
"1314591","DNA AB,NATIVE-DOUBL ",602.00,"2/5/2019"
"1314594","RSV ASSAY W-OPTIC   ",244.00,"2/5/2019"
"1314595","ANTI-ENA            ",190.00,"2/5/2019"
"1314599","FLUORESCENT AB,SCREE",694.00,"2/5/2019"
"1314600","PANCREA ELASTAS,FEC ",287.00,"2/5/2019"
"1314601","FLUORESCENT AB,TITER",585.00,"2/5/2019"
"1314606","TUMOR AG  CA 15-3   ",317.00,"2/5/2019"
"1314606","TUMR AG CA15-3 27-29",317.00,"2/5/2019"
"1314607","TUMOR AG  CA 19-9   ",277.00,"2/5/2019"
"1314608","TUMOR AG  CA 125    ",230.00,"2/5/2019"
"1314609","HETEROPHILE AB SCREE",507.00,"2/5/2019"
"1314613","INF AGENT IMMUNO QUA",67.00,"2/5/2019"
"1314621","IMMUNOFIXATION ELECT",210.00,"2/5/2019"
"1314622","INHIBIN A           ",280.00,"2/5/2019"
"1314623","INSULIN AB          ",1386.00,"2/5/2019"
"1314625","ISLET CELL AB       ",122.00,"2/5/2019"
"1314632","MICROSOMAL AB       ",686.00,"2/5/2019"
"1314636","PART AGGLUT.SCREEN  ",411.00,"2/5/2019"
"1314639","RHEUMATOID FACT QUAN",100.00,"2/5/2019"
"1314646","SYPHILIS TEST, QUAL ",45.00,"2/5/2019"
"1314647","SYPHILIS TEST, QUANT",36.00,"2/5/2019"
"1314655","BORRELIA BURG.CONFIR",173.00,"2/5/2019"
"1314656","LYME DISEASE AB     ",188.00,"2/5/2019"
"1314666","CMV AB              ",254.00,"2/5/2019"
"1314667","CMV AB, IGM         ",254.00,"2/5/2019"
"1314675","EPSTEIN-BARR, EBNA  ",481.00,"2/5/2019"
"1314676","EPSTEIN-BARR, VCA   ",481.00,"2/5/2019"
"1314677","EHRLICHIA AB        ",1222.00,"2/5/2019"
"1314679","FUNGUS AB, NOS      ",902.00,"2/5/2019"
"1314681","H PYLORI AB QL      ",340.00,"2/5/2019"
"1314681","HELICOBACTER PYLORI ",340.00,"2/5/2019"
"1314689","HERPES SIMP TYPE 1  ",443.00,"2/5/2019"
"1314690","HERPES SIMP TYPE 2  ",443.00,"2/5/2019"
"1314691","HISTOPLASMA         ",490.00,"2/5/2019"
"1314695","HEP B CORE TOT      ",129.00,"2/5/2019"
"1314696","HEP B CORE AB, IGM  ",129.00,"2/5/2019"
"1314699","HEP A AB, TOTAL     ",131.00,"2/5/2019"
"1314700","HEP A AB, IGM       ",125.00,"2/5/2019"
"1314709","MUMPS AB            ",53.00,"2/5/2019"
"1314710","MYCOPLASMA AB       ",1027.00,"2/5/2019"
"1314713","PARVOVIRUS AB       ",517.00,"2/5/2019"
"1314715","PROTOZOA AB, NOS    ",60.00,"2/5/2019"
"1314717","RICKETTSIA AB       ",196.00,"2/5/2019"
"1314719","RUBELLA AB          ",160.00,"2/5/2019"
"1314720","RUBEOLA AB          ",53.00,"2/5/2019"
"1314724","TOXOPLASMA AB       ",332.00,"2/5/2019"
"1314725","TOXOPLASMA AB, IGM  ",332.00,"2/5/2019"
"1314726","TREP. PALLIDUM,CONFI",113.00,"2/5/2019"
"1314728","VARICELLA-ZOSTER AB ",143.00,"2/5/2019"
"1314731","THYROGLOBULIN AB    ",1110.00,"2/5/2019"
"1314732","HEPATITIS C AB TEST ",814.00,"2/5/2019"
"1314738","HLA  A,B,OR C,SING  ",1299.00,"2/5/2019"
"1314747","WBC DIFF, MAN       ",136.00,"2/5/2019"
"1314751","HEMATOCRIT, OTHER   ",103.00,"2/5/2019"
"1314752","HEMOGLOBIN          ",137.00,"2/5/2019"
"1314753","CBC W-PLT AUTO COMPD",113.00,"2/5/2019"
"1314754","CBC W-PLT           ",100.00,"2/5/2019"
"1314755","RBC COUNT           ",137.00,"2/5/2019"
"1314756","RETIC COUNT, MANUAL ",180.00,"2/5/2019"
"1314757","RETIC COUNT, FLOW   ",53.00,"2/5/2019"
"1314759","WBC COUNT           ",86.00,"2/5/2019"
"1314765","FACTOR V ASSAY      ",1115.00,"2/5/2019"
"1314767","FACTOR VIII, AHG    ",1208.00,"2/5/2019"
"1314769","FACTOR VIII RISTOCET",1208.00,"2/5/2019"
"1314770","FACTOR VIII VW AG   ",1208.00,"2/5/2019"
"1314771","FACT VIII,VW,MULTIME",398.00,"2/5/2019"
"1314772","FACTOR IX           ",1323.00,"2/5/2019"
"1314780","ANTITHROMBIN IIIACTI",130.00,"2/5/2019"
"1314783","PROTEIN C, ACTIVITY ",155.00,"2/5/2019"
"1314785","PROTEIN S, FREE     ",170.00,"2/5/2019"
"1314786","PROTEIN C ACTIVATED ",232.00,"2/5/2019"
"1314790","COAG TIME ACTIVATED ",143.00,"2/5/2019"
"1314797","D-DIMER, QUANT      ",305.00,"2/5/2019"
"1314798","FIBRINOGEN ACTIVITY ",323.00,"2/5/2019"
"1314803","PLASMINOGEN ACTIVATO",232.00,"2/5/2019"
"1314822","PROTHROMBIN TIME    ",46.00,"2/5/2019"
"1314825","RUSSELL VIPER VEN DI",91.00,"2/5/2019"
"1314827","SED RATE NONAUTOMATE",23.00,"2/5/2019"
"1314830","THROMBIN TIME       ",384.00,"2/5/2019"
"1314833","THROMBOPLAST TIMEPTT",118.00,"2/5/2019"
"1314842","SPECIMEN CONCENTRATI",390.00,"2/5/2019"
"1314843","CULTURE BLOOD BACTER",134.00,"2/5/2019"
"1314844","CULT STL BACT W-ISOL",143.00,"2/5/2019"
"1314845","CULT STL BACT EA ADD",60.00,"2/5/2019"
"1314846","CULTURE BACTERIA OTH",43.00,"2/5/2019"
"1314849","CULT BACT ANA ANY SO",308.00,"2/5/2019"
"1314850","CULT ANAERO IDENT EA",176.00,"2/5/2019"
"1314851","CULT AEROBIC IDENTIF",92.00,"2/5/2019"
"1314852","CULTURE SCREEN ONLY ",41.00,"2/5/2019"
"1314854","CULT URINE-COLONY CT",160.00,"2/5/2019"
"1314855","CULT URINE W-P ID   ",74.00,"2/5/2019"
"1314857","CULT FUNGUS ISOLATIO",392.00,"2/5/2019"
"1314859","FUNGI IDENTIF YEAST ",316.00,"2/5/2019"
"1314860","FUNGI IDENTIF, MOLD ",166.00,"2/5/2019"
"1314863","CULT MYCOBACTERIA   ",200.00,"2/5/2019"
"1314865","CULT TYPE IMMUNOFLUO",91.00,"2/5/2019"
"1314867","CULT TYPE,IMMUNOLOGI",176.00,"2/5/2019"
"1314870","CULT TYP ADDED METHO",25.00,"2/5/2019"
"1314876","TISSUE HOMOGENIZ CUL",28.00,"2/5/2019"
"1314877","OVA-PARASITES SMEARS",77.00,"2/5/2019"
"1314880","MICROB SUSCEP ENZYME",24.00,"2/5/2019"
"1314881","MICROBE SUSCEPT MIC ",298.00,"2/5/2019"
"1314888","SMEAR,GRAM STAIN    ",151.00,"2/5/2019"
"1314889","SMEAR FLUORES-ACI ST",287.00,"2/5/2019"
"1314890","SMEAR,SPECIAL STAIN ",797.00,"2/5/2019"
"1314891","SMEARWET MOUNT SAL-I",120.00,"2/5/2019"
"1314897","VIRUS INOCU SHELL VI",345.00,"2/5/2019"
"1314901","INFAGT DT QLSQT CRYP",123.00,"2/5/2019"
"1314925","HPYLORI,STOOL,EIA   ",266.00,"2/5/2019"
"1314927","HBSAG               ",411.00,"2/5/2019"
"1314929","HBEAG               ",382.00,"2/5/2019"
"1314931","HISTOPLASM CAPSU AGE",211.00,"2/5/2019"
"1314936","ROTAVIRUS AG,EIA    ",194.00,"2/5/2019"
"1314937","SHIGA-LIKE TOX AG,EI",85.00,"2/5/2019"
"1314939","AG DETEC NOS,EIA MUL",600.00,"2/5/2019"
"1314948","CANDIDA DNA DIR PROB",117.00,"2/5/2019"
"1314949","CANDIDA DNA AMP PROB",260.00,"2/5/2019"
"1314955","CHLMYD TRACH DNA AMP",172.00,"2/5/2019"
"1314958","CYTOMEG DNA AMP PROB",398.00,"2/5/2019"
"1314959","CYTOMEG DNA QUANT   ",277.00,"2/5/2019"
"1314960","GARDNER VAG DNA DIRP",117.00,"2/5/2019"
"1314961","GARDNER VAG DNA AMPP",249.00,"2/5/2019"
"1314962","GARDNER VAG DNA QUAN",204.00,"2/5/2019"
"1314965","HEPATITIS B,DNA QNT ",402.00,"2/5/2019"
"1314967","HEPATITIS C,RNA,AMPP",526.00,"2/5/2019"
"1314968","HEPATITIS C,RNA,QUAN",526.00,"2/5/2019"
"1314973","HSV, DNA, AMP PROBE ",797.00,"2/5/2019"
"1314974","HSV, DNA, QUANT     ",232.00,"2/5/2019"
"1314980","HIV-1, DNA, QUANT   ",253.00,"2/5/2019"
"1314991","M.TUBERCULO,DNA,AMPP",653.00,"2/5/2019"
"1315000","N.GONORRHO,DNA,AMPPR",173.00,"2/5/2019"
"1315009","DETECT AGNTNOS,DNAAM",755.00,"2/5/2019"
"1315010","DETECT AGNT NOS,DNAQ",277.00,"2/5/2019"
"1315012","DETECT AGT MULT,DNAA",398.00,"2/5/2019"
"1315015","INFLU B ASSAY W-OP  ",65.00,"2/5/2019"
"1315015","INFLUENZA ASSAY W-OP",65.00,"2/5/2019"
"1315018","STREP A ASSAY W-OPTI",65.00,"2/5/2019"
"1315019","AGENT NOS ASSAY W-OP",541.00,"2/5/2019"
"1315022","UA, AUTO W-SCOPE    ",64.00,"2/5/2019"
"1315024","UA, AUTO, W-O SCOPE ",86.00,"2/5/2019"
"1315029","URINE PREG TEST QL  ",42.00,"2/5/2019"
"1315034","GENOTYPE,DNA,HEPAT C",1255.00,"2/5/2019"
"1315038","CELL CTW-DIF BODYFLU",258.00,"2/5/2019"
"1315048","EXAM FECES-MEAT FIBR",53.50,"2/5/2019"
"1315049","NASAL SMEAR-EOSINOPH",42.00,"2/5/2019"
"1315076","NATRIURETIC PEPTIDE ",180.00,"2/5/2019"
"1315077","SODIUM OTHER SOURCE ",91.00,"2/5/2019"
"1315079","CBC-PLT AUTORP CDM  ",173.00,"2/5/2019"
"1315081","VIRUS ISOLATION GEN ",187.00,"2/5/2019"
"1315084","LEUKOCY ASSES FEC QL",47.00,"2/5/2019"
"1315091","PROT TOTL RANDOM URI",100.00,"2/5/2019"
"1315092","PROTEIN TOT OTHR SRC",99.00,"2/5/2019"
"1315097","INFAGT DT QLSQT GIAR",111.00,"2/5/2019"
"1315122","SIROLIMUS           ",302.00,"2/5/2019"
"1315123","BLD OCC NON CA SCREE",83.00,"2/5/2019"
"1315133","CCP ANTIBODY        ",206.00,"2/5/2019"
"1315134","TB TEST CELL IM MEAS",363.00,"2/5/2019"
"1315137","SMEAR COMPLEX STN   ",164.00,"2/5/2019"
"1315146","WEST NILE VIR AB IGM",120.00,"2/5/2019"
"1315147","WEST NILE VIR AB    ",120.00,"2/5/2019"
"1315149","ENTEROVIRUS,DNA, PRO",172.00,"2/5/2019"
"1315157","VENIPUNCTURE,ROUTINE",22.00,"2/5/2019"
"1315822","GENTAMICIN          ",308.00,"2/5/2019"
"1315826","VANCOMYCIN          ",308.00,"2/5/2019"
"1315834","CHLORIDE URINE RAN  ",201.00,"2/5/2019"
"1315845","PH FLUID,NOS        ",57.00,"2/5/2019"
"1315878","ARSENIC             ",928.00,"2/5/2019"
"1315881","COPPER SERUM        ",306.00,"2/5/2019"
"1315893","HEMOGLOBIN A1C      ",140.00,"2/5/2019"
"1316335","CALPROTECTIN FECAL  ",254.00,"2/5/2019"
"1316342","BASIC METABO CA TOTA",107.00,"2/5/2019"
"1316344","SEMEN ANYL PRES-M-S ",59.00,"2/5/2019"
"1316359","ACETON-KETON SERM QT",477.00,"2/5/2019"
"1316361","HCG QUANT           ",101.00,"2/5/2019"
"1316362","GLU,HOME USE DIAGNOS",72.00,"2/5/2019"
"1316364","CRYSTAL ID,TISSUE,FL",266.00,"2/5/2019"
"1316382","PROCALCITONIN PCT   ",452.00,"2/5/2019"
"1316418","C DIFF AMPLI PROBE  ",172.00,"2/5/2019"
"1316422","HEXAGONAL PHOSPHOLIP",295.00,"2/5/2019"
"1316449","VALPROIC ACID TOTAL ",280.00,"2/5/2019"
"1316451","VALPROIC ACID FREE  ",280.00,"2/5/2019"
"1316452","DIGOXIN TOTAL       ",246.00,"2/5/2019"
"1316531","HIV1 AG 12 AB SCR OP",118.00,"2/5/2019"
"1316531","HIV1 AG W HIV 1 2 AB",118.00,"2/5/2019"
"1316533","CLOZAPINE QT        ",200.00,"2/5/2019"
"1316536","LAMOTRIGINE QT      ",72.00,"2/5/2019"
"1316537","LEVETIRACETAM QT    ",72.00,"2/5/2019"
"1316538","MYCOPENOLATE QT     ",145.00,"2/5/2019"
"1316539","OXCARBAEPINE QT     ",260.00,"2/5/2019"
"1316542","T VAGINALIS AMP     ",365.00,"2/5/2019"
"1316545","GI PATH AMP PRB12-25",769.00,"2/5/2019"
"1316547","HPV HIGH RISK TYPES ",156.00,"2/5/2019"
