Price List: SE Health Price List,,
Service Name,Procedure Code,Price ($)
SH4157 - Lunderquest Double Curve Guidewire (G45208),C1769,522.94
SE Guidewire Approach CTO-18 .014 300cm 18g G50792,C1769,701.25
Wire K 2.4 mm 300,C1769,429.72
Wire K 2.4 mm 450,C1769,429.72
Guidewire Dbl Ended Trocar 0.045,C1769,419.11
Guide Wire Threaded 2.0mm,C1769,415.40
Guidewire dbl ended 0.86MM,C1769,419.11
SE Guidewire Amplatz SS 75CM,C1769,415.92
SE Guidewire Wholey Std Tip .035x145cm,C1769,478.52
SE Guidewire Wholey Extension .035x155cm,C1769,445.63
K-Wire 1.4MM,C1769,425.23
K-Wire 2 x 450MM,C1769,537.45
SH5391-CL - Amplatz Super Stiff J Tip Wire,C1769,433.96
Samurai 190cm ST Wire,C1769,472.15
Fighter 190cm ST Wire,C1769,503.98
Samurai RC 190cm ST Wire,C1769,489.30
Hornet 190cm ST Wire,C1769,503.98
Hornet 10 190cm ST Wire,C1769,503.98
Hornet 14 190cm ST Wire,C1769,503.98
Stretch 150cm Extension Wire,C1769,492.31
Guidewire Angled 3x150cm,C1769,425.18
K-Wire 1.6mm Trocar Tip,C1769,502.30
Guidewire 1.6mm Drill Tip 200mm,C1769,428.24
Pulmonary Jagwire Box 2,C1769,945.20
Asahi Confianza .014 300cm,C1769,1558.24
Guidewire Trocar Tip 2.4mmx9in,C1769,402.55
Guidewire 1.9MM COCR,C1769,579.89
Guidewire Bentson .035,C1769,391.40
Guidewire Bentson 0.035X260,C1769,401.70
Glidewire Reg Str .035 180cm,C1769,418.18
Wire Guide 3.2X475mm,C1769,497.49
Guidewire Amplatz .035 180cm,C1769,415.09
Wire Guide Rosen 0.035X180cm,C1769,373.89
Guidewire Bentson w/o Hep 0.35X260,C1769,398.61
Guidewire Ball Tip 3X1000,C1769,894.00
"109134 Wire Guide Amplatz .035, 80cm",C1769,99.78
Device Tvt 510041,C1771,4956.68
Halo Single System Obtryx,C1771,4253.52
Sling Kit Male Advance,C1771,22424.55
Sling Monarc Subfascial Plus,C1771,4614.54
Sling Univer Sleevless W/sutu,C1771,2114.31
Tvt Exact Gynecare Tvtrl,C1771,4831.36
Tvt Secur-4,C1771,4681.74
Sling Advan System 850200,C1771,4206.84
Sling Helical Ajust Sngl-Incis,C1771,4912.04
Sling Obtryx Curved 850400,C1771,4709.17
Sling Obtryx Halo 850500,C1771,0.00
Sling Solyx Midureth 850-700,C1771,4525.56
Sling Ajust Helical BRD 805SI,C1771,4698.48
Altis Single Incision Sling 7.75cm,C1771,5830.38
"Male Sling,Virtue",C1771,21783.85
Pump Synchro-med,C1772,47878.76
Pump Synchromed 8637-20,C1772,47890.28
Snare Gooseneck,C1773,1079.72
9670 - Snare Amplatz Gsneck 30x6fx102,C1773,1427.24
Snare Standard System 12-20mm,C1773,1682.19
System Rocovery Cone,C1773,2502.96
Snare Standard System 6-10mm,C1773,1682.19
Needle's Eye Snare 13mmx94cm (G26518),C1773,2775.60
Needle's Eye Snare 20mmx94cm (G26516),C1773,2775.60
Snare Amplatz Gooseneck 25x6Fx102,C1773,1051.36
SH2262 - Amplatz Gooseneck Microsnare Kit (SK401),C1773,2270.95
SE Snare Bard Retrieval Kit SRK30,C1773,1366.78
Evolution Shortie RL Dialtor Sheath Set (G23749),C1773,4251.63
Evolution RL Dilator Sheath (G23746),C1773,4485.54
11 Fr Shortie RL Dilator Sheath set,C1773,4147.11
9 Fr Shortie RL Dilator Sheath Set,C1773,4147.11
11 Fr Evolution RL Dilator Sheath set,C1773,4485.54
9Fr Evolution RL Dilator Sheath Set,C1773,4485.54
13 Fr Evolution RL Dilator Sheath Set,C1773,4485.54
Adaptor Versys Head,C1776,561.01
Articular Surface 5962-32-10,C1776,7995.31
Baseplate Glenoid Comp Rvrs,C1776,7286.91
Bearing Tibial 10x63/67 183420,C1776,3402.82
Bearing Tibial 10x67,C1776,3399.25
Bearing Tibial 10x71/75,C1776,3432.73
Bearing Tibial 12x63/67,C1776,3432.03
Bearing Tibial 14x71 Ant.stblz,C1776,3609.28
Bearing Tibial Ant.stab 10x71,C1776,3508.46
Bearing Tibial Ant.stab 12x67,C1776,3613.22
Bearing Tibial Anterior 10x75,C1776,3402.82
Bearing Tibial Ant.stab.14x67,C1776,3402.82
Bearing Tibial Anterior 12x75,C1776,3402.82
Bearing Tibial Vanguard Ps 14,C1776,3432.73
Block Distal 5990-36-10,C1776,3889.47
Centralizer Distal 11mm Versys,C1776,382.33
Centralizer Distal 12mm Versys,C1776,500.31
Centralizer Distal 13mm Versys,C1776,213.80
Centralizer Distal 162657,C1776,286.42
Centralizer Distal Versys,C1776,378.68
Centralizer Femoral 12-162611,C1776,7506.70
Centralizer Intergral 12-16263,C1776,11639.30
Component Femoral 5750-15-02,C1776,10142.16
Component Femoral 5752-013-02,C1776,11259.26
Component Femoral 5752-017-01,C1776,11259.26
Component Femoral 5752-14-01,C1776,11256.82
Component Femoral 5752-14-02,C1776,11256.82
Component Femoral 5752-15-01,C1776,11271.56
Component Femoral 5752-15-02,C1776,11256.82
Component Femoral 5752-16-01,C1776,11271.56
Component Femoral 5752-16-02,C1776,11271.56
Component Femoral 5752-16-05,C1776,11256.82
Component Femoral 5764-15-51,C1776,10144.83
Component Femoral 5764-15-52,C1776,10144.83
Component Femoral 5764-16-51,C1776,10144.83
Component Femoral 5952-15-01,C1776,11256.82
Component Femoral 5952-15-02,C1776,11256.82
Component Femoral 5952-16-02,C1776,11256.82
Component Femoral 5952-16-01,C1776,11271.56
Component Femoral 5952-16-05,C1776,11259.26
Component Femoral 5952-16-06,C1776,11271.56
Component Femoral 5952-17-01,C1776,11271.56
Component Femoral 5952-17-05,C1776,14942.87
Component Femoral 5952-17-06,C1776,11256.82
Component Femoral 5964-17-51,C1776,10144.83
Component Femoral 5952-17-02,C1776,11271.56
Component Femoral 5964-16-51,C1776,10133.77
Component Femoral 5964-17-52,C1776,10144.83
Component Femoral 5972-18-01,C1776,8705.79
Component Femoral 5972-18-02,C1776,8696.28
Component Femoral 5994-14-92,C1776,25115.49
Component Femoral 5994-16-91,C1776,22021.69
Component Femoral 62.5 Van Ps,C1776,14897.17
Component Femoral 65 Left,C1776,7582.79
Component Femoral Ilok Lt.60,C1776,7571.44
Component Femoral Left 65,C1776,9163.49
Component Femoral Lt 57.5 183022,C1776,7731.03
Component Femoral Lt 67.5,C1776,7581.38
Component Femoral Rt 65,C1776,10482.03
Component Femoral Rt 67.5,C1776,7579.37
Component Femoral Stem Finned,C1776,1709.95
Component Glenoid,C1776,5502.49
Component Glenoid 00-4300-080-00,C1776,4083.07
Component Head 32mm,C1776,3074.34
Component Tibial,C1776,5558.12
Component Tibial 5954-47-01,C1776,7044.73
Component Tibial 5954-47-02,C1776,7035.52
Component Tibial 5954-57-01,C1776,7044.73
Component Tibial 5954-57-02,C1776,7035.52
Component Vanguard Fem 62.5 Rt,C1776,7599.32
Component Vanguard Fem Lt 67.5,C1776,9161.09
Component Vanguard Fem Rt 60,C1776,7579.37
Component Vanguard Fem Rt 67.5,C1776,9161.09
Cup Modular Cluster-hole,C1776,9046.44
Extension Stem 20mm 5988-10-20,C1776,4783.91
Extension Stem 5988-10-12,C1776,2659.78
Extension Stem 5988-12-15,C1776,3828.73
Femoral Head 7818-054-00,C1776,1192.07
Femoral Stem Versys. 13mm,C1776,6037.13
Femur Mod. Taperlock 12.5x145,C1776,13029.87
Femur Modular Taperloc,C1776,13029.87
Femur Modular Taperloc 12-103207,C1776,11268.60
Femur Modulat,C1776,11183.11
Glenoid Component Keeled 52mm,C1776,5383.26
Glenoid Spacer Rvrs Std 36,C1776,6970.83
Head Endo 45mm,C1776,1902.93
Head Endo 49mm,C1776,1863.86
Head Endo Versys,C1776,2047.69
Head Evolve 20mm 496-h020,C1776,8051.48
Head Femoral 00-8018-028-01,C1776,1511.88
Head Femoral 40mm 8018-040-01,C1776,3772.46
Head Femoral 8018-32-02,C1776,2804.79
Head Femoral 8018-32-03,C1776,2804.79
Head Femoral 8018-36-01,C1776,3775.59
Head Femoral 8018-36-02,C1776,3775.59
Head Femoral 8018-36-03,C1776,3776.57
Head Femoral 8018-36-04,C1776,3828.77
Head Femoral 9026-33-35,C1776,2804.79
Head Humeral,C1776,4963.84
Head Humeral 26x27mm,C1776,6698.76
Head Humeral 4300-52-30,C1776,4429.35
Head Humeral 52x27 4300-52-27,C1776,6319.30
Head Modular Cocr 28mm +6 Nosk,C1776,1503.51
Head Modular Radial,C1776,5199.98
Head Radial +4 24 496-h424,C1776,7919.23
Head Radial Evolve 22mm,C1776,5250.78
Hip Implant  H1,C1776,28045.63
Hip Implant  H5,C1776,14317.54
Humeral Bearing Std Arco 44-36,C1776,4903.50
Knee Implant  K3,C1776,17371.55
Liner Acetabular 6305-50-36,C1776,6463.69
Liner Cont Xlpe Hh 32x50,C1776,7645.70
Liner Cont Xlpe Ll40x58,C1776,9439.66
Liner Continum Jj 36x54,C1776,3672.50
Liner Continuum 36 8751-010-36,C1776,9439.66
Liner Continuum Ii Xlpe 32x52,C1776,3672.50
Liner Gg 32x48 8751-008-32,C1776,3672.50
Liner Longevity 32-6732-088-01,C1776,10037.65
Liner Poly Reverse 4349-36-03,C1776,5376.45
Liner Poly Reverse 4349-36-06,C1776,5376.45
Liner Reverse 36mm,C1776,5031.54
Micronail 32.3,C1776,8957.79
Patella 00-5972-065-32,C1776,2172.91
Patella 00-5972-065-35,C1776,2161.26
Patella 00-5972-065-38,C1776,2172.91
Patella 28.peg,C1776,1415.36
Patella 5878-65-32,C1776,6669.74
Patella 5878-65-35,C1776,6669.74
Patella 5878-65-38,C1776,6669.74
Patella 5878-65-41,C1776,7705.21
Patella Series A Thin 31.3 Peg,C1776,1320.94
Patella Series A Thn 37.3 Peg,C1776,1351.22
Patella Series A34,C1776,1407.31
Plate Tibial 75mm 141234,C1776,8996.54
Plate Tibial W/bar 63,C1776,8996.54
Plug Taper Nexgen 5960-99-00,C1776,2444.81
Prosth Dornhoffer Ti Porp 2mm,C1776,1399.98
Screw Fixed Trans 4.5x15,C1776,2176.49
Shell Acetabular 6200-54-22,C1776,5886.38
Shell Cont Cluster 58ll,C1776,13540.16
Shell Cont Cluster-hole 50 Hh,C1776,13540.16
Shell Cont Cluster-hole 56kk,C1776,5979.88
Shell Continum Jj 54,C1776,5979.88
Shell Continuum 52 8757-052-01,C1776,13540.16
Shell Continuum Clstr-hole 48,C1776,5979.88
Shell Modular Cup 6202-58-22,C1776,9058.30
Signature Model Set 42-422561,C1776,4327.40
Stem Cemented Versys Ld/f,C1776,6037.13
Stem Centralizer 1376-47-00,C1776,746.29
Stem Comp Primary 10mm Std,C1776,17627.83
Stem Evolve 6.5+2 4565265,C1776,9862.53
Stem Evolve Standard 7.5mm,C1776,5585.93
Stem Extension 5988-10-18,C1776,4187.06
Stem Femoral,C1776,15599.62
Stem Femoral 13.5 7711-13,C1776,15218.97
Stem Femoral 7711-007-10,C1776,9490.92
Stem Femoral 7713-015-00,C1776,10404.99
Stem Femoral 7713-06-00,C1776,10404.99
Stem Femoral 7713-07-00,C1776,10416.35
Stem Femoral 7841-013-00,C1776,9870.22
Stem Femoral 7841-12-00,C1776,9870.22
Stem Femoral 7841-14-00,C1776,9868.09
Stem Femoral 7841-16-30,C1776,9874.99
Stem Femoral 7843-13-36,C1776,18637.14
Stem Femoral 7843-1436,C1776,18637.14
Stem Femoral 7845-010-00,C1776,14855.57
Stem Femoral 7845-011-00,C1776,9868.09
Stem Femoral 7845-012-00,C1776,9878.40
Stem Femoral 7845-015-00,C1776,17576.37
Stem Femoral 7845-018-00,C1776,9868.09
Stem Femoral 7845-13-30,C1776,15601.68
Stem Femoral 7845-16-00,C1776,9785.23
Stem Femoral 7848-22-01,C1776,4552.26
Stem Femoral 7850-12-00,C1776,12054.46
Stem Femoral Beaded Fc 21x160,C1776,10404.99
Stem Femoral Fiber Metal Sz 14,C1776,15598.56
Stem Femoral Off-set Plasma 9,C1776,14928.94
Stem Femoral Sz 15,C1776,14855.12
Stem Femorl Bead Fc Std 18x160,C1776,10404.99
Stem Humeral 4300-10-13,C1776,9397.40
Stem Humeral 4300-11-13,C1776,10526.18
Stem Humeral Comp 4mm Std,C1776,20737.37
Stem Humeral Primary 11mm Mini,C1776,17691.90
Stem Humeral Reverse 12x130,C1776,27444.78
Stem Modular Head Radial,C1776,4864.84
Stem Press-fit Versys,C1776,6037.13
Surface Articular 00-5952-030-10,C1776,4612.83
Surface Articular 00-5952-030-12,C1776,6840.79
Surface Articular 00-5952-040-10,C1776,4612.83
Surface Articular 00-5952-040-12,C1776,4612.83
Surface Articular 00-5952-040-14,C1776,4612.83
Surface Articular 00-5952-050-10,C1776,4612.83
Surface Articular 5952-30-14,C1776,4612.83
Surface Articular 5952-50-12,C1776,4477.83
Surface Articular 5962-32-17,C1776,4477.83
Surface Articular 5962-40-10,C1776,4472.96
Surface Articular 5962-42-10,C1776,4471.98
Surface Articular 5962-50-10,C1776,4472.96
Surface Articular 5994-30-10,C1776,4105.84
Surface Articular 5994-40-14,C1776,7392.95
Surface Articular90-5952-30-17,C1776,4472.96
Surface Articular90-5952-40-17,C1776,4472.96
Swanson Toe Sz 4s G426-0104,C1776,4758.27
Tibial Bearing Ps+ 10x71x75,C1776,6582.14
Tibial Component,C1776,5558.12
Tibial Component 00-5980-47-01,C1776,5810.08
Tibial Component 5980-37-01,C1776,7162.53
Tibial Component 5980-37-02,C1776,4588.59
Tibial Component 5980-47-02,C1776,4730.55
Tray Cruciate Biomet 71mm,C1776,6282.65
Tray Humeral Reverse 44mm,C1776,8055.75
Tray Tibial Oxford Uni A Rm,C1776,8331.59
Vanguard Cr Tib Brng 13x63/67,C1776,2746.46
Versa-dial/comp Ti Std Taper,C1776,858.55
Implant Finger Joint,C1776,1688.59
Stem Femoral 7845,C1776,9874.99
Bearing Hum 44-36 +3 Xl-115364,C1776,4326.87
Bearing Humeral 44-36Mm +3,C1776,6688.92
Bearing Humeral Std 44-36Mm,C1776,6688.92
Bearing Humeral44-36Diam,C1776,8918.56
Bearing Tibial Vngrd Ant 10X63,C1776,3237.67
Comp Mcp Distal 40,C1776,5821.84
Component Fem 65Lt Cp113619,C1776,36050.13
Component Femoral Ps 55Mm Left,C1776,12391.17
Component Femoral Size-G Rt,C1776,7133.14
Femoral Rt 68Mm 181904,C1776,12391.17
Head Femoral 40Mm +0,C1776,3976.62
Head Femoral Cer 12/14 36Mm,C1776,8095.91
Hip Cemented Bipolar/Unipolar,C1776,11105.49
Hip Hybrid,C1776,17085.37
Hip Porous,C1776,23492.38
Hip Porous Bipolar/Unipolar,C1776,12814.02
Knee Sigma Cemented Fixed,C1776,17085.37
Knee Sigma Porous Fixed,C1776,19221.05
Liner Acetabular 36X52Mm,C1776,6934.95
Liner Acetabular 36X56Mm,C1776,6934.95
Liner Contin Elev 36Mm,C1776,3672.50
Liner Contin Elev 36Mm Sizejj,C1776,3672.50
Liner Contin Neutral 40Mm,C1776,3672.50
Liner Elev 32Mm Sizekk,C1776,3672.50
Liner Elev Rim 32Mm Ll,C1776,3672.50
Liner Elev Rim 36Mm Sizekk,C1776,3672.50
Liner Kk40X56 00-8751-012-40,C1776,3672.50
Rod 45Mm 11-3046,C1776,2776.38
Shaft Fibula 6Cm 400730,C1776,3100.99
Shell Contin 58Mm Ll,C1776,11870.06
Shell Contin Clustrhole 60Mm,C1776,5979.88
Shell Contin Multi-Hole 56Mm,C1776,11870.06
Shldr Anatm Inv/Rev Glen Fix,C1776,8739.17
Shldr Anatm Inv/Rev Glen Head,C1776,8021.58
Shldr Anatm Inv/Rev Hum Cup,C1776,5979.88
Shldr Anatm Inv/Rev Hum Pe,C1776,4373.85
Shoulder Anatm Inv/Rev Humeral,C1776,4373.85
Shoulder Total,C1776,32035.07
Spacer Cerv 8Mm M 6Deg,C1776,19199.68
Stem Comp Shldr 113633,C1776,17691.90
Stem Comp Shldr 15Mm 113635,C1776,17691.90
Stem Femoral 12/14 Taper,C1776,5420.33
Stem Femoral Cem/Rev 13X210Mm,C1776,21587.36
092448 Stem Femoral Tprlc 11X142Mm,C1776,7800.00
Stem Femoral W/Collar,C1776,20715.15
Stem Femoral20X160Mm,C1776,10404.99
Stem Humeral Cemented,C1776,14309.00
Stem Humeral Cemt Inv/Rev,C1776,14309.00
Stem Shoulder 12X83 113632,C1776,17691.90
Dome Patella Round 35mm,C1776,3044.62
Comp Femoral Dist XX-XM Right,C1776,49870.91
Sleeve Adptr Dist Fem Comp +5,C1776,3240.67
Sleeve Univ Fem Cemented 20mm,C1776,12900.52
Stem Universal Fluted 75x14mm,C1776,7582.70
Sleeve Metaphys Porous 53mm,C1776,13252.91
Stem Universal Fluted 75x18mm,C1776,7582.70
Tray Tibial Cemented SZ4,C1776,24112.79
Hinge Tibial Insert LPS 14mm,C1776,13592.48
Comp Fem Rotat Knee Hinge D LT,C1776,40402.63
Stem Femoral Porous 9x137mm,C1776,11541.17
Surface Articular 12mm GH,C1776,4613.05
Component Femoral Vangd PS,C1776,12391.17
Comp Femoral PT-Spec 67.5mm RT,C1776,12391.17
Stem Hip Prostalac 105mm,C1776,12115.67
Head Femoral Cer Revision,C1776,8160.40
Shell Acetab Multihole 52mm,C1776,15050.07
Femoral Comp Oxford Twinpeg Lg,C1776,16679.59
Stem Universal Fluted 75x16mm,C1776,7582.70
Bolt Femoral Sigma+2/-2 Offset,C1776,1508.85
Femoral Sigma Cement Size5 Rt,C1776,28837.98
Sleeve Femoral Univ Por 34mm,C1776,15203.85
Femoral Adapter Sigma 5Deg,C1776,10773.39
Stem Femoral 12/14 Taper Sz4,C1776,23757.21
Head Humeral Modular 24mm,C1776,5766.31
Stem Hip Sz3 150mm Rt Bowed,C1776,16828.03
Stem Humeral 01.40211.092,C1776,14309.00
Femoral Sigma Cemented Rt 2.5,C1776,28837.98
Insert Tibial Sigma RP 2.5,C1776,12945.38
Tray Tibial Rp Rev Cement Size 3,C1776,24112.79
Patella Oval Dome 3Peg 35mm,C1776,3044.62
Sleeve Femoral Univ Por 31mm,C1776,15203.85
Sleeve Metaphys Rev Por 29mm,C1776,13252.91
Shell Contin ClusterHole 62mm SizeNN,C1776,5979.88
Tibial Insert RP Sigma Sized 17.5mm,C1776,12945.38
Dome Patella Oval 3-Peg 41mm,C1776,3044.62
Femoral Sigma Cemented Size 4 Right,C1776,28837.98
Tibial Tray RP Cemented Size 4 Right,C1776,43128.81
Stem Universal Fluted 75x12mm,C1776,7582.70
Stem Humeral Cemented AS,C1776,14309.00
Cup Humeral AS Inverse/Rev +9 0deg,C1776,5979.88
Shell Continuum Acetab Porous 66mm,C1776,5979.88
Liner Neutral Contin Acetab 40mm SzPP,C1776,3672.50
Femoral Component Distal XXSmall Left,C1776,49870.91
Tibial Insert Hinge Universal XXS 21mm,C1776,13592.48
GSF Fermoral Component sz F Right,C1776,7133.14
Head Evolve 22mm,C1776,9144.95
Block Femoral Anterior Augment Size D,C1776,4245.71
Head Femoral Del Cer Rev +1.5 12-14Tap,C1776,11657.56
Liner Acetabular +4 10degree 36mm,C1776,7639.73
Stem Femoral Cemetless Rev w/collar,C1776,32227.28
Head Femoral Del Cer +12 36mm 12/14,C1776,8095.91
Femoral Adapter Sigma 7Degree,C1776,10773.39
Tray Tibial RP Revision Size 2.5,C1776,24112.79
Sleeve Meaphys MBT Revision 29mm,C1776,13252.91
Femoral RotHinge Left Small,C1776,31724.33
Tibial Insert Hinge LPS Univ Small 14mm,C1776,17565.17
Shell Acetabular Gription Rev 58mm,C1776,17545.61
Surface Articular 5994-30-14,C1776,8312.04
Stem PFC Sigma Cemented 13x30mm,C1776,4907.77
Bolt Femoral Adapter Neutral,C1776,1508.85
Tibial Insert RP Sigma Size 2.5 15mm,C1776,12945.38
Femoral TC3 Sigma Cemented 2.5 Left,C1776,28837.98
Tibial Insert RP Sigma Size 2.5 17.5mm,C1776,12945.38
Sleeve Metaphyseal Porous Rev 45mm,C1776,13252.91
Stem Centralizer Cemented 8.5mm,C1776,466.44
Cup Acetabular 20Degree 28x54mm,C1776,4337.56
Extension Stem 5988-10-16,C1776,2659.78
Component Femoral 5996-018-51,C1776,6825.78
Tray Comp Reverse Shoulder 44m,C1776,7914.80
Stem Rev Shldr Prim Mini 10mm,C1776,17691.90
Femoral Head 6 Degree 36mm +10.5mm,C1776,1575.27
Cup Acetabular 28x52mm,C1776,4337.56
Head Femoral 28mm +5 12/14 Taper,C1776,2885.71
Humeral Insert Inverse/Reverse 36-6,C1776,4373.85
Finger Implant MCP Size 40,C1776,5723.60
Finger Implant MCP Size 50,C1776,5723.60
Head Femoral,C1776,2779.09
Articular Insert Legion High-Flexion 15mm Sz 3-4,C1776,8870.51
Femoral Component Posterior Stabil Right Size 4,C1776,18865.46
Patellar Component Resurfacing 32mm,C1776,3803.64
Femoral Head Articul/Eze 28mm +1.5 12/14taper,C1776,2885.71
Cup Acetabular Endurance 20deg 28x50mm,C1776,4337.56
Cup Acetabular Endurance 20deg 28x48mm,C1776,4337.56
Cup Acetabular Endurance 20deg 28x46mm,C1776,4337.56
Tibial Insert RP TC3 Size 2.5 10mm,C1776,12945.38
Patella Oval Dome 3-Peg 32mm,C1776,3044.62
Bio-T Endodesis 6.25,C1776,1582.12
Femoral Comp LPS-FLex Size C Left,C1776,9695.95
Femoral Head Ceramic +5 36mmDIA 12/14 Taper,C1776,8095.91
Head Evolve 20mm +2,C1776,9144.95
Tibial Base Cruciate Retaining Size3 11mm Right,C1776,7218.57
Femoral Comp Cruciate Retaining Size6 Right,C1776,18726.64
Shell Gription Acetabular Revision 56mm,C1776,17545.61
Stem Femoral 12/14 Taper Straight Small 10.5mm,C1776,38336.36
Stem Femoral 12/14 Taper Straight Small 12.0mm,C1776,38336.36
Head Ceramic Femoral +5.0 32mm 12/14 Taper,C1776,7673.05
Articular Surface LPS-FLex Size GH 14mm,C1776,4613.05
Stem Humeral Fracture w/Macro Size 6mm,C1776,14492.67
Component Stem Standard 8.6mm,C1776,7953.22
Component Femoral 5752-17-02,C1776,11256.82
Surface Articular 5962-30-10,C1776,4477.83
Tibial Block Size 3 10mm Thickness,C1776,4245.71
Femoral Component Porous Size D Left,C1776,9695.95
Evolve Head 18 mm,C1776,9144.95
Femoral Head 032mm  +13 12/14 Taper,C1776,2970.29
Femoral Comp Leion Size 4 Right Constained,C1776,40390.88
Articular Insert Genesis 18mm Size 3-4 High Flexion,C1776,8495.70
Acetebular Liner 32x48mm Pinnacle Neutral,C1776,5612.54
Gripton Acetebular Shell Mulithole 48mm OD,C1776,15050.07
Femoral Head Ceramic Revision 32mm +5 12/14 Taper,C1776,11125.78
Vanguard CR Femoral 80mm Right-Interlock,C1776,8119.82
Vanguard Tibial Bearing Anterior 12x87mm,C1776,12113.52
Head 32mm Dia Cocr Mod +9mm,C1776,3869.83
Endurance Acetabular Cup 20degree 28x44mm,C1776,4337.56
TMJ System Right Fossa Component,C1776,18892.15
TMJ System Rt Mandibular 50mm,C1776,22531.33
Hip Attune Cemented Fixed,C1776,20502.45
Surface Articu 00-5962-032-12,C1776,4472.96
System Elbow Implant 909874,C1776,6394.20
Biolox Ceramic Femoral Head Revision 32mm +9,C1776,11125.78
Total Ankle Tibial Base Sz 4,C1776,16017.53
Total Ankle Talar Component Sz 4 Left,C1776,20822.79
Total Ankle Prolong Tibial Insert Sz 4,C1776,8008.77
Femoral Comp LPS Flex Size E Left,C1776,7133.14
Femoral Head 36mm +15.5 12/14 Taper,C1776,4231.19
Sigma Tibial Insert Rotating Platform Sz 5 10mm,C1776,8969.83
Sigma Femoral Posterior Stab Sz 5 Left,C1776,13149.75
Gription Acetabular Shell Revision 54mm OD 48 Liner,C1776,17545.61
Bio-Modular Shoulder 60x70mm Interlock Humeral,C1776,15231.61
Acetabular Liner GVF Polyethylene +4 10Degree,C1776,13121.56
Femoral Head ARTICUL/EZE,C1776,2883.16
Pinnacle Esc Constrained Acetabular Liner +4 28x48mm,C1776,20223.74
Smart Toe DIP Implant 11mm,C1776,3977.98
Liner Acetabular Reflection XLPE 20 degree Sz D 28mm,C1776,9548.58
Femoral Head Oxinnium 28mm +8 14/16 Taper,C1776,13243.09
Acetabular Liner +4 Neutral 32mm ID 48mm OD,C1776,6201.99
Modular Cemented Stem 13x60mm,C1776,4907.77
Tibial Tray RP Cemented Size 3 25mm,C1776,43128.81
Sleeve Adapter to Distal Femoral Comp +10mm,C1776,3240.67
Persona Femur Cemented Size 5 Left,C1776,9055.25
Persona Natural Tibia Cemented 5 deg Left Size D,C1776,4271.34
Persona All Poly Patella 32mm,C1776,1281.41
Persona Articular Surface Fixed Bearing 10mm left,C1776,3331.65
Ceramic Femoral Head Revision 36mm +12 12/14 Taper,C1776,11657.56
Component Femoral Rt 57.5,C1776,7731.03
Genesis II Resurfacing Patellar Component 41mm,C1776,5445.96
K5 Construct E1 w/ Cemented Femur,C1776,24496.15
K6 Construct E1 w/ Porous Femur,C1776,26136.34
Femoral Comop Closed Box PS Titanium 65mm Left,C1776,40415.44
Modular Finned Stem 80x10mm,C1776,2742.20
Tibial Bearing Vangrd PS 14x63/67mm,C1776,6184.91
Patella Cemented 41mm PSN,C1776,1281.41
Femur Cemented PS Left Size8 PSN,C1776,9055.25
Natural Tibia Cemented 5Deg Left SizeG PSN,C1776,4271.34
Articular Surface Fxd Bearing Left 12mm PSN,C1776,3331.65
Summit Femoral Stem Sz 3 STD 12/14 Taper,C1776,13295.84
Patella Oval Dome 3-Peg 38mm,C1776,3044.62
Ceramic Femoral Head 32mm 12/14 Taper +9,C1776,7673.05
Femoral Stem 190mm 14/14 Taper Size 3,C1776,23757.21
Stem Centralizer Cemented 10mm,C1776,466.44
Insert Trident X3 Polyethylene 36mm,C1776,9998.78
Femoral Head Ceramic V40 36mm +2.5mm,C1776,10164.08
Patella Persona Cemented 35mm 9.0mm,C1776,1281.41
Tibia Persona Cemented Stemmed 5Deg L Sze,C1776,4271.34
Femur Persona Cemented Standard L Sze6,C1776,9055.25
Articular Surface Persona 10mm L Fixed Bearing,C1776,3331.65
Articular Surface Glenoid Comp 52mm,C1776,5979.88
Humeral Stem Cemented AS 9x110,C1776,14309.00
Stem Humeral 4300-052-24,C1776,5262.97
Head Endo 57mm Versys 7818-057,C1776,2045.02
Mold Cement Femoral Knee 60mm,C1776,5304.34
K7 - Femur Cemented Patient Specific,C1776,21642.90
K8 - Patient Specific Femur w/Epoly,C1776,28365.98
Stem Shoulder System 14x83mm,C1776,17691.90
Stem Reverse Shoulder Mini 7mm,C1776,17691.90
Stem Shoulder Mini 9x83mm,C1776,17691.90
Persona PS Femur Narrow Size 6  Right,C1776,9055.25
Persona Natural Tibia 5 Degree Size E Right,C1776,4271.34
Persona Articular Surface 10mm Right,C1776,3331.65
Femoral Cemented Sigma Size 4 Left,C1776,28837.98
Tibial Insert Sigma RP Size 4 12.5mm,C1776,12945.38
Modular Head Versa-Dial Shoulder System 46x21mm,C1776,7073.34
Glenoid Base Hybrid 4mm Medium,C1776,6526.62
Sigma Femoral TC3 Size 3 Right,C1776,28837.98
Sigma Tibial Insert TC3 Size 3 17.5mm GVF,C1776,12945.38
Femur Cemented PSN PS Rt Size 7,C1776,9055.25
Femoral Stem 12/14 Neck Taper 18x160mm,C1776,9871.07
Femur AS Vega 5N Left 66.5x64.8mm,C1776,13454.73
Patella P4 35x10mm,C1776,2199.74
Gliding Surface PS T2/T2+ 10mm,C1776,3054.01
Gliding Surface PS T2/T2+ 14mm,C1776,3054.01
Femur AS Vega 6N Right 71x69.9,C1776,13454.73
Stem Legion Pressfit 14x160mm Straight,C1776,7679.88
Stem Legion Pressfit 12x160mm Straight,C1776,7679.88
Articular Insert Constrain Sz3-4 15mm,C1776,12856.74
