Mnemonic,Name,  Std Price  , Self Pay Price 
4027632,CSR-CATH FOLEY SIL 5CC 16, $17.00 , $12.75 
4027633,CSR-CATH FOLEY 20FR 5CC 2, $32.00 , $24.00 
4027634,CSR-HOOK SILS, $645.00 , $483.75 
4027635,CSR-BLADE INFERIOR TURB 2MM M4, $778.00 , $583.50 
4027638,CSR-CATH EMBOLECTOMY 80CM, $227.00 , $170.25 
4027640,CSR-CATH EMBOLECTOMY 60CM, $295.00 , $221.25 
4027643,CSR-CATH HEMOSPLIT 23CM, $831.00 , $623.25 
4027644,CSR-CATH HEMOSPLIT 27CM, $831.00 , $623.25 
4027645,CSR-CATH HEMOSPLIT 31CM, $831.00 , $623.25 
4027646,CSR-MELKER EMR CATH.6X7.5, $372.00 , $279.00 
4027647,CSR-MELKER EMR CATH 4MM, $372.00 , $279.00 
4027650,CSR-GRAFT XENFORM 6X10," $3,916.00 "," $2,937.00 "
4027670,CSR-LLETZ LOOP 15X12 MED, $67.00 , $50.25 
4027671,CSR-LLETZ LOOP 20X15 LG, $67.00 , $50.25 
4027675,CSR-GUIDEWIRE ANGLED .035, $174.00 , $130.50 
4027676,CSR-GUIDEWIRE AMPLATZ 7CM, $482.00 , $361.50 
4027677,CSR-GUIDE PIN 2.0MM W/25M, $94.00 , $70.50 
4027678,CSR-KIT GRAFT HARVESTING, $331.00 , $248.25 
4027679,CSR-GUIDE PIN DRILL TIP 2, $140.00 , $105.00 
4027680,CSR-GUIDE PIN W/SUTURE EY, $294.00 , $220.50 
4027682,CSR-SCREW CANNULATED 8X25, $342.00 , $256.50 
4027685,CSR-DRILL BIT TWIST 4MMX1, $137.00 , $102.75 
4027686,CSR-DRILL BIT TWIST 3.2MM, $137.00 , $102.75 
4027687,CSR-DRILL BIT TWIST 4.4MM, $137.00 , $102.75 
4027691,CSR-SURGICLIP PREM S-9.0, $199.00 , $149.25 
4027692,CSR-SURGICLIP PREM L-13.0, $247.00 , $185.25 
4027696,CSR-FEMORAL COMP 60MM RT," $4,607.00 "," $3,455.25 "
4027697,CSR-FEMORAL COMP 65MM RT," $4,918.00 "," $3,688.50 "
4027698,CSR-FEMORAL COMP 70MM RT," $4,918.00 "," $3,688.50 "
4027699,CSR-FEMORAL COMP 60MM LT," $4,607.00 "," $3,455.25 "
4027700,CSR-FEMORAL COMP 65MM LT," $4,918.00 "," $3,688.50 "
4027701,CSR-FEMORAL COMP 70MM LT," $4,918.00 "," $3,688.50 "
4027702,CSR-FEMORAL COMP 75MM LT," $4,918.00 "," $3,688.50 "
4027704,CSR-FEMORAL COMP 65MM RT," $5,626.00 "," $4,219.50 "
4027705,CSR-FEMORAL COMP 70MM RT," $5,626.00 "," $4,219.50 "
4027706,CSR-FEMORAL COMP 75MM RT," $4,918.00 "," $3,688.50 "
4027708,CSR-FEMORAL COMP 65MM LT," $5,626.00 "," $4,219.50 "
4027710,CSR-FEMORAL COMP 75MM LT," $5,626.00 "," $4,219.50 "
4027711,CSR-FINNED STEM 40X46MM," $1,080.00 ", $810.00 
4027718,CSR-TIBIAL BEARING 14X71/," $1,164.00 ", $873.00 
4027720,CSR-TIBIAL BEARING 10X79/," $1,126.00 ", $844.50 
4027724,CSR-TIBIAL BEARING 12X79/," $1,126.00 ", $844.50 
4027725,CSR-TIBIAL BEARING 14X79/," $1,126.00 ", $844.50 
4027736,CSR-PATELLAR BUTTON SM 31," $2,200.00 "," $1,650.00 "
4027737,CSR-PATELLAR BUTTON MED 3," $1,373.00 "," $1,029.75 "
4027738,CSR-BLADE SAW EXCURSION W, $204.00 , $153.00 
4027740,CSR-STENT URETHERAL FLUOR, $334.00 , $250.50 
4027744,CSR-WIRE KIRSCHNER60X70MM, $19.00 , $14.25 
4027745,CSR-WIRE KIRSCHNER 1.6X15, $32.00 , $24.00 
4027746,CSR-WIRE KIRSCHNER 2.0X15, $32.00 , $24.00 
4027753,CSR-BLADE DERMATOME, $560.00 , $420.00 
4027754,CSR-BLADE ENDOSCOPIC DISP, $367.00 , $275.25 
4027755,CSR-BLADE ENDO DISP (R), $349.00 , $261.75 
4027756,CSR-BASKET SEGURA 3FR, $451.00 , $338.25 
4027757,CSR-BSKET O TIP 2.4X4X120, $552.00 , $414.00 
4027758,CSR-GROSPIT 2.4X4X120, $647.00 , $485.25 
4027759,CSR-RETAINER VISCERA LG, $81.00 , $60.75 
4027763,CSR-RETAINER VISCERA LARG, $95.00 , $71.25 
4027764,CSR-RETRACTOR BARILIVER, $47.00 , $35.25 
4027765,CSR-LASER FIBER UROLASE, $884.00 , $663.00 
4027766,CSR-WASHER LIGAMENT ANCHO, $444.00 , $333.00 
4027767,CSR-SCREW LIGAMENT ANCHOR, $233.00 , $174.75 
4027768,CSR-SHUNT CAROTID PRUITT, $698.00 , $523.50 
4027772,CSR-KERATOM SLT KNFE 2.65, $70.00 , $52.50 
4027773,CSR-BONE PLUG SMALL 12MM, $384.00 , $288.00 
4027775,CSR-BONE PLUG MEDIUM 16MM, $367.00 , $275.25 
4027777,CSR-GRAFT VASCULAR GELSEA," $1,369.00 "," $1,026.75 "
4027778,CSR-GRAFT VASCULAR GELSEA, $744.00 , $558.00 
4027779,CSR-GRAFT VASCULAR GELSEA," $1,369.00 "," $1,026.75 "
4027780,CSR-GRAFT VASCULAR GELSEA, $744.00 , $558.00 
4027781,CSR-GRAFT VASCULAR GELSEA," $1,241.00 ", $930.75 
4027782,CSR-GRAFT VASCULAR GELSEA," $1,313.00 ", $984.75 
4027783,CSR-GRAFT GELSOFT 12X30, $564.00 , $423.00 
4027784,CSR-GRAFT VASCULAR GELSEA, $953.00 , $714.75 
4027786,CSR-GRAFT VASC 47MM/35CM," $1,245.00 ", $933.75 
4027788,CSR-HARMON SHEAR CVD 5 MM, $836.00 , $627.00 
4027789,CSR-KNIFE CARPAL TUNNEL T, $164.00 , $123.00 
4027790,CSR-KNIFE CARPAL TUNNEL R, $164.00 , $123.00 
4027791,CSR-BRACE CLAV FOAM STP C, $30.00 , $22.50 
4027793,CSR-BRUSH BONE FEMORAL, $61.00 , $45.75 
4027796,CSR-BLADE SAW ACCU-CUT 19, $324.00 , $243.00 
4027798,CSR-ELECTRODE BALL TIP 2F, $287.00 , $215.25 
4027799,CSR-ELECTRODE BALL 3 MM, $93.00 , $69.75 
4027800,CSR-ELECTRO CUT LOOP 24FR, $310.00 , $232.50 
4027801,CSR-ELECTRODE KNIFE 24FR, $377.00 , $282.75 
4027802,CSR-ELECTRODE VAPORTOME, $420.00 , $315.00 
4027803,CSR-ELECTRODE ROLLER BALL, $379.00 , $284.25 
4027804,CSR-ELECTRODE ROLLER BAR, $350.00 , $262.50 
4027805,CSR-ELECTRODE VAPORIZATIO, $435.00 , $326.25 
4027806,CSR-CORD ACTIVE DISPOSABL, $102.00 , $76.50 
4027807,CSR-ELECT FETAL SCAL 2100, $13.00 , $9.75 
4027810,CSR-KRONNER MANIPUJECTOR, $133.00 , $99.75 
4027815,CSR-PROST FEMORAL HEMI-HI, $936.00 , $702.00 
4027816,CSR-COMPRESS OPEN/SM EXT, $955.00 , $716.25 
4027817,CSR-CLMP SM EXT FIX4./2.5, $646.00 , $484.50 
4027818,CSR-CLAMP 4.0/2.5 MM, $618.00 , $463.50 
4027819,CSR-CLAMP TITAN TUBE/TUBE, $976.00 , $732.00 
4027820,CSR-CLAMP RING TO ROD," $1,100.00 ", $825.00 
4027821,CSR-CLAMP ADJUST WIRE/PIN, $976.00 , $732.00 
4027822,CSR-CLAMP 4.0 X 4.0 MM, $618.00 , $463.50 
4027823,CSR-CLAMP FOGARTY HYDRAJA, $117.00 , $87.75 
4027824,CSR-CATH FOGAR IRR 10F-23, $100.00 , $75.00 
4027825,CSR-CLAMP ADJUSTAB 4.0 MM," $1,479.00 "," $1,109.25 "
4027826,CSR-ELECTRODE EXTENSION 3, $159.00 , $119.25 
4027827,CSR-ELECTRODE NEEDLE, $6.00 , $4.50 
4027828,CSR-CLAMP HOLDING 1.6 MM, $874.00 , $655.50 
4027829,CSR-CLAMP CONNECT 3.0X3.0, $825.00 , $618.75 
4027830,CSR-CLAMP HOLDER, $328.00 , $246.00 
4027831,CSR-LENS 5MM 30 DEGREE,, $-   
4027831B,CSR-LENS 5MM 30 DEGREE, $24.00 , $18.00 
4027832,CSR-LENS INTRAO-POST CHIR, $482.00 , $361.50 
4027833,CSR-LENS INTRAOCULAR-POST, $394.00 , $295.50 
4027834,CSR-LENS INTRAOCULAR-ANTE, $350.00 , $262.50 
4027835,CSR-LENS INTRAOCULAR POST, $342.00 , $256.50 
4027836,CSR-LENS INTRAOCULA ALCON, $392.00 , $294.00 
4027837,CSR-SUTURE ENDOKNOT SZ 0, $278.00 , $208.50 
4027838,OR-SUTURE MS 3/0, $12.00 , $9.00 
4027851,CSR-TUBING HEATED INSUFFL, $277.00 , $207.75 
4027852,CSR-TUBING 1X DYE INJECTI, $24.00 , $18.00 
4027854,CSR-TUBING UROPUMP, $538.00 , $403.50 
4027855,CSR-TRACH TUBE 6 X DIS LE, $301.00 , $225.75 
4027856,CSR-TRACH TUBE 6 X PRX LE, $301.00 , $225.75 
4027857,CSR-TRACH TUBE 8 X DIS LE, $301.00 , $225.75 
4027858,CSR-TRACH TUBE 8 X PRX LE, $301.00 , $225.75 
4027862,CSR-SURGI KIT INSTRUMENT, $14.00 , $10.50 
4027863,CSR-FILTER AIRSAFE PRE-FI, $88.00 , $66.00 
4027865,CSR-FILTER CHARCOAL ODOR, $320.00 , $240.00 
4027866,CSR-FIBER 600 MICRO SIDE, $420.00 , $315.00 
4027867,CSR-DRAIN FLAT JACKSON PR, $26.00 , $19.50 
4027869,CSR-ELECTR RED DOT/2660-5, $5.00 , $3.75 
4027870,CSR-MESH PROLENE 2 1/2X4, $310.00 , $232.50 
4027871,CSR-MESH SURGIPRO 4 X 6, $176.00 , $132.00 
4027880,CSR-INST SURGINEEDLE 150M, $82.00 , $61.50 
4027881,CSR-ELECTRODE LPS, $441.00 , $330.75 
4027889,CSR-STAPLER PREM MF TA30-," $1,099.00 ", $824.25 
4027890,CSR-STAPLER PREM MF TA30-, $341.00 , $255.75 
4027891,CSR-STAPLER PREM MF TA60-, $319.00 , $239.25 
4027892,CSR-STAPLER PREM MF TA60-, $329.00 , $246.75 
4027893,CSR-STAPLER PREM MF TA90-, $348.00 , $261.00 
4027894,CSR-STAPLER PREM MF TA90-," $1,227.00 ", $920.25 
4027895,CSR-STAPLER PREM MF DLU T, $196.00 , $147.00 
4027896,CSR-STAPLER PREM MF DLU T, $196.00 , $147.00 
4027897,CSR-STAPLER PREM MF DLU T, $218.00 , $163.50 
4027898,CSR-STAPLER PREM MF DLU T, $211.00 , $158.25 
4027899,CSR-STAPLER MF GIA 60-3.8, $347.00 , $260.25 
4027901,CSR-STAPLER MF GIA 80-4.8, $479.00 , $359.25 
4027903,CSR-STAPLER MF DLU GIA 60, $189.00 , $141.75 
4027906,CSR-STAP ENDO GIA 45- 2.0, $365.00 , $273.75 
4027907,CSR-STAP ENDO GIA 45- 3.5, $476.00 , $357.00 
4027908,CSR-ENDOST SUT 3/0 170004, $102.00 , $76.50 
4027910,CSR-ENDOS PS3/0 48 170071, $96.00 , $72.00 
4027911,CSR-PLATE COLLES FRACTURE," $1,021.00 ", $765.75 
4027912,CSR-STAPLER ROTICULATOR 5, $567.00 , $425.25 
4027913,CSR-STAPLER RELOAD 60-2.5, $284.00 , $213.00 
4027914,CSR-SURGICLIP PREM M-11.5, $228.00 , $171.00 
4027915,CSR-QUICK CLIP 2/SZ 2.8MM, $641.00 , $480.75 
4027916,CSR-STAPLER PURSESTRING I, $273.00 , $204.75 
4027917,CSR-STAPLER PROTRACK 5MM, $598.00 , $448.50 
4027918,CSR-BLUNT PORT 5-12, $288.00 , $216.00 
4027920,CSR-BLADE TITAN SPIRAL 95, $881.00 , $660.75 
4027921,CSR-BLUNTPORT 5-12MM, $285.00 , $213.75 
4027922,CSR-LCK SLEEVE TITAN 110, $584.00 , $438.00 
4027923,CSR-STAPLER RELOAD GIA 60, $270.00 , $202.50 
4027924,CSR-STAPLER RELOAD EN 4.8, $199.00 , $149.25 
4027925,CSR-GUIDEWIRE SEN DUAL 3C, $291.00 , $218.25 
4027926,CSR-GUIDE PLATE PTFE J038, $490.00 , $367.50 
4027927,CSR-GUIDEWIRE LUB FLEX038, $152.00 , $114.00 
4027928,CSR-STPL ENDO-GIA 60-4.8, $372.00 , $279.00 
4027929,CSR-STPL END GIA II 30.25, $350.00 , $262.50 
4027935,CSR-STAPLER ENDO MF GIA 3, $533.00 , $399.75 
4027936,CSR-STP END GIA II 30-2.0, $583.00 , $437.25 
4027945,CSR-STAPLER CIRCULAR HEMO, $856.00 , $642.00 
4027947,CSR-UCEZ ANTI FOG PREM, $35.00 , $26.25 
4027950,CSR-INST ENDO MIN SHR 5MM, $319.00 , $239.25 
4027951,CSR-INST ENDO MINI SHEARS, $273.00 , $204.75 
4027953,CSR-BAG INF-SURG PRES INF, $55.00 , $41.25 
4027954,CSR-INST ENDO RETRACT 10M, $333.00 , $249.75 
4027960,CSR-GFT PATELLA HEMI FROZ," $3,321.00 "," $2,490.75 "
4027961,CSR-GRAFT THIN WALL 8X70," $1,538.00 "," $1,153.50 "
4027962,CSR-GRAFT STEPPED CFLEX 4," $1,583.00 "," $1,187.25 "
4027963,CSR-GRFT SURG GOLD HERNIA," $1,534.00 "," $1,150.50 "
4027964,CSR-GRAFT CENTERFLEX 6MMX," $1,276.00 ", $957.00 
4027965,CSR-GRAFT THINWALL FLEX 6," $1,989.00 "," $1,491.75 "
4027966,CSR-GRAFT THINWALL FLEX 8," $1,884.00 "," $1,413.00 "
4027967,CSR-GFT VASCUL 4-7MM-35CM, $976.00 , $732.00 
4027968,CSR-GFT ST VENOF 6MMX50CM," $1,245.00 ", $933.75 
4027969,CSR-GFT GELSOFT 20MMX25CM, $564.00 , $423.00 
4027970,CSR-GFT STEPPED 47MMX20CM," $1,590.00 "," $1,192.50 "
4027971,CSR-GFT STEPPED 47MMX25CM," $1,590.00 "," $1,192.50 "
4027972,CSR-GFT STEPPED 47MMX30CM," $1,432.00 "," $1,074.00 "
4027973,CSR-GFT STEPPED 47MMX35CM," $1,373.00 "," $1,029.75 "
4027974,CSR-GFT TAPER SHRT 40-7.4," $1,126.00 ", $844.50 
4027975,CSR-GFT GELSOFT BIFU 12X6," $1,313.00 ", $984.75 
4027976,CSR-GFT GELSOFT BIFU 14X7," $1,313.00 ", $984.75 
4027977,CSR-GFT GELSOFT 18MMX25CM, $564.00 , $423.00 
4027978,CSR-GFT ACHILLES TD W/CAL," $6,480.00 "," $4,860.00 "
4027979,CSR-GFT FASCIA LT FZD XLG, $962.00 , $721.50 
4027980,CSR-GOLD HERNIA REP 13X22," $2,084.00 "," $1,563.00 "
4027981,CSR-SLEEVE ARM LATERAL TRACTIO, $249.00 , $186.75 
4027982,CSR-SYSTEM FIBULOCK IMP STERIL," $2,520.00 "," $1,890.00 "
4027983,CSR-NAIL FIBULA 3.8X180MM LEFT," $10,782.00 "," $8,086.50 "
4027984,CSR-REAMER CANNUL 4.0MM LONG S, $648.00 , $486.00 
4027985,CSR-SCREW BONE 2.7X14MM S, $360.00 , $270.00 
4027986,CSR-SCREW BONE 2.7X16MM S, $360.00 , $270.00 
4027988,CSR-PIN HEMORRHAGE OCC7MM, $722.00 , $541.50 
4027989,CSR-PIN RUSH MEDULLARY 4., $282.00 , $211.50 
4027990,CSR-LCK BOLT T 4.9 X 30MM, $450.00 , $337.50 
4027991,CSR-LCK BOLT T 4.9 X 34MM, $450.00 , $337.50 
4027992,CSR-LCK BOLT T 4.9 X 38MM, $450.00 , $337.50 
4027993,CSR-LCK BOLT T 4.9 X 40MM, $486.00 , $364.50 
4027994,CSR-LCK BOLT T 4.9 X 46MM, $486.00 , $364.50 
4027995,CSR-LCK BOLT T 4.9 X 48MM, $486.00 , $364.50 
4027996,CSR-LCK BOLT T 4.9 X 52MM," $1,055.00 ", $791.25 
4027997,CSR-LCK BOLT T 4.9 X 54MM, $349.00 , $261.75 
4028000,CSR-BAG URO CATCHER STERI, $63.00 , $47.25 
4028001,CSR-GFT GELSOFT 12MMX30CM, $842.00 , $631.50 
4028002,CSR-GFT GELSOFT 14MMX30CM, $842.00 , $631.50 
4028003,CSR-GFT GELSOFT 16X8X45CM," $1,160.00 ", $870.00 
4028004,CSR-STENT DIVERSION URINA, $397.00 , $297.75 
4028005,CSR-STENT DIVERSION URINA, $444.00 , $333.00 
4028006,CSR-GFT GELSOFT 18X9X45CM," $1,160.00 ", $870.00 
4028007,CSR-GT GELSOFT 22X11X45CM," $1,160.00 ", $870.00 
4028008,CSR-STENT PERCUFLEX 6FR, $490.00 , $367.50 
4028009,CSR-STENT PERCUFLEX 7FR34, $490.00 , $367.50 
4028010,CSR-CATH COBRA ANGLE OPEN, $81.00 , $60.75 
4028011,CSR-STENT PERCUFLEX 7FR32, $490.00 , $367.50 
4028012,CSR-STENT TAIL PLUS 7X30C, $490.00 , $367.50 
4028013,CSR-PROBE ELECTRO LITHOTR, $421.00 , $315.75 
4028014,CSR-CATH LITHOTRIPSY 65CM, $75.00 , $56.25 
4028015,CSR-PROBE SKIN TEMP DISP, $35.00 , $26.25 
4028016,CSR-PROBE TEMP ES REC 12F, $19.00 , $14.25 
4028017,CSR-SHEATH PENTEX FLEXIBL, $73.00 , $54.75 
4028018,CSR-STENT URET RESON 24CM 6FR," $3,476.00 "," $2,607.00 "
4028019,CSR-SHEATH URETERAL 12-14, $385.00 , $288.75 
4028020,CSR-SEAL SCOPE WARMR DISP, $21.00 , $15.75 
4028021,CSR-SUT 2/0 GS11GR CD443, $6.00 , $4.50 
4028023,CSR-SUT 3/0 C14/CE6SP684G, $9.00 , $6.75 
4028024,CSR-SUT 5/0 PC11 SP 1635G, $12.00 , $9.00 
4028025,CSR-SUT 5/0 P11 SS 1678G, $13.00 , $9.75 
4028026,CSR-SUT 6/0 P10 UD SL1625, $13.00 , $9.75 
4028027,CSR-SUT 6/0 PC13 BLSP1617, $13.00 , $9.75 
4028028,CSR-TVT IMPLANT DEV DISP," $2,715.00 "," $2,036.25 "
4028030,CSR-STENT POLARIS LO 7X28, $489.00 , $366.75 
4028031,CSR-STENT POLARIS LO 7X26, $489.00 , $366.75 
4028032,CSR-STENT POLARIS LO 7X24, $489.00 , $366.75 
4028033,CSR-STENT URET RESON 22CM 6FR," $3,476.00 "," $2,607.00 "
4028034,CSR-SUTURE MAXON 1, $10.00 , $7.50 
4028035,CSR-SUTURE MAXON 2/0, $10.00 , $7.50 
4028048,CSR-BLANKET BODY WARMER S,, $-   
4028048B,CSR-BLANKET BODY WARMER SMALL, $42.00 , $31.50 
4028050,CSR-INSUFLAT FILTER W/TUB, $23.00 , $17.25 
4028052,CSR-ARCH BAR, $88.00 , $66.00 
4028053,CSR-SYRINGE NAC L 3CC, $89.00 , $66.75 
4028054,CSR-KIT ACC PORT LOW PROF," $1,303.00 ", $977.25 
4028055,CSR-WATERBUG FLOOR SUCTIO, $105.00 , $78.75 
4028056,CSR-BUR WIRE PASS 2.0 X19, $131.00 , $98.25 
4028057,CSR-TUBE VENT BUTTERFLY S, $83.00 , $62.25 
4028058,CSR-BUR ROUND CUTTING 5.0, $143.00 , $107.25 
4028059,CSR-BUR ROUND FLUTED 5.0, $381.00 , $285.75 
4028060,CSR-INTRODUCER 8FR, $193.00 , $144.75 
4028061,CSR-BUR BARREL 12 FLUTE-R, $82.00 , $61.50 
4028062,CSR-TIBIAL BASEPLATE #1," $6,120.00 "," $4,590.00 "
4028063,CSR-TIBIAL BEAR INSERT 1X9MM," $3,600.00 "," $2,700.00 "
4028064,CSR-IVAS ELITE BI PED 15MM 11G," $10,440.00 "," $7,830.00 "
4028065,CSR-CANNULA PARTIALLY TREADED, $90.00 , $67.50 
4028070,CSR-CATH BRONCHO LEFT END, $279.00 , $209.25 
4028072,CSR-BUTTON NASAL SEPTAL 3, $393.00 , $294.75 
4028073,CSR-BUTTON CERCLAGE 3.5MM, $267.00 , $200.25 
4028074,CSR-BUTTON CERCLAGE 4.5MM, $286.00 , $214.50 
4028075,CSR-PIN CERCLAGE POSITION, $366.00 , $274.50 
4028079,CSR-TEMP TREND INDICATOR, $5.00 , $3.75 
4028081,CSR-CATH ANGIOGR ST 5/65, $103.00 , $77.25 
4028082,CSR-CATH BRONC/DBL LUMEN, $277.00 , $207.75 
4028083,CSR-BAG DECANTER, $7.00 , $5.25 
4028084,CSR-BAG BELLY URINE, $67.00 , $50.25 
4028085,CSR-CATH BRONCHO LEFT END, $277.00 , $207.75 
4028086,CSR-NUDERM BORDERED 2X2, $7.00 , $5.25 
4028087,CSR-NUDERM BORDERED 4X4, $14.00 , $10.50 
4028090,CSR-NEOGUARD PROBE 1/4501, $28.00 , $21.00 
4028091,CSR-DOUBLE STICK DISCS, $-   , $-   
4028094,CSR-TUBE TRACH NCC MICRO, $48.00 , $36.00 
4028098,CSR-TUBE TRACH NCC MICRO, $46.00 , $34.50 
4028099,CSR-IONTO PATCH 80MA, $33.00 , $24.75 
4028100,CSR-IONTO+PLUS ELECT 1.5C, $27.00 , $20.25 
4028101,CSR-IONTO+PLUS ELECT 2.5C, $28.00 , $21.00 
4028102,CSR-VELCRO ALISTRAP 1 1/2, $201.00 , $150.75 
4028103,CSR-GENTLE STIM 2X2, $5.00 , $3.75 
4028104,CSR-SHOULDER PULLEY HOME, $38.00 , $28.50 
4028105,CSR-COLDPAC OVER SIZE, $110.00 , $82.50 
4028106,CSR-WRAP SHOULDER ELASTO, $321.00 , $240.75 
4028107,CSR-GRAFT VENFORM 8X12," $5,540.00 "," $4,155.00 "
4028110,CSR-CATHETER LAP CHOLE, $281.00 , $210.75 
4028111,CSR-CABLE PSA DISP, $105.00 , $78.75 
4028112,CSR-INTRODUCER HEMOSTATIC 7FR, $175.00 , $131.25 
4028113,CSR-LEAD DEXTRUS IS-1 53CM," $1,748.00 "," $1,311.00 "
4028114,CSR-BI-V ICD," $13,980.00 "," $10,485.00 "
4028118,CSR-ENDO GIA UNIVS X LONG, $484.00 , $363.00 
4028120,CSR-ENDO MINI SHEAR-R, $98.00 , $73.50 
4028122,CSR-SUTURE PS 0 30 VIO G, $7.00 , $5.25 
4028123,CSR-MIC GASTROSTOMY FEED 20FR, $109.00 , $81.75 
4028124,CSR-MIC GASTROSTOMY FEED 22FR, $109.00 , $81.75 
4028142,CSR-CLIP APPLIR MED/LG 10, $340.00 , $255.00 
4028143,CSR-APPLIER ENDO CLIP II, $334.00 , $250.50 
4028144,CSR-APPLR ENDOCLI 10MM XL, $340.00 , $255.00 
4028145,CSR-APPL CHLORAPREP 10.5, $17.00 , $12.75 
4028146,CSR-CONVEEN PREP COLL REG, $4.00 , $3.00 
4028147,CSR-COLONIC BALLOON DILAT, $577.00 , $432.75 
4028148,CSR-RADIAL JAW 3 COLD BIO, $24.00 , $18.00 
4028149,CSR-SYSTEM LAP-BAND 9.75," $6,990.00 "," $5,242.50 "
4028150,CSR-SYSTEM LAP-BAND 10.0," $6,990.00 "," $5,242.50 "
4028151,CSR-NAIL TIBIAL TI CANN S8X300," $1,832.00 "," $1,374.00 "
4028152,CSR-TI END CAP TIBIAL NAIL 0MM, $977.00 , $732.75 
4028156,CSR-NEEDLE TIP R, $24.00 , $18.00 
4028157,CSR-V-STP INSU NDLE 14REG, $93.00 , $69.75 
4028158,CSR-NEEDLE V-STEP LONG, $93.00 , $69.75 
4028159,CSR-NEEDLE PORT NEEDLE, $47.00 , $35.25 
4028160,CSR-KIT TUBING ACCESSORY, $394.00 , $295.50 
4028161,CSR-KIT ACCESS PORT," $1,216.00 ", $912.00 
4028162,CSR-KIT ACC PORT LOW PROF," $1,073.00 ", $804.75 
4028163,CSR-KIT LAP HERNIA, $839.00 , $629.25 
4028167,CSR-INSTRUMENT ENDO STITC, $399.00 , $299.25 
4028169,CSR-STONE BASKET 4FR 8MM, $356.00 , $267.00 
4028170,CSR-STONECONE NIT 3FR 7MM, $595.00 , $446.25 
4028171,CSR-BEARING LIPPED 14MMX71/75," $7,020.00 "," $5,265.00 "
4028172,CSR-NEXGEN TM AGMT PATELLA 20M," $21,420.00 "," $16,065.00 "
4028173,CSR-CUFF DUAL PORT SGL BLAD 44, $120.00 , $90.00 
4028174,CSR-CUFF DUAL PORT SGL BLAD 24, $97.00 , $72.75 
4028175,CSR-CUFF DUAL PORT SGL BLAD 18, $87.00 , $65.25 
4028176,CSR-LITHOVUE REVERSE DEFLECTIO," $5,400.00 "," $4,050.00 "
4028193,CSR-ENDO CLOSE, $120.00 , $90.00 
4028194,CSR-SET THERMABLATOR (R)," $1,390.00 "," $1,042.50 "
4028197,CSR-PACK LAP CHOLE CUSTOM, $197.00 , $147.75 
4028198,CSR-PACK LAP CHOLE (SUB), $160.00 , $120.00 
4028199,CSR-PACK ANTERIOR VITRECT, $367.00 , $275.25 
4028201,CSR-BIOPSY OVAL CUP R, $220.00 , $165.00 
4028202,CSR-GLIDEWIRE STRAIGHT TI, $282.00 , $211.50 
4028203,CSR-PACK PHACO DELUXE 30,, $-   
4028203B,CSR-PACK PHACO DELUXE 30, $336.00 , $252.00 
4028210,CSR-GUIDE WIRE TREAD 2.8, $173.00 , $129.75 
4028211,CSR-SUTURE SP 6/0 BL CV-1, $21.00 , $15.75 
4028212,CSR-GUIDEWIRE SURETAC 8MM, $23.00 , $17.25 
4028213,CSR-GUIDEWIRE THREAD 3.2, $321.00 , $240.75 
4028214,CSR-GUIDEWIRE 1.1X15 NITI, $195.00 , $146.25 
4028215,CSR-GLIDEWIRE ST.FLEX SHA, $174.00 , $130.50 
4028216,CSR-T FIX SUTURE BAR ST 1, $222.00 , $166.50 
4028218,CSR-GUIDE WIRE 3.2MM 400M, $319.00 , $239.25 
4028219,CSR-SUTURE 3-0 SURGIGUT C, $7.00 , $5.25 
4028221,CSR-CANNULA CLEAR TRAC, $68.00 , $51.00 
4028222,CSR-CANNULA UNIVER TROCAR, $70.00 , $52.50 
4028223,CSR-CANNULA CLEAR THREADE, $68.00 , $51.00 
4028224,CSR-KIT CLEAR TRAC CANNUL, $73.00 , $54.75 
4028225,CSR-KIT CANNULA 5X76 R, $60.00 , $45.00 
4028228,CSR-SURETEC II W/SPIKES, $505.00 , $378.75 
4028230,CSR SUTURE SN626 4-0 MONO, $6.00 , $4.50 
4028234,CSR-SUTURE MS 3/0 30 BLK, $6.00 , $4.50 
4028238,CSR SUTURE SN-628 2-0 MON, $6.00 , $4.50 
4028239,CSR SUTURE CL-810 3-0 POL, $7.00 , $5.25 
4028240,CSR-SUCT SHEATH VAPR 3.5M, $94.00 , $70.50 
4028241,CSR-SUCTION POOLE SURGICA, $10.00 , $7.50 
4028242,CSR-SUTURE SN-660 6-0 MON, $6.00 , $4.50 
4028246,CSR-SUTURE SN661 5-0 MONO, $16.00 , $12.00 
4028250,CSR-SUTURE SN-662 4-MONOSOF, $16.00 , $12.00 
4028251,CSR-SUTURE SP 1 60 BL GS, $13.00 , $9.75 
4028254,CSR SUTURE SN-663 3-0 MON, $6.00 , $4.50 
4028258,CSR SUTURE SN-664 2-0 MON, $34.00 , $25.50 
4028259,CSR-CATH STRETTA 3CM 65CM," $1,975.00 "," $1,481.25 "
4028260,CSR-GUIDEWIRE STRETTA 260, $280.00 , $210.00 
4028261,CSR-VALVE PRESSURE RELIEF, $103.00 , $77.25 
4028264,CSR-CATHETER TESIO RIGHT, $796.00 , $597.00 
4028265,CSR-CATH CYSTOSTOMY 12 FR, $266.00 , $199.50 
4028266,CSR-FOLEY 16FF 5CC 2-WAY, $33.00 , $24.75 
4028267,CSR SUTURE VP833 2-0 SURG, $18.00 , $13.50 
