Price List: SE Health Stoddard County Price List,,
Service Name,Procedure Code,Price ($)
RA FACTOR QN,86431,47.00
TB TEST CMIA,86480,150.00
RPR QL,86592,100.00
ASPERGILLUS AB QL,86606,40.00
BACTERIUM AB NOS QL,86609,45.00
BARTONELLA AB QL,86611,242.00
BLASTOMYCES AB QL,86612,34.00
LYME DIS AB CONF,86617,73.00
LYME DISEASE AB QL,86618,263.00
CANDIDA AB QL,86628,91.00
CHLAMYDIA AB QL,86631,100.00
CHLAMYDIA AB IGM,86632,100.00
COCCIDIOIDES AB QL,86635,71.00
CMV AB IGG QL,86644,141.00
CMV AB IGM,86645,139.00
DIPHTHERIA AB QL,86648,120.00
EBV EARLY AB QL,86663,19.00
EBV NUCLEAR AB QL,86664,261.00
EBV CAPSID AB QL,86665,261.00
EHRLICHIA AB QL,86666,156.00
EHRLICHIA ANTIBODY PANEL X 4,86666,624.00
FRANCISELLA AND ULARENSIS ANTI PANEL X 2,86668,114.00
FUNGUS NOT SPECIFIED,86671,372.00
TETANUS AB QL,86674,61.00
H PYLORI AB QL,86677,177.00
H INFLUENZA AB QL,86684,120.00
HTLV/HIV CONF TEST,86689,231.00
HSV TYPE 1 AB QL,86695,155.00
HSV TYPE 2 AB QL,86696,133.00
HISTOPLASMA AB QL,86698,128.00
HIV-1 AB QL,86701,154.00
HEP B CORE AB TOTAL,86704,30.00
HEP B CORE AB IGM,86705,17.00
HEP B SURFACE AB QL,86706,199.00
HEPATITIS BE ANTIBOD,86707,13.00
HEP A AB TOTAL,86708,101.00
HEP A AB IGM,86709,15.00
LEGIONELLA AB QL,86713,51.00
LYMPHO CHORIOM AB QL,86727,99.00
MUMPS AB IGG,86735,125.00
MUMPS AB IGM,86735,125.00
MYCOPLASMA AB QL,86738,37.00
PARVOVIRUS AB QL,86747,175.00
EBABESIA MICROTI ANTIBODY PANEL X 2,86753,135.00
PROTOZOA AB NOS QL,86753,152.00
RSV AB QL,86756,182.00
RICKETTSIA AB QL,86757,86.00
ROCKY MOUNTAIN SPOTTED FEVER IGM,86757,86.00
RUBELLA AB QL,86762,112.00
RUBEOLA AB QL,86765,55.00
TOXOPLASMA AB QL,86777,80.00
TOXOPLASMA AB IGM,86778,80.00
FTA-ABS,86780,97.00
VARICELLA ZOSTER AB,86787,237.00
WEST NILE AB IGM,86788,169.00
WEST NILE AB QL,86789,169.00
VIRUS AB NOS QL,86790,353.00
THYROGLOBULIN AB QL,86800,115.00
HEP C AB QL,86803,205.00
HLA TYPING,86812,331.00
BB ANTIBODY SCREEN,86850,108.00
AB ELUTION RBC,86860,109.00
AB ID RBC,86870,202.00
BB COOMBS DIRECT,86880,52.00
COOMBS INDIRECT QL,86885,34.00
BB ABO,86900,49.00
BB RH,86901,50.00
AG SCR REAGENT EA,86902,377.00
AG SCR PT SERUM EA,86904,331.00
RBC AG,86905,67.00
RH PHENOTYPE,86906,112.00
BB CROSSMATCH AHG,86922,139.00
FFP THAW EACH UNIT,86927,58.00
IRRADIATION,86945,236.00
PRETREAT RBC INC CHM,86970,248.00
PRETREAT RBC INC ENZ,86971,41.00
PRETREAT RBC DENS,86972,118.00
PRETREAT SRM DIFF,86978,307.00
CULTURE BLOOD,87040,128.00
CULTURE AEROBIC,87070,184.00
CULTURE SPUTUM,87070,184.00
CULTURE ANAEROBIC,87075,227.00
ANAEROBIC ORG ID,87076,180.00
CULTURE AEROBIC ID,87077,98.00
AEROBIC ORG ID,87077,98.00
CULTURE PRESUMP SCR,87081,84.00
CLO TEST,87081,113.00
CULTURE UR W COLONY,87086,135.00
BACTERIAL ID UR,87088,135.00
CULTURE FUNGUS SKIN,87101,165.00
CULTURE FUNGUS OTHER,87102,201.00
FUNGUS ID YEAST,87106,147.00
MYCOPLASMA PNEUMO CU,87109,83.00
CULTURE ACID FAST,87116,185.00
O & P,87177,112.00
SENSITIVITY ENZ DET,87185,14.00
CULTURE SENSITIVITY,87186,67.00
SENSITIVITY DISK,87186,67.00
SUSCEPTIBILITY YEAST,87186,183.00
CULTURE ADDITIONAL SENSITIVITY,87187,56.00
GRAM NEG SUSCEPTIBIL,87187,56.00
GRAM STAIN,87205,87.00
ACID FAST SMEAR,87206,64.00
SMEAR LEISHMANIA,87207,46.00
WET PREP,87210,87.00
KOH PREP,87220,70.00
C DIFFICILE TOXIN,87230,170.00
CULTURE VIRAL,87252,85.00
CULT VIRUS ID NONIMM,87255,95.00
CMV DFA,87271,137.00
C DIFFICILE AG EIA,87324,285.00
CRYPTO NEOFORM AG EI,87327,134.00
GIARDIA AG EIA,87329,146.00
H PYLORI AG EIA STL,87338,280.00
H PYLORI AG EIA,87339,107.00
HEP B SURFACE AG EIA,87340,154.00
HEPATITIS BE ANTIGEN,87350,11.00
INFLUENZA A OR B AG,87400,113.00
ROTAVIRUS AG EIA,87425,250.00
STREP A AG EIA,87430,65.00
AG DETECT NOS EIA ML,87449,139.00
LEGIONELL PNEUMO UR,87449,203.00
CHLAMYDIA PNEUMONIAE,87486,191.00
CHLAMYDIA T DNA PCR,87491,120.00
CMV PCR,87497,690.00
GI PANEL - PCR,87507,1715.00
HEPATITIS B VIRAL DNA BY PCR,87517,159.00
HEP C AMP PRB,87521,299.00
HEP C QUANT,87522,372.00
HEP C DNA,87522,216.00
HSV BY PCR,87529,417.00
HIV-1 DNA/RNA QN,87536,338.00
MYCOPLASMA PNEMONIAE,87581,191.00
GC DNA/RNA AMP PROBE,87591,120.00
RESPIRATORY PANEL-PCR,87633,906.00
STAPH A AMP PRB,87640,154.00
STAPH A METH RES A/P,87641,170.00
BORDETELLA PERTUSSIS,87798,191.00
ANAPLASMA PHAGOCYTOPHILUM BY PCR,87798,191.00
DNA/RNA AMP PRB NOS,87798,471.00
PARVO B19 DNA PCR,87798,175.00
BABESIA MICROTI BY DNA PCR,87798,191.00
DNA/RNA QN NOS,87799,696.00
BK VIRUS QUANTITATION BY PCR PLASMA,87799,696.00
INFECTIOUS AGENT DR,87900,675.00
GENOTYPE HEP C,87902,762.00
HEPATITIS C VIRUS,87902,1325.00
CYTO FWB SMEAR&INTER,88104,59.00
CYTO CONC SMR INTERP,88108,130.00
CYTO SMEAR SCR & INT,88160,62.00
CELL MARKER STUDY,88182,338.00
CELL MARKER STUDY,88182,338.00
FLOW CYTO TECH 1ST,88184,124.00
FLOW CYTO TECH ADDL,88185,112.00
FLOW CYTO INTER 9-15,88188,112.00
FLOW CYTO INTER 16+,88189,112.00
CHROMOSOME BONE MARR,88237,287.00
CHROMOSOME 20-25,88264,689.00
MOLEC CYTOGEN DNA PR,88271,274.00
I/P IN SITU HYBRID,88275,411.00
CHROM ANALY ADD KARO,88280,287.00
CYTOGEN MOLECUL I&R,88291,248.00
PATH LEVEL 1,88300,41.00
PATH LEVEL 1,88300,41.00
PATH LEVEL 2,88302,98.00
PATH LEVEL 2,88302,98.00
PATH LEVEL 3,88304,129.00
PATH LEVEL 3,88304,129.00
PATH LEVEL 4,88305,201.00
PATH LEVEL 4,88305,201.00
PATH LEVEL 5,88307,386.00
PATH LEVEL 5,88307,386.00
PATH LEVEL 6,88309,644.00
PATH LEVEL 6,88309,644.00
DECALCIFICATION,88311,19.00
DECALCIFICATION,88311,19.00
SPECIAL STAIN I,88312,88.00
SPECIAL STAIN I,88312,88.00
SPECIAL STAIN II,88313,170.00
SPECIAL STAIN II,88313,170.00
MICROSLIDE CONSULT,88323,368.00
MICROSLIDE CONSULT,88323,368.00
FROZEN SEC 1ST BLK,88331,245.00
FROZEN SEC 1ST BLK,88331,245.00
FROZEN SEC ADDL BLK,88332,78.00
FROZEN SEC ADDL BLK,88332,78.00
IMM HISTOCHEM EA AB,88342,324.00
IMM HISTOCHEM EA AB,88342,324.00
IN SITU HYBRID FISH,88365,1349.00
INSITU HYBRID AUTO,88367,839.00
INSITU HYBRID AUTO,88367,839.00
CELL CT B FL,89050,56.00
CELL CT & DIFF B FL,89051,106.00
WBC SMEAR FECAL,89055,83.00
CRYSTALS BODY FLUID,89060,20.00
SEMEN W/O HUHNER,89321,20.00
RABIES IMMUNE GLOBULIN 150UNITS/ML,90375,13025.00
ADMIN ONE VACCINE,90471,99.75
ADMIN ONE VACCINE,90471,20.00
HAVRIX VACCINE,90633,88.00
PEDVAXHIB VACCINE,90647,109.00
GARDASIL 9 VALENT VACCINE,90651,774.00
INFLUENZA HIGH DOSE AGE 65 OR GREATER,90662,194.00
PREVNAR 13 16MCG/ML,90670,676.00
RABIES VACCINE 2.5UNITS 1 ML,90675,1036.00
ROTARIX VACCINE,90681,347.00
INFLUENZA VACCINE 0.25ML 6-36 MONTH,90685,91.00
FLUARIX VACCINE 0.5 ML ADULT,90686,75.00
KINRIX VACCINE,90696,159.00
INFANRIX VACCINE,90700,71.00
MMR II VACCINE,90707,269.00
PROQUAD VACCINE,90710,803.00
IPV VACCINE,90713,1244.00
TETANUS DIPHERIA TOXOIDS 0.5ML INJ,90714,130.00
DIPHTH/PERTUSSIS(ACELL)/TETANUS VAC,90715,175.00
VARIVAX VACCINE,90716,484.00
PEDIARIX VACCINE,90723,220.00
PNEUMOCOCCAL VACCINE 25MCG INJECTION,90732,347.00
MENACTRA VACCINE,90734,452.00
ZOSTAVAX VACCINE 0.6ML,90736,938.00
ENGERIX-B VACCINE PED/ADOL,90740,47.00
RECOMBIVAX VACCINE PED/ADOL,90740,96.00
EYE EXAM NEW PATIENT-PROFEE,92002,140.00
ST SPEECH THERAPY,92507,149.00
ST SPEECH THERAPY 15-30 MIN,92507,208.00
ST SPEECH THERAPY TREATMENT,92507,313.00
ST SPEECH THERAPY 45-60 MIN,92507,417.00
ST SPEECH THERAPY 60+ MIN,92507,521.00
ST EVALUATION SPEECH,92522,255.00
ST EVALUATION SPEECH LA,92523,530.00
BEHAVIORAL AND QUALITATIVE ANALYSIS OF V,92524,265.00
ST DYSPHAGIA TX 15 MIN,92526,149.00
ST DYSPHAGIA TX 15-30 MIN,92526,208.00
ST DYSPHAGIA TX 30-45 MIN,92526,313.00
ST DYSPHAGIA TX 45-60 MIN,92526,417.00
ST EVAL VOICE PROSTHETI,92597,202.00
ST EVAL ORAL PHARYN SWALLOW,92610,200.00
ST DYSPHAGIA EVALUATION,92610,103.00
ST DYSPHAGIA EVAL 15-30 MIN,92610,155.00
ST DYSPHAGIA EVAL 30-45 MIN,92610,180.00
ST DYSPHAGIA EVAL 45-60 MIN,92610,206.00
ST DYSPHAGIA EVAL 60+ MIN,92610,232.00
ST FLX F/O ENDO EVAL,92612,200.00
ST EVAL AUDIT REHAB,92626,250.00
CPR,92950,706.00
CPR 0-15 MIN,92950,427.00
CPR 15-30 MIN,92950,530.00
CPR 30-45 MIN,92950,711.00
HEART/LUNG RESUSCITATION CPR-PROFEE,92950,562.00
TEMP EXT PACING,92953,427.00
CARDIOVERSION ELECTRIC EXT-PROFEE,92960,324.00
EKG,93005,185.00
ELECTROCARDIOGRAM,93005,99.00
STRESS TEST,93017,650.00
PB STRESS TEST,93017,160.00
HOLTER MINI PO H/U,93225,510.00
HOLTER MINI,93225,510.00
HOLTER SCANNING,93226,108.75
EVENT RECORDER H/U,93270,155.00
US ECHO 2D DOP CF CVC,93306,1325.00
US ECHO 2D DOP CF,93306,1325.00
ECHO 2D DOP CFM,93306,994.00
PB US ECHO 2D DOP CF,93306,1325.00
ECHO 2D/M MODE,93307,1095.00
PB ECHO 2D/M MODE,93307,1095.00
US ECHO LIMITED,93308,768.00
CVC US ECHO LIMITED,93308,768.00
LIMITED ECHO,93308,750.00
PB US ECHO LIMITED,93308,768.00
PB LIMITED ECHO,93308,750.00
US ECHO COLOR FLOW VEL,93325,325.00
PB US ECHO COLOR FLOW VEL,93325,325.00
CARDIAC REHAB W MON,93798,202.00
DUP CAROTID BIL,93880,699.00
US CAROTID BIL,93880,975.00
CVC US CAROTID BIL,93880,975.00
PB DUP CAROTID BIL,93880,699.00
US DUP CAROTID BIL,93880,731.00
PB US CAROTID BIL,93880,975.00
US DUP EXTRACRAN UNI,93882,412.00
PB US DUP EXTRACRAN UNI,93882,412.00
DOP EXT ART SGL LVL,93922,438.00
US DOP EXT ART UNI SGL,93922,438.00
PB DOP EXT ART SGL LVL,93922,438.00
ABI UNI,93922,438.00
PB US DOP EXT ART UNI SGL,93922,438.00
US DOP EXT ART LT SGL,93922,438.00
US DOP EXT ART RT SGL,93922,438.00
ABI,93923,1200.00
PB ABI,93923,1200.00
ABI,93923,506.00
US ART LOW EXT BIL,93925,1370.00
CVC US ART LOW EXT BIL,93925,1370.00
US DUP LOW EXT ART B,93925,638.00
PB US ART LOW EXT BIL,93925,1370.00
US DOP LOW EXT UNILA,93926,470.00
CVC US ART LOW EXT LT,93926,757.00
US ART LOW EXT LT,93926,757.00
PB US ART LOW EXT LT,93926,757.00
CVC US ART LOW EXT RT,93926,757.00
US ART LOW EXT RT,93926,757.00
PB US ART LOW EXT RT,93926,757.00
US ART UP EXT BIL,93930,1442.00
CVC US ART UP EXT BIL,93930,1442.00
PB US ART UP EXT BIL,93930,1442.00
US DUP UP EXT ART UNI,93931,721.00
PB US DUP UP EXT ART UNI,93931,721.00
CVC US ART UP EXT LT,93931,721.00
US ART UP EXT LT,93931,721.00
PB US ART UP EXT LT,93931,721.00
CVC US ART UP EXT RT,93931,721.00
US ART UP EXT RT,93931,721.00
PB US ART UP EXT RT,93931,721.00
DOPPLER EXT STUDY,93965,195.00
US DOP VEIN BIL,93965,515.00
PB US DOP VEIN BIL,93965,515.00
DUP VEIN BIL,93970,1270.00
US VEIN BIL,93970,1325.00
CVC US DUP VEIN BIL,93970,1325.00
PB DUP VEIN BIL,93970,1270.00
US VENOUS DOPP BILAT,93970,994.00
PB US VEIN BIL,93970,1325.00
DUP VEIN UNI LTD,93971,699.00
US DUP VEIN UNI RT,93971,745.00
US DUP LOW EXT ART UNI,93971,757.00
PB DUP VEIN UNI LTD,93971,699.00
US DUP VEIN UNI/LTD,93971,559.00
PB US DUP VEIN UNI RT,93971,745.00
PB US DUP LOW EXT ART UNI,93971,757.00
DUP VEIN LT LTD,93971,699.00
CVC US VEIN LT LTD,93971,745.00
US VEIN LT LTD,93971,745.00
PB DUP VEIN LT LTD,93971,699.00
PB US VEIN LT LTD,93971,745.00
DUP VEIN RT LTD,93971,699.00
CVC US VEIN RT LTD,93971,745.00
US VEIN RT LTD,93971,745.00
PB DUP VEIN RT LTD,93971,699.00
PB US VEIN RT LTD,93971,745.00
US ART/ABD/RENAL,93975,1267.00
CVC US ART/ABD/RENAL,93975,1267.00
US DUP AB/PEL/SC COM,93975,1092.00
PB US ART/ABD/RENAL,93975,1267.00
RENAL ARTERIAL,93976,1000.00
PB RENAL ARTERIAL,93976,1000.00
US AORTA,93978,525.00
CVC US AORTA,93978,525.00
US DUP AO/IVC/IV/BPG CM,93978,824.00
US DUP AO/IVC/IV/BPG,93978,731.00
PB US AORTA,93978,525.00
PB US DUP AO/IVC/IV/BPG CM,93978,824.00
US DUP HEMODIALYSIS ACC,93990,1030.00
VENTILATOR INIT DAY,94002,1015.00
VENTILATOR SUBS DAY,94003,750.00
PFT SIMPLE,94010,247.00
PFT PRE/POST,94060,510.00
6 MIN WALK TEST,94618,106.00
EIB,94620,611.00
AEROSOL TX INITIAL,94640,95.00
CNB TX INITIAL,94640,106.00
MDI TX INITIAL,94640,88.00
SPUTUM INDUCTION,94640,38.00
AEROSOL TX SUBS,94640,77.00
CNB TX SUBSEQUENT,94640,25.00
MDI TX SUBSEQUENT,94640,26.00
AEROSOL TX SUBS 2ND FREQ,94640,77.00
AEROSOL TX SUBS 3RD FREQ,94640,77.00
AEROSOL TX SUBS 1X ***ER ONLY***,94640,77.00
CPAP/BIPAP INITIAL,94660,335.00
CPAP/BIPAP SUB,94660,335.00
NEBULIZER DEMO/EVAL,94664,36.00
CPT/PD INITIAL,94667,67.00
CPT/PD SUBSEQUENT,94668,41.00
VTG W RAW,94726,180.00
DIFFUSION CAPACITY,94729,170.00
PULSE OX SGL DETER,94760,11.00
HOME O2 EVALUATION,94761,57.00
PULSE OX OVERNIGHT,94762,294.00
CO2 EXP GAS DETERM,94770,106.00
INCENTIVE SPIRO INITIAL,94799,46.00
HEMODYNAMIC MONITOR,94799,15.72
EXHALED NITRIC OXIDE MEASUREMENT,95012,172.00
ALLERGY INJ,95115,21.00
MSLT,95805,3200.00
MWT,95807,1462.00
POLYSOMNOGRAM,95810,4000.00
SLEEP LAB SPLIT 1,95810,4000.00
CPAP,95811,4250.00
CPAP - YEARLY,95811,4250.00
BIPAP,95811,4250.00
SLEEP LAB SPLIT 2,95811,4250.00
EEG AWAKE & DROWSY,95816,773.00
PT NERVE COND AMP L/V,95900,102.00
PT NERVE COND MOTOR,95903,201.00
PT NERVE COND SENS,95904,149.00
ST ASSESS OF APHASIA,96105,280.00
ST STD COGNITIVE PERM T,96125,315.00
IV INF HYD UP TO 1HR,96360,263.00
IV INF HYD UP TO 1HR,96360,263.00
PORT FLUSH,96360,53.00
IV INF HYD EA ADD HR,96361,191.00
IV INF HYD EA ADD HR,96361,191.00
IV INF HYD EA ADDT'L,96361,45.00
IV INF TX UP TO 1 HR,96365,278.00
IV INF TX UP TO 1 HR,96365,278.00
IV INF TX UP TO 1 HR,96365,607.00
IN INF TX EA ADD HR,96366,129.00
IV INF TX EA ADD HR,96366,201.00
NON-CHEMO INF STARTS,96366,48.00
SEQUENTIAL INF 1 HR,96367,201.00
SEQUENTIAL INF 1 HR,96367,195.00
NON-CHEMO MEDI IV IN,96367,262.00
IV INF CONCURRENT,96368,201.00
NON-CHEMO DRUG RUNNI,96368,226.00
INJECTION IM/SUBQ,96372,72.00
INJECTION IM ABX,96372,87.00
INJECTION IM/SUBQ,96372,87.00
INJECTION IM/SUBQ,96372,72.00
INJECTION IM/SUBQ CHEMO,96372,83.00
INJECTION IM/SUBQ NON CHEMO,96372,72.00
INJ IM/SUBQ W/INFSIO,96372,85.00
INJ IV SGL/INIT DRUG,96374,139.00
INJ IV SGL/INIT DRUG,96374,139.00
THROMBOLYSIS,96374,98.00
INJ IV SGL/INIT DRUG,96374,139.00
INJ IV SGL/INIT DRUG,96374,346.00
INJ IV EA NEW DRUG,96375,139.00
INJ IV EA NEW DRUG,96375,139.00
INJ IV EA NEW DRUG,96375,139.00
INJ IV EA NEW DRUG,96375,92.00
INJ IV EA SAME DRUG,96376,139.00
INJ IV EA SAME DRUG,96376,139.00
EACH ADDT'L PUSH OF,96376,169.00
INITIAL CHEMO IV PUS,96409,483.00
CHEMO IV PUSH/DRIP (,96411,183.00
INITIAL CHEMO INF-1S,96413,1024.00
CHEMO INFUSION START,96415,23.00
CHEMO PROLONG INFUSE W/PUMP,96416,893.00
INF OF DIFFERENT CHE,96417,92.00
PT EVALUATION 45-60 MIN,97001,466.00
PT EVALUATION 60+ MIN,97001,583.00
OT EVALUATION 45-60 MIN,97003,417.00
OT RE-EVALUATION,97004,104.00
PT K-PAD THERAPY,97010,40.00
PT TRACTION MECHANICAL,97012,67.00
OT PARAFFIN BATH,97018,46.00
PT PARAFFIN BATH,97018,43.00
OT FLUIDOTHERAPY,97022,67.00
PT FLUIDOTHERAPY,97022,62.00
PT WHIRLPOOL LARGE,97022,179.00
PT WHIRLPOOL SMALL,97022,144.00
PT INFRARED,97026,22.00
PT ULTRAVIOLET,97028,57.00
OT E-STIM MANUAL 15MIN,97032,88.00
OT E-STIM UNATTENDED,97032,103.00
PT E-STIM MANUAL 15MIN,97032,77.00
OT IONTOPHORESIS 15MIN,97033,107.00
PT IONTOPHORESIS 15MIN,97033,98.00
OT ULTRASOUND 15MIN,97035,77.00
PT ULTRASOUND 15MIN,97035,82.00
PT PHONOPHORESIS 15 MIN,97035,80.00
ST ORAL MOTOR EXER 15 MIN,97110,101.00
OT EXERCISE THER 15MIN,97110,125.00
PT EXERCISE THER 15MIN,97110,125.00
OT NEUROMUSC RE-ED 15,97112,52.00
PT NEUROMUSC RE-ED 15,97112,56.00
OT AQUATIC TX W EXER 15MIN,97113,124.00
PT AQUATIC TX W EXER 15MIN,97113,124.00
PT GAIT TRAIN 15MIN,97116,88.00
OT MASSAGE 15 MIN,97124,99.00
PT MASSAGE 15 MIN,97124,41.00
ST COGNITIVE TREATMENT,97127,74.00
PT TENS HOME INSTRUCT,97139,72.00
OT MANUAL THERAPY 15MIN,97140,124.00
PT MANUAL THERAPY 15MIN,97140,124.00
PT EVALUATION LOW COMPL,97161,138.00
PT EVALUATION MODERATE,97162,138.00
PT EVALUATION HIGH COMP,97163,138.00
PT RE-EVALUATION,97164,98.00
OT EVALUATION LOW COMPL,97165,138.00
OT EVALUATION MODERATE,97166,138.00
OT EVALUATION HIGH COMP,97167,138.00
OT RE-EVALUATION,97168,98.00
OT THERA ACT 15MIN,97530,108.00
PT THERAPEUTIC ACT 15,97530,110.00
OT SENSORY INTEGR 15MIN,97533,98.00
OT SELF/HOME TRN 15MIN,97535,98.00
OT WORK HARD/COND 1ST,97545,297.00
PT WORK HARD/COND 1ST 2,97545,310.00
OT WORK HARD/COND AD HR,97546,140.00
PT WORK HARD/COND AD HR,97546,146.00
ACTIVE WOUND CARE 20 CM OR <-PROFEE,97597,71.00
PT ORTHOTIC 15 MIN INITIAL ENCOUNT,97760,81.00
PT PROSTHETIC TRN 15 MIN INITIAL ENCOUNT,97761,81.00
OT SQ ENCOUNTER FOR OTHOTICS PROSETHICS,97763,81.00
SQ ENCOUNTER ORTHOTICS  PROSTHETICS,97763,81.00
EDUCATION W MATERIAL,99071,7.32
MOD SED SAME PHYS QHP < 5 YRS - PROFEE,99151,73.00
MOD SED SAME PHY QHP 5/>YRS-PROFEE,99152,38.00
MOD SED SAME PHY QHP EA-PROFEE,99153,29.00
PHLEBOTOMY THERA,99195,220.00
OP ROOM CHARGE,99211,201.00
PAIN OP RM,99211,220.00
PAIN OP RM W/O INJ,99211,118.00
WOUND TX ROOM,99211,124.00
US IR CONSULT ROOM,99211,52.00
CARDIOLOGY OP CLINIC,99211,118.00
PAIN OP RM W/ PROC,99211,124.00
ER LEVEL 1,99281,52.00
ER SUTURE REM/RECHEK,99281,48.00
ER TRIAGE LEVEL,99281,52.00
ER LEVEL 1 PRO FEE,99281,63.00
ER LEVEL 2-FACILITY,99282,268.00
ER LEVEL 2 PRO FEE,99282,123.00
ER LEVEL 2 W PROCEDURE-FACILITY,99282,268.00
ER LEVEL 2 WITH PROCEDURE- PROFEE,99282,123.00
ER LEVEL 3-FACILITY,99283,350.00
ER LEVEL 3 PROFEE,99283,185.00
ER LEVEL 3 WITH PROCEDURE-FACILITY,99283,350.00
ER LEVEL 3 WITH PROCEDURE- PROFEE,99283,185.00
ER LEVEL 4-FACILITY,99284,557.00
ER LEVEL 4 PRO FEE,99284,350.00
ER LEVEL 4 WITH PROCEDURE-FACILITY,99284,557.00
ER LEVEL 4 WITH PROCEDURE-PROFEE,99284,350.00
ER LEVEL 5- FACILITY,99285,654.00
ER LEVEL 5- PROFEE,99285,517.00
ER LEVEL 5 WITH PROCEDURE-FACILITY,99285,654.00
ER LEVEL 5 WITH PROCEDURE-PROFEE,99285,517.00
ER CRITICAL CARE-FACILITY,99291,1067.00
ER CRITICAL CARE PROFEE,99291,659.00
ER CRITICAL CARE WITH PROCEDURE-FACILITY,99291,1082.00
ER CRITICAL CARE WITH PROCEDURE-PROFEE,99291,659.00
ER CRITICAL CARE ADDL 30 MIN-FACILITY,99292,533.50
CRITICAL CARE ADD'L 30 MIN-PROFEE,99292,331.00
SMOKING CESSATION EDUCATION,99406,100.00
SODIUM CHLORIDE 0.9% INHALATION,A4216,2.00
SODIUM CHLORIDE 7% INHALATION,A4216,3.00
NM ISO TECHNETIUM,A4641,247.00
PB NM ISO TECHNETIUM,A4641,247.00
NM ISO SESTAMIBI DOSE,A9500,644.00
SESTAMIBI ISO,A9500,150.00
PB NM ISO SESTAMIBI DOSE,A9500,644.00
NM ISO MEDRONATE UPTO30,A9503,386.00
MEDRONATE 30 ML,A9503,135.00
PB NM ISO MEDRONATE UPTO30,A9503,386.00
NM ISO DISOFENIN VIAL,A9510,386.00
PB NM ISO DISOFENIN VIAL,A9510,386.00
NM ISO I123 CAP 100 UCI,A9516,232.00
I123 SODIUM IODIDE P,A9516,219.00
PB NM ISO I123 CAP 100 UCI,A9516,232.00
MEBROFENIM,A9537,84.00
NM ISO PENTETATE DOSE,A9539,386.00
PB NM ISO PENTETATE DOSE,A9539,386.00
NM ISO MAA DOSE,A9540,386.00
TC99 MAA PER DOSE,A9540,185.00
PB NM ISO MAA DOSE,A9540,386.00
SULFUR COLLOID PER D,A9541,56.00
NM ISO LABELED RBC DOSE,A9560,752.00
PB NM ISO LABELED RBC DOSE,A9560,752.00
TC99M HDP OXIDRONATE,A9561,386.00
TC99M DTPA,A9567,135.00
PROHANCE MULTIPACK,A9576,13.00
MRI GADOLINIUM PER 20ML,A9579,120.00
GADOLINIUM 15 ML,A9579,13.00
PB MRI GADOLINIUM PER 20ML,A9579,120.00
OSTEOSET RESORABLE 5,C1713,3066.00
ANCHOR SUPER QUICK,C1713,790.00
NEXTREMITY SAW CUT,C1713,3598.00
NEXTREMITY IMPLANT,C1713,3318.00
NEXTREMITY RESCUE MI,C1713,1233.00
WRIGHT OSTEOSET MINI,C1713,2295.00
WRIGHT FLEXIBLE HING,C1713,5248.00
ARTHREX PLAPLE 12MM,C1713,1498.00
ARTHREX SCREW 24MM,C1713,1148.00
ARTHREX SCREW CORTIC,C1713,253.00
ARTHREX SCREW CORTIC,C1713,253.00
ARTHREX LO PRO SCREW,C1713,467.00
ARTHREX INTERNAL BRA,C1713,4182.00
ARTHREX BIO-COMP,C1713,1828.00
2.5 X 22MM VPC SCREW,C1713,1805.00
2.5X22MM VPX SCREW,C1713,1805.00
0.9 x 95MM KWIRE,C1713,94.00
10X10X10 ELASTIC FU,C1713,6284.00
ARTHREX BIOCOMP,C1713,1828.00
ARTHREX INTERNAL BRACE LIGAMENT,C1713,4182.00
ARTHREX LO PRO SCREW,C1713,467.00
ARTHREX SCREW CORTICAL 12MM,C1713,253.00
ARTHREX SCREW CORTICAL 18MM,C1713,253.00
ARTHREX SCREW 24MM,C1713,1148.00
ARTHREX PLAPLE 12MM,C1713,1498.00
WRIGHT FLEXIBLE HINGE IMPLANT,C1713,5248.00
WRIGHT OSEOSET MINI BEAD,C1713,2295.00
ZIMMER RESCUE MIDDLE 4.55,C1713,1233.00
ZIMMER IMPLANT 3.55,C1713,3318.00
ZUMMER SAW CUT KIT,C1713,3598.00
CATH TRI LUM CENT LN,C1751,258.00
KIT GROSH PICC BASIC,C1751,386.00
KIT GROSH PICC,C1751,561.00
KIT PICC,C1751,562.00
MESH PROLENE 6X6,C1763,399.00
MESH CIRCLE SM,C1763,3514.00
MESH CIRCLE MED,C1763,4020.00
MESH CIRCLE LG,C1763,5191.00
MESH PHYSIO,C1763,3451.00
PATCH PROCEED,C1763,1712.00
MESH LIGHT 3DMAX,C1763,779.00
PLUG ULTRA PRO,C1763,1911.00
MESH COMPOS SM CIRC,C1781,2216.00
MESH DUAL PLUS 15X9,C1781,6157.00
MESH KUGAL LG OVAL,C1781,2534.00
MESH KUGAL MED OVAL,C1781,505.00
MESH KUGAL SM CIRCLE,C1781,466.00
MESH KUGAL SM OVAL,C1781,422.00
MESH MARLEX PLUG,C1781,1082.00
SECURE STRAP ABSORBABLE FIXATION,C1781,5707.00
CATH PORT-A-CATH,C1788,2647.00
KIT INFUSE-A-PORT,C1788,2959.00
KIT VENA CAVA INTRO,C1880,4151.00
MRA ABDOMEN W/O & W,C8902,2072.00
MRA ABDOMEN,C8902,3162.00
PB MRA ABDOMEN W/O & W,C8902,2072.00
MRA CHEST W/O & W,C8911,2072.00
PB MRA CHEST W/O & W,C8911,2072.00
