"SVCCD","Description","PRICE1","As of Date"
"43603877","GAMMAGLOB M-G-A-D   ",438.60,"2/5/2019"
"43603878","GAMMAGLOB M-G-A-D   ",435.23,"2/5/2019"
"43603914","ANTIDPRS SERO MS 1-2",595.39,"2/5/2019"
"43604496","GLU,HOME USE DIAGNOS",96.29,"2/5/2019"
"43604726","CULTURE BACTERIA OTH",416.98,"2/5/2019"
"43604745","CULT MYCOBACTERIA   ",586.94,"2/5/2019"
"43604753","CULTURE BACTERIA OTH",829.14,"2/5/2019"
"43604756","AGENT NOS ASSAY W-OP",936.81,"2/5/2019"
"43604827","CULTURE BACTERIA OTH",941.96,"2/5/2019"
"43604931","TOXOPLASMA AB, IGM  ",640.99,"2/5/2019"
"43605149","IMMUNOFIXATION ELECT",274.19,"2/5/2019"
"43605580","VARICELLA ZOSTER AGI",219.36,"2/5/2019"
"43605583","DHEA-S              ",748.83,"2/5/2019"
"43605673","POTASSIUM SER PL WB ",145.53,"2/5/2019"
"43605756","ZINC                ",524.62,"2/5/2019"
"43606776","CULT FUNGUS ISOLATIO",828.57,"2/5/2019"
"43607064","AFP AMNIOTIC FLD    ",298.05,"2/5/2019"
"43607098","ETHYLENE GLYCOL     ",344.61,"2/5/2019"
"43607218","PROTEIN C, ACTIVITY ",1688.26,"2/5/2019"
"43607224","THYROGLOBULIN       ",204.68,"2/5/2019"
"43607249","TUMOR AG  CA 19-9   ",167.41,"2/5/2019"
"43607734","HEP B CORE TOT      ",377.70,"2/5/2019"
"43608950","CULTURE BACTERIA OTH",518.40,"2/5/2019"
"43609398","PROTEIN S, FREE     ",1235.48,"2/5/2019"
"43609791","FRANCISELLA TULARENS",53.29,"2/5/2019"
"43609851","RUBELLA AB          ",296.68,"2/5/2019"
"43610006","UREA NITROGEN,QUAN  ",343.91,"2/5/2019"
"43610008","RHEUMATOID FACT,QUAL",653.17,"2/5/2019"
"43610019","IMMUNOASSAY, RIA    ",591.61,"2/5/2019"
"43610020","HEMOPHILUS INFLUENZA",743.04,"2/5/2019"
"43610029","BLD TYPING OTHER AG ",285.48,"2/5/2019"
"43610033","IDAT EACH AB TITER  ",689.38,"2/5/2019"
"43610061","FLUORESCENT AB,SCREE",1145.47,"2/5/2019"
"43610073","IMMUNOASSAY, NOS    ",1476.57,"2/5/2019"
"43610074","FACTOR VIII VW AG   ",1293.10,"2/5/2019"
"43610082","PLATELET AB         ",220.26,"2/5/2019"
"43610100","CULTURE SCREEN ONLY ",294.73,"2/5/2019"
"43610190","ENCEPH, EAST EQUINE ",67.84,"2/5/2019"
"43610206","FLUORESCENT AB,SCREE",176.89,"2/5/2019"
"43610213","TACROLIMUS          ",802.29,"2/5/2019"
"43610218","IMMUNOASSAY, OTHER  ",143.91,"2/5/2019"
"43610223","URINE PREG TEST QL  ",888.69,"2/5/2019"
"43610231","LAMOTRIGINE QT      ",312.95,"2/5/2019"
"43610233","HCG, QUAL           ",891.51,"2/5/2019"
"43610234","TOPIRAMATE          ",140.97,"2/5/2019"
"43610235","HIV-1, DNA, QUANT   ",1958.83,"2/5/2019"
"43610239","HETEROPHILE AB SCREE",55.72,"2/5/2019"
"43610242","BILIRUBIN TOTAL     ",824.70,"2/5/2019"
"43610243","BILIRUBIN DIRECT    ",822.66,"2/5/2019"
"43610249","ACETON-KETON SERM QL",246.57,"2/5/2019"
"43610296","COMPATIB TEST IS    ",469.56,"2/5/2019"
"43610313","BLD GAS-PH,PO2,PCO2 ",134.51,"2/5/2019"
"43610316","ISTAT GLUCOSE                 ",134.51,"2/5/2019"
"43610317","HEMATOCRIT, OTHER   ",134.51,"2/5/2019"
"43610319","CALCIUM IONIZED     ",134.51,"2/5/2019"
"43610321","POTASSIUM SER PL WB ",134.51,"2/5/2019"
"43610322","SODIUM,SER PL OR WB ",134.51,"2/5/2019"
"43610324","AG DETEC NOS,EIA SIN",267.50,"2/5/2019"
"43610328","HSV, DNA, DIR PROBE ",1027.71,"2/5/2019"
"43610329","HSV, DNA, DIR PROBE ",1027.71,"2/5/2019"
"43610337","DETECT AGNTNOS,DNAAM",1236.71,"2/5/2019"
"43610348","HISTOPLASM CAPSU AGE",208.81,"2/5/2019"
"43610360","T CELL,ABSO CD4-CD8 ",413.67,"2/5/2019"
"43610361","COMPLEMENT-FUNC ACT ",117.00,"2/5/2019"
"43610368","MYCOPLASMA AB       ",222.76,"2/5/2019"
"43610372","CHOLESTEROL TOTAL   ",76.19,"2/5/2019"
"43610375","CLIN CHEM TEST NOS  ",17.73,"2/5/2019"
"43610375","DMD DUP-DEL ANAL    ",17.73,"2/5/2019"
"43610377","VIRUS INOCULAT TISSU",364.89,"2/5/2019"
"43610402","IMMUNOASSAY, RIA    ",287.24,"2/5/2019"
"43610405","HEPATITIS C,RNA,QUAN",1534.85,"2/5/2019"
"43610413","BORRELIA BURG.CONFIR",730.79,"2/5/2019"
"43610416","FLUORESCENT AB,TITER",270.89,"2/5/2019"
"43610420","ANTIPSYCH NOS MS 1-3",150.50,"2/5/2019"
"43610423","MUMPS AB            ",344.00,"2/5/2019"
"43610429","PARVOVIRUS AB       ",738.69,"2/5/2019"
"43610433","INSULIN AB          ",328.28,"2/5/2019"
"43610441","HOMOCYSTEINE        ",1679.87,"2/5/2019"
"43610443","INFAGT DT QLSQT GIAR",545.92,"2/5/2019"
"43610450","ALLERGEN IGE QUANT  ",89.12,"2/5/2019"
"43610454","ALLERGEN IGE QUANT  ",32.92,"2/5/2019"
"43610464","ALLERGEN IGE QUANT  ",93.58,"2/5/2019"
"43610466","ALLERGEN IGE QUANT  ",89.12,"2/5/2019"
"43610469","ALLERGEN IGE QUANT  ",89.12,"2/5/2019"
"43610472","ALLERGEN IGE QUANT  ",32.92,"2/5/2019"
"43610473","ALLERGEN IGE QUANT  ",68.27,"2/5/2019"
"43610475","ALLERGEN IGE QUANT  ",89.12,"2/5/2019"
"43610483","ALLERGEN IGE QUANT  ",93.58,"2/5/2019"
"43610492","ALLERGEN IGE QUANT  ",93.58,"2/5/2019"
"43610508","ALLERGEN IGE QUANT  ",89.12,"2/5/2019"
"43610511","ALLERGEN IGE QUANT  ",89.12,"2/5/2019"
"43610513","STREP A AG,EIA      ",594.95,"2/5/2019"
"43610550","ALLERGEN IGE QUANT  ",26.74,"2/5/2019"
"43610557","ALLERGEN IGE QUANT  ",71.69,"2/5/2019"
"43610558","ALLERGEN IGE QUANT  ",71.69,"2/5/2019"
"43610559","ALLERGEN IGE QUANT  ",71.69,"2/5/2019"
"43610560","ALLERGEN IGE QUANT  ",73.84,"2/5/2019"
"43610561","ALLERGEN IGE QUANT  ",71.69,"2/5/2019"
"43610573","VALPROIC ACID TOTAL ",539.36,"2/5/2019"
"43610585","PSA, FREE           ",144.83,"2/5/2019"
"43610591","CHROMOSOME ANAL15-20",5234.29,"2/5/2019"
"43610602","CRYPTOSPOR AG,EIA   ",114.23,"2/5/2019"
"43610606","BASIC METABO CA TOTA",850.19,"2/5/2019"
"43610607","COMP METAB PANEL    ",1096.51,"2/5/2019"
"43610608","HEPATIC FUNCTION PAN",913.71,"2/5/2019"
"43610610","RENAL FUNCTION PANEL",785.48,"2/5/2019"
"43610616","MYCOPLASMA AB       ",222.76,"2/5/2019"
"43610618","UA NONAUTO W-O SCOPE",154.38,"2/5/2019"
"43610620","UA, AUTO, W-O SCOPE ",106.03,"2/5/2019"
"43610634","CATECHOL FRACTNTD   ",325.58,"2/5/2019"
"43610663","HERPES SIMP NON-SPEC",489.96,"2/5/2019"
"43610674","HEPATITIS B,DNA QNT ",953.48,"2/5/2019"
"43610680","BLD OCCULT FECES 1-3",204.11,"2/5/2019"
"43610684","PSA, SCREENING      ",696.74,"2/5/2019"
"43610690","HPYLORI,STOOL,EIA   ",340.01,"2/5/2019"
"43610692","ANTI-ENA            ",218.72,"2/5/2019"
"43610694","HEPATITIS ACUTE PANE",498.09,"2/5/2019"
"43610697","VARICELLA-ZOSTER AB ",229.15,"2/5/2019"
"43610698","VARICELLA-ZOSTER AB ",218.24,"2/5/2019"
"43610709","INHIBIN A           ",359.73,"2/5/2019"
"43610732","AMINO ACID MULT QUAL",127.23,"2/5/2019"
"43610748","CULTURE BACTERIA OTH",894.67,"2/5/2019"
"43610749","CULTURE SCREEN ONLY ",315.90,"2/5/2019"
"43610762","M.TUBERCULO,DNA,AMPP",1748.49,"2/5/2019"
"43610771","PART AGGLUT.SCREEN  ",463.28,"2/5/2019"
"43610777","PROTEIN C, AG       ",561.56,"2/5/2019"
"43610819","UA, AUTO W-SCOPE    ",307.89,"2/5/2019"
"43610821","SED RATE, AUTOMATED ",489.75,"2/5/2019"
"43611004","PROTEINELECTR FR-QNT",877.56,"2/5/2019"
"43611983","MICROALB QNT        ",182.83,"2/5/2019"
"43612609","GENTAMICIN          ",1050.92,"2/5/2019"
"43612639","ADENOVIRUS AG, IF   ",424.83,"2/5/2019"
"43613101","CHROMIUM            ",411.21,"2/5/2019"
"43613104","COCCIDIOIDES AB     ",314.43,"2/5/2019"
"43613179","HYDROXYPROGES 17-D  ",593.43,"2/5/2019"
"43613190","INTRINSIC FACTOR    ",279.92,"2/5/2019"
"43613232","METHADONE MS        ",716.25,"2/5/2019"
"43613268","CARDIOLIPIN AB,IGG  ",828.78,"2/5/2019"
"43613335","VMA, URINE          ",169.63,"2/5/2019"
"43613336","METANEPHRINES       ",163.79,"2/5/2019"
"43613456","DETECT AGNT NOS,DNAQ",663.19,"2/5/2019"
"43613611","ESTRONE             ",761.84,"2/5/2019"
"43613761","IMMUNOASSAY, OTHER  ",105.80,"2/5/2019"
"43613900","H PYLORI AB QL      ",407.61,"2/5/2019"
"43613900","HELICOBACTER PYLORI ",407.61,"2/5/2019"
"43614181","GLYCATED PROTEIN    ",77.20,"2/5/2019"
"43614303","URIC ACID,URINE RAND",36.93,"2/5/2019"
"43614328","ALBUMIN FLUID       ",96.18,"2/5/2019"
"43614599","LYME DIS DNA AMP PRO",259.04,"2/5/2019"
"43615027","CYTOMEG DNA QUANT   ",813.79,"2/5/2019"
"43615089","LACTIC ACID         ",570.33,"2/5/2019"
"43615090","FLOWCYTOMET-TC,1 MRK",689.38,"2/5/2019"
"43615091","FLOWCYTOMETRY-TC,ADD",401.11,"2/5/2019"
"43615092","FLOW CYTOMETRY INTERP 2-8     ",609.20,"2/5/2019"
"43615203","PROTEIN S, FREE     ",240.45,"2/5/2019"
"43615302","PROTEIN,TOTAL,REFRAC",316.15,"2/5/2019"
"43615346","UREA NITROGEN,URINE ",10.07,"2/5/2019"
"43616007","DETECT AGNT NOS,DNAQ",982.23,"2/5/2019"
"43616014","RICKETTSIA AB       ",520.70,"2/5/2019"
"43616101","CITRATE             ",142.40,"2/5/2019"
"43616178","TUMOR AG  CA 15-3   ",241.14,"2/5/2019"
"43616178","TUMR AG CA15-3 27-29",241.14,"2/5/2019"
"43616252","CHEMILUM ASSAY NOS  ",298.69,"2/5/2019"
"43616469","CULTURE BACTERIA OTH",567.41,"2/5/2019"
"43616786","PART AGGLUT.SCREEN  ",159.20,"2/5/2019"
"43616999","PHOSPHORUS, URINE   ",128.71,"2/5/2019"
"43617002","FENTANYL MS         ",238.57,"2/5/2019"
"43617009","VIRUS INOCU SHELL VI",44.94,"2/5/2019"
"43617111","VIRUS AB, NOS       ",147.62,"2/5/2019"
"43617116","TROPONIN,QNT        ",524.04,"2/5/2019"
"43617283","N.GONORRHO,DNA,AMPPR",242.90,"2/5/2019"
"43617301","BLD OCCULT OTHER SRC",212.05,"2/5/2019"
"43617302","BLD OCC NON CA SCREE",204.75,"2/5/2019"
"43617304","LIPOPROTEIN  A      ",167.11,"2/5/2019"
"43617378","CULTURE BACTERIA OTH",738.14,"2/5/2019"
"43617603","ALLERGEN IGE QUANT  ",74.59,"2/5/2019"
"43617821","CALCIUM URI QN TIMED",422.28,"2/5/2019"
"43618000","BARTONELLA AB       ",175.24,"2/5/2019"
"43618002","BARTONELLA AB       ",108.77,"2/5/2019"
"43618007","ESTRIOL             ",123.86,"2/5/2019"
"43619002","LEVETIRACETAM QT    ",386.54,"2/5/2019"
"43619004","IMMUNOASSAY, RIA    ",1464.37,"2/5/2019"
"43619488","FACTOR VIII RISTOCET",871.86,"2/5/2019"
"43619936","PARATHORMONE PTH    ",1437.01,"2/5/2019"
"43619955","BACTERUIM AB, NOS   ",253.93,"2/5/2019"
"43619962","SMEAR FLUORES-ACI ST",344.07,"2/5/2019"
"43620003","VIRUS INOCUL EGGS-AN",1025.31,"2/5/2019"
"43620004","CULTURE BACTERIA OTH",780.36,"2/5/2019"
"43620005","CULTURE CHLAMYDIA   ",848.14,"2/5/2019"
"43620012","HEMOGLOBIN A1C      ",751.86,"2/5/2019"
"43620016","TISSUE EX FOR FUNGI ",391.94,"2/5/2019"
"43620044","HEAVY METALS, SCREEN",1670.00,"2/5/2019"
"43620049","OSMOLALITY, BLOOD   ",528.07,"2/5/2019"
"43620050","TISSUE CULT LYMPHOCY",1997.77,"2/5/2019"
"43620051","ALDOSTERONE         ",1272.50,"2/5/2019"
"43620052","GASTRIN             ",722.53,"2/5/2019"
"43620053","SMEARWET MOUNT SAL-I",218.31,"2/5/2019"
"43620054","CRYSTAL ID,TISSUE,FL",214.96,"2/5/2019"
"43620056","EPSTEIN-BARR AB, EA ",160.90,"2/5/2019"
"43620060","AFP SERUM           ",287.26,"2/5/2019"
"43620064","COMPLEMENT-FUNC ACT ",1188.38,"2/5/2019"
"43620073","ANGIOTENSIN CONV ENZ",258.07,"2/5/2019"
"43620074","ADRENOCORT ACTH     ",911.84,"2/5/2019"
"43620077","HBSAG               ",489.94,"2/5/2019"
"43620079","SMEAR FLUORES-ACI ST",274.29,"2/5/2019"
"43620086","FDP-FSP AGG SLIDE   ",289.88,"2/5/2019"
"43620105","MYOGLOBIN           ",423.93,"2/5/2019"
"43620107","THYROGLOBULIN AB    ",986.31,"2/5/2019"
"43620108","MICROSOMAL AB       ",528.07,"2/5/2019"
"43620109","RENIN               ",1108.59,"2/5/2019"
"43620111","SYPHILIS TEST, QUAL ",390.68,"2/5/2019"
"43620118","FOLIC ACID RBC      ",205.42,"2/5/2019"
"43620128","INSULIN, TOTAL      ",723.00,"2/5/2019"
"43620130","FACTOR VIII REL AG  ",1015.80,"2/5/2019"
"43620131","CALCITONIN          ",267.09,"2/5/2019"
"43620132","CULTURE BLOOD BACTER",751.58,"2/5/2019"
"43620135","TRANSFERRIN         ",505.66,"2/5/2019"
"43620136","CLOSTRIDIUM DIF TOXN",203.54,"2/5/2019"
"43620141","HISTOPLASMA         ",571.00,"2/5/2019"
"43620148","VANCOMYCIN          ",607.79,"2/5/2019"
"43620405","LYME DISEASE AB     ",125.01,"2/5/2019"
"43620853","HEP B SURF AB       ",384.97,"2/5/2019"
"43620859","CRP,HIGHLY SENS     ",214.11,"2/5/2019"
"43620866","GENOTYPE,DNA,HEPAT C",1553.57,"2/5/2019"
"43621183","SULFATE, URINE      ",203.44,"2/5/2019"
"43621402","AMMONIA             ",847.07,"2/5/2019"
"43622697","PROINSULIN          ",736.76,"2/5/2019"
"43623240","HISTOPLASM CAPSU AGE",173.85,"2/5/2019"
"43623342","PHOSPHOLIPID AB     ",2532.68,"2/5/2019"
"43623362","PROTEIN S, TOTAL    ",233.30,"2/5/2019"
"43623439","CREATINE            ",322.79,"2/5/2019"
"43623476","PROTOPORPH,RBC,QUAN ",128.15,"2/5/2019"
"43623693","BILIRUBIN DIRECT    ",380.62,"2/5/2019"
"43623694","BILIRUBIN TOTAL     ",380.62,"2/5/2019"
"43623750","DEOXYRIBONUCLEASE AB",229.80,"2/5/2019"
"43623788","SPECTROPHOTO, NOS   ",423.72,"2/5/2019"
"43623793","BARTONELLA DNA AMPPR",497.20,"2/5/2019"
"43624529","ELECTROLYTE PANEL   ",616.21,"2/5/2019"
"43625001","NATRIURETIC PEPTIDE ",862.07,"2/5/2019"
"43625002","MUMPS AB            ",344.00,"2/5/2019"
"43625005","LIPASE              ",117.66,"2/5/2019"
"43625012","ALLERGEN IGE QUANT  ",96.30,"2/5/2019"
"43625013","ALLERGEN IGE QUANT  ",102.96,"2/5/2019"
"43625021","EPSTEIN-BARR, EBNA  ",159.76,"2/5/2019"
"43625022","EPSTEIN-BARR, EBNA  ",102.96,"2/5/2019"
"43625023","ALLERGEN IGE QUANT  ",102.96,"2/5/2019"
"43625027","ALLERGEN IGE QUANT  ",102.96,"2/5/2019"
"43625032","EPSTEIN-BARR AB, EA ",68.27,"2/5/2019"
"43625033","EPSTEIN-BARR AB, EA ",172.03,"2/5/2019"
"43625035","EPSTEIN-BARR, VCA   ",153.23,"2/5/2019"
"43625040","FLUORESCENT AB,TITER",540.39,"2/5/2019"
"43625055","CHLMYD TRACH DNA AMP",211.37,"2/5/2019"
"43625060","PROTOZOA AB, NOS    ",56.19,"2/5/2019"
"43625061","PROTOZOA AB, NOS    ",56.19,"2/5/2019"
"43625100","SODIUM OTHER SOURCE ",44.59,"2/5/2019"
"43625254","CBC W-PLT           ",370.95,"2/5/2019"
"43625258","CULT AEROBIC IDENTIF",518.40,"2/5/2019"
"43625870","DRUG UNSPEC QUANT   ",573.25,"2/5/2019"
"43626011","FLUORESCENT AB,SCREE",131.63,"2/5/2019"
"43626019","T CELL, ABSO CD4    ",406.32,"2/5/2019"
"43629013","INF AGENT IMMUNO QUA",408.10,"2/5/2019"
"43629394","COMPLEMENT AG, EA   ",312.67,"2/5/2019"
"43629395","CHOLINESTERASE SERUM",177.55,"2/5/2019"
"43629513","GLUCOSE, POST DOSE  ",333.78,"2/5/2019"
"43629522","GLUCOSE TOL, ADD SP ",239.85,"2/5/2019"
"43629522","GTT ADD SP          ",239.85,"2/5/2019"
"43629527","LIPID PANEL         ",688.27,"2/5/2019"
"43629531","TUMOR AG  CA 15-3   ",198.12,"2/5/2019"
"43629531","TUMR AG CA15-3 27-29",198.12,"2/5/2019"
"43629623","COAG TIME ACTIVATED ",52.24,"2/5/2019"
"43629705","ALPHA 1-ANTITRYP TOT",644.37,"2/5/2019"
"43629709","FLUORESCENT AB,SCREE",458.25,"2/5/2019"
"43629715","ANTIBODY SCREEN, RBC",1137.71,"2/5/2019"
"43629727","C-PEPTIDE           ",400.81,"2/5/2019"
"43629772","LACTATE DEHYDROLDH  ",245.88,"2/5/2019"
"43629785","DEF DRUG NOS MS 1-3 ",146.24,"2/5/2019"
"43629817","THYROXINE T4, FREE  ",131.89,"2/5/2019"
"43630043","SMEAR,GRAM STAIN    ",27.86,"2/5/2019"
"43630069","CMV AB              ",150.50,"2/5/2019"
"43630081","THROMBIN TIME       ",534.10,"2/5/2019"
"43630356","THYROGLOBULIN AB    ",986.31,"2/5/2019"
"43630358","ACTH 3-B-OH DEFIC   ",1215.88,"2/5/2019"
"43630506","IMMUNOASSAY, RIA    ",1594.63,"2/5/2019"
"43631918","5-HIAA              ",277.91,"2/5/2019"
"43632266","ANTI-ENA            ",116.97,"2/5/2019"
"43632307","GLUCOSE, QUANT      ",134.51,"2/5/2019"
"43632311","HEMOGLOBIN ELECTRO  ",202.45,"2/5/2019"
"43632317","HERPES SIMP TYPE 1  ",259.24,"2/5/2019"
"43632318","CORTISOL TOTAL      ",558.76,"2/5/2019"
"43632323","ANTIDPRS NOS MS     ",1131.86,"2/5/2019"
"43632336","HEAVY METALS, SCREEN",1860.66,"2/5/2019"
"43632442","HEPATITIS C,RNA,QUAN",790.03,"2/5/2019"
"43632463","CULT ANAERO IDENT EA",90.95,"2/5/2019"
"43632717","MACRO EXAM ARTHROPOD",321.71,"2/5/2019"
"43632722","ALBUMIN FLUID       ",26.51,"2/5/2019"
"43632736","ALLERGEN IGE QUANT  ",91.90,"2/5/2019"
"43633044","UA, AUTO, W-O SCOPE ",221.36,"2/5/2019"
"43633109","HERPES SIMP TYPE 1  ",252.10,"2/5/2019"
"43633222","CHROMOSOMAL MICRO-ARRAY       ",3902.72,"2/5/2019"
"43633251","ALLERGEN IGE QUANT  ",79.74,"2/5/2019"
"43634454","COLLAGEN CROSSLINKS ",292.31,"2/5/2019"
"43634468","DETECT AGNTNOS,DNAAM",1107.27,"2/5/2019"
"43634473","SPECTROPHOTO, NOS   ",49.76,"2/5/2019"
"43634488","CHLMYD TRACH DNA AMP",179.73,"2/5/2019"
"43634495","CANNABINDS NATUR MS ",83.52,"2/5/2019"
"43634498","THYROID STIM IMMUNO ",574.56,"2/5/2019"
"43634545","ALLERGEN IGE QUANT  ",78.86,"2/5/2019"
"43634794","VITAMIN K           ",258.74,"2/5/2019"
"43634877","IMMUNOASSAY, OTHER  ",629.94,"2/5/2019"
"43634897","PLATELET AB         ",94.09,"2/5/2019"
"43635474","COLLAGEN CROSSLINKS ",140.08,"2/5/2019"
"43635476","TROPONIN,QNT        ",531.57,"2/5/2019"
"43635484","BORDETELLA AB       ",393.39,"2/5/2019"
"43635522","SUGARS, SING, QUANT ",69.98,"2/5/2019"
"43635575","IMMUNOASSAY, OTHER  ",208.81,"2/5/2019"
"43635576","IMMUNOASSAY, OTHER  ",208.81,"2/5/2019"
"43635579","ANTI-ENA            ",208.81,"2/5/2019"
"43635580","IMMUNOASSAY, OTHER  ",208.81,"2/5/2019"
"43635605","ASPERGILLUS AG EIA  ",337.71,"2/5/2019"
"43635608","MR-STAPH,DNA,PROBE  ",185.37,"2/5/2019"
"43635609","STREP B,DNA,PROBE   ",179.73,"2/5/2019"
"43635626","NEPHELOMETRY, NOS   ",668.50,"2/5/2019"
"43635632","METANEPHRINES       ",625.36,"2/5/2019"
"43635650","DETECT AGNTNOS,DNAAM",767.31,"2/5/2019"
"43635688","PROCALCITONIN PCT   ",573.71,"2/5/2019"
"43635694","NATRIURETIC PEPTIDE ",225.25,"2/5/2019"
"43636111","VENIPUNCTURE,ROUTINE",63.18,"2/5/2019"
"43636332","ISLET CELL AB       ",579.34,"2/5/2019"
"43636400","ALLERGEN IGE QUANT  ",71.88,"2/5/2019"
"43636652","ANTIB DETECT NOS, IF",431.58,"2/5/2019"
"43636758","NEPHELOMETRY, NOS   ",281.12,"2/5/2019"
"43636760","MAGNESIUM           ",34.31,"2/5/2019"
"43636770","ALLERGEN IGE QUANT  ",71.88,"2/5/2019"
"43639000","GAMMAGLOB M-G-A-D   ",438.72,"2/5/2019"
"43639014","IMMUNOASSAY, NOS    ",3526.28,"2/5/2019"
"43639023","DETECT AGNT NOS,DNAQ",260.79,"2/5/2019"
"43639035","DETECT AGNTNOS,DNAAM",788.87,"2/5/2019"
"43639547","HEPATITIS C AB TEST ",626.06,"2/5/2019"
"43639850","DRUG UNSPEC QUANT   ",1473.40,"2/5/2019"
"43640000","FDP-FSP AGG SLIDE   ",279.30,"2/5/2019"
"43640006","LIPOPROTEIN LP-PLA2 ",411.32,"2/5/2019"
"43640012","M.AVIUM-INTR,DNA,AMP",900.30,"2/5/2019"
"43640025","VANCO RES AMPL PROBE",179.73,"2/5/2019"
"43641295","INF AGENT IMMUNO QUA",15.77,"2/5/2019"
"43641296","DETECT AGNTNOS,DNAAM",447.57,"2/5/2019"
"43642771","ROTAVIRUS AB        ",170.41,"2/5/2019"
"43643252","ASSAY TOXIN/ANTITOXI",464.61,"2/5/2019"
"43643500","ALLERGEN IGG QT     ",37.11,"2/5/2019"
"43643500","ALLERGEN IGG QT CSF ",37.11,"2/5/2019"
"43643501","ALLERGEN IGG QT     ",43.68,"2/5/2019"
"43643501","ALLERGEN IGG QT CSF ",43.68,"2/5/2019"
"43643503","ALLERGEN IGG QT     ",43.58,"2/5/2019"
"43643503","ALLERGEN IGG QT CSF ",43.58,"2/5/2019"
"43643504","ALLERGEN IGG QT     ",43.68,"2/5/2019"
"43643504","ALLERGEN IGG QT CSF ",43.68,"2/5/2019"
"43643505","ALLERGEN IGG QT     ",43.68,"2/5/2019"
"43643505","ALLERGEN IGG QT CSF ",43.68,"2/5/2019"
"43643507","ALLERGEN IGG QT     ",37.11,"2/5/2019"
"43643507","ALLERGEN IGG QT CSF ",37.11,"2/5/2019"
"43643508","ALLERGEN IGG QT     ",37.11,"2/5/2019"
"43643508","ALLERGEN IGG QT CSF ",37.11,"2/5/2019"
"43643509","ALLERGEN IGG QT     ",37.11,"2/5/2019"
"43643509","ALLERGEN IGG QT CSF ",37.11,"2/5/2019"
"43643510","ALLERGEN IGG QT     ",26.74,"2/5/2019"
"43643510","ALLERGEN IGG QT CSF ",26.74,"2/5/2019"
"43643511","ALLERGEN IGG QT     ",26.74,"2/5/2019"
"43643511","ALLERGEN IGG QT CSF ",26.74,"2/5/2019"
"43643512","ALLERGEN IGG QT     ",37.11,"2/5/2019"
"43643512","ALLERGEN IGG QT CSF ",37.11,"2/5/2019"
"43643514","ALLERGEN IGE QUANT  ",26.74,"2/5/2019"
"43644259","ACETON-KETON SERM QT",180.87,"2/5/2019"
"43644541","ALLERGEN IGG QT     ",37.11,"2/5/2019"
"43644541","ALLERGEN IGG QT CSF ",37.11,"2/5/2019"
"43644543","ALLERGEN IGG QT     ",26.74,"2/5/2019"
"43644543","ALLERGEN IGG QT CSF ",26.74,"2/5/2019"
"43644545","ALLERGEN IGG QT     ",43.68,"2/5/2019"
"43644545","ALLERGEN IGG QT CSF ",43.68,"2/5/2019"
"43645998","DETECT AGNTNOS,DNAAM",179.73,"2/5/2019"
"43646794","PROTHROMBIN TIME    ",296.81,"2/5/2019"
"43647540","PYRUVATE KINASE     ",369.60,"2/5/2019"
"43647604","HLA2 TYP HR 1 LOC EA",355.50,"2/5/2019"
"43650508","RESP VIRUS 12-25 TAR",828.00,"2/5/2019"
"43651206","IMMUNOELECTRO CROSSD",626.71,"2/5/2019"
"43651242","DIPHTHERIA AB       ",196.31,"2/5/2019"
"43651251","IMMUNOASSAY, RIA    ",713.04,"2/5/2019"
"43652404","FACT VIII,VW,MULTIME",1593.35,"2/5/2019"
"43655009","AGENT NOS ASSAY W-OP",109.07,"2/5/2019"
"43655030","CREATININE BLOOD    ",51.74,"2/5/2019"
"43655955","CBC-PLT AUTORP CDM  ",153.93,"2/5/2019"
"43656800","IMMUNOASSAY, OTHER  ",208.81,"2/5/2019"
"43656801","IMMUNOASSAY, OTHER  ",208.81,"2/5/2019"
"43656802","ANTI-ENA            ",208.81,"2/5/2019"
"43658203","VISCOSITY EXAM      ",145.57,"2/5/2019"
"43660020","RSV AB              ",970.78,"2/5/2019"
"43660178","CYSTATIN C          ",175.50,"2/5/2019"
"43660179","CALPROTECTIN FECAL  ",262.23,"2/5/2019"
"43661318","ALLERGEN IGE QUANT  ",115.28,"2/5/2019"
"43662000","BCR-ABL1 MAJOR QL-QN",839.84,"2/5/2019"
"43662783","ENCEPH, ST LOUIS    ",57.24,"2/5/2019"
"43665003","ALLERGEN IGE QUANT  ",32.92,"2/5/2019"
"43665012","MICROALB QNT        ",177.69,"2/5/2019"
"43665014","ARSENIC             ",162.25,"2/5/2019"
"43665035","TRIGLYCERIDES       ",84.29,"2/5/2019"
"43665038","ANTITHROMBIN IIIACTI",1076.61,"2/5/2019"
"43665049","ANTI-ENA            ",497.28,"2/5/2019"
"43665060","HLA  A,B,OR C,SING  ",980.16,"2/5/2019"
"43665062","HEME-COAG PROC, NOS ",72.95,"2/5/2019"
"43665076","ALLERGEN IGE QUANT  ",41.80,"2/5/2019"
"43665077","ALLERGEN IGE QUANT  ",33.66,"2/5/2019"
"43665082","LIVER FIBROSIS (HEPASCORE)    ",506.99,"2/5/2019"
"43666089","DETECT AGNTNOS,DNAAM",667.25,"2/5/2019"
"43666678","IMMUNOASSAY, OTHER  ",800.27,"2/5/2019"
"43666700","MOLEC PATH LEV 2    ",1105.00,"2/5/2019"
"43670612","VIRUS INOCULAT TISSU",919.03,"2/5/2019"
"43670704","CULTURE BACTERIA OTH",738.14,"2/5/2019"
