Code,Description,Price,,,
6300053,Smoking Cessation Coun 3-10MI,$50.00,,,
6300054,Chemo Extend IV Infus w/pump,$569.00,,,
6300055,Respirator Motion Mgmt Simul,$557.00,,,
6400001,Abdomen With Contrast,"$2,902.00",,,
6800113,Clnc Xray T9 Toe 2 Views,$80.00,,,
6800114,Clnc Xray Abdomen 3+ Views,$119.00,,,
6800116,Clnc Xray Ped Fb Survey 1 View,$127.00,,,
6800117,Clnc Xray Bone Age Study,$82.00,,,
6800118,Clnc Xray Bone Lngth Study,$83.00,,,
6800119,Clnc Xray Arthritis Series,$190.00,,,
6800120,Clnc Xray Metastatic Series,$190.00,,,
6800121,Clnc Xray Long Bone Survey,$306.00,,,
6800122,Clnc Xray Skeletal Survey,$306.00,,,
6800123,Clnc Xray Bilat Feet 3 Views,$197.00,,,
6800124,Clnc Xray Bilat Feet 2 View,$158.00,,,
6800125,Clnc Xray Bilat Hands 2 Views,$173.00,,,
6800126,Clnc Xray Bilat Hands 3+Views,$221.00,,,
6800127,Clnc Xray Bilat Knee 3 View,$212.00,,,
6800128,Clnc Xray Bilat Knee 4+View,$258.00,,,
6800129,Clnc Xray Mandible Partial <4,$58.00,,,
6800130,Clnc Xray Mandible 4+ Views,$74.00,,,
6800131,Clnc Xray Mastoid 3+ Views,$89.00,,,
6800132,Clnc Xray Facial Bones 2 View,$127.00,,,
6800133,Clnc Xray Waters View-Skull,$127.00,,,
6800134,Clnc Xray Orbit Lt 4+View,$82.00,,,
6800135,Clnc Xray Orbit Rt 4+View,$82.00,,,
6800136,Clnc Xray Sinus 3+ Views,$58.00,,,
6800137,Clnc Xray Sella Turcica,$43.00,,,
6800138,Clnc Xray Skull 4+ View,$68.00,,,
6800140,Clnc Xray Tmj Left,$53.00,,,
6800141,Clnc Xray Tmj Right,$53.00,,,
6800142,Clnc Xray Tmj Bilateral,$92.00,,,
6800143,Clnc Xray Chest Apicl Lordotic,$40.00,,,
6800144,Clnc Xray Chest 4+ Views,$78.00,,,
6800145,Clnc Xray Chest 3 View,$106.00,,,
6800147,*Clnc Xray Chest W/Lat Decub,$0.00,,,
6800148,Clnc Xray Chest Lt Decub,$106.00,,,
6800149,Clnc Xray Chest Rt Decub,$106.00,,,
6800150,Clnc Xray Ribs Bilateral,$74.00,,,
7000027,Removal Of Intra-Aortic Balloo,"$4,963.00",,,
7000028,Injection Pseudoaneurysm Extrm,$700.00,,,
7000029,Cardioversion,"$1,576.00",,,
7000030,Removal Tunneled Cath W/Wo Por,"$1,542.00",,,
7000031,Dilate Urethra Filiform Male,"$2,468.00",,,
7000032,Arterial Catheter Insertion,$864.00,,,
7000033,Bronchoscopy,"$2,825.00",,,
7000034,Insrt Intra-Aort Balloon Pump,"$1,366.00",,,
7000035,*Infusion Therapy Up To 1 Ho,$0.00,,,
7000036,*Infusion Therapy Addl Hours,$0.00,,,
7000037,*Infusion Addl Sequent To 1,$0.00,,,
7000038,*Infusion Concurrent To 1 Hr,$0.00,,,
7000039,Injection Sub Q/Im,$141.00,,,
7000040,*Intravenous Push <15 Min,$0.00,,,
7000041,Intravenous Push <15 Addl,$162.00,,,
7000042,Ivp Sub Same Drug >31MIN,$162.00,,,
7000043,Picc Line Insertion,"$1,691.00",,,
7100001,Med Tx Manage Pharmacist- Init,$208.00,,,
7100002,Med Tx Manage Pharmacist- Subq,$142.00,,,
7100003,Med Tx Manage Pharmacist- Add,$111.00,,,
7100004,Prothrombin Time,$26.00,,,
7100005,Phone Consult,$0.00,,,
7100006,Patient Self Testing (Pst),$0.00,,,
7200001,1 North Room & Board,$940.00,,,
7200002,1 North Room & Board W/Tele,"$1,400.00",,,
7200003,I&D Abcess/Hematoma,"$1,962.00",,,
7200004,Aspirate Pleura W/O Imaging,$746.00,,,
7200005,Chest Tube Insertion,$936.00,,,
7200006,Transfusion,$863.00,,,
7200007,Central Line Insertion,"$1,283.00",,,
7200008,Paracentesis,"$1,118.00",,,
7200009,Us Post-Voiding Residual,$250.00,,,
7200010,Breast Biopsy Core Wo/Imaging,$707.00,,,
7200011,Arthrocentesis-Joint/Nerve Int,$417.00,,,
6700065,Clnc Xray Sacrum,$122.00,,,
6700066,Clnc Xray Sacrum & Coccyx,$122.00,,,
6700067,Clnc Xray Clavicle Left,$90.00,,,
6700068,Clnc Xray Scapula Lt 2 Views,$89.00,,,
6700069,Clnc Xray Shoulder Lt 1 View,$90.00,,,
6700070,Clnc Xray Shlder Lt Min 2 Vws,$158.00,,,
6700071,Clnc Xray AcromioclavICUlar Jt,$47.00,,,
6700072,Clnc Xray Humerus Lt 2 Views,$107.00,,,
6700073,Clnc  Xray Elbow Left 2 Views,$95.00,,,
6700074,Clnc Xray Elbow Lt Min 3 Views,$110.00,,,
6700075,Clnc Xray Forearm Lt 2 Views,$95.00,,,
6700076,Clnc Xray Wrist Left 2 Views,$83.00,,,
6700077,Clnc Xray Wrist Lt Min 3 Views,$98.00,,,
6700078,Clnc Xray Hand Left 2 Views,$77.00,,,
6700079,Clnc Xray Hand Lt Min 3 Views,$110.00,,,
6700080,Clnc Xray F1 Finger Min 2 View,$77.00,,,
6700081,Clnc Xray F2 Finger Min 2 View,$77.00,,,
6700082,Clnc Xray F3 Finger Min 2 View,$77.00,,,
6700083,Clnc Xray F4 Finger Min 2 View,$77.00,,,
6700084,Clnc Xray F5 Finger Min 2 View,$77.00,,,
6700085,Clnc Xray F6 Finger Min 2 View,$77.00,,,
6700086,Clnc Xray F7 Finger Min 2 View,$77.00,,,
6700087,Clnc Xray F8 Finger Min 2 View,$77.00,,,
6700088,Clnc Xray F9 Finger Min 2 View,$77.00,,,
6700089,Clnc Xray Lt Hip 1 View,$87.00,,,
6700090,*Clnc Xray Lt Hip Min 2 Views,$107.00,,,
6700091,Clnc Xray Hips Bilaterl Pelvis,$130.00,,,
6700092,Clnc Xray Ped Pelvis/Hip 2VIEW,$62.00,,,
6700093,Clnc Xray Lt Femur 2 Views,$105.00,,,
6700094,Clnc Xray Lt Knee 1 - 2 Views,$93.00,,,
6700097,Clnc Xray Lt Knee 3 Views,$142.00,,,
6700098,Clnc Xray Lt Knee Complt 4+,$129.00,,,
6700099,Clnc Xray Lt Tib/Fib 2 Views,$104.00,,,
6700100,Clnc Xray Lt Ankle 2 Views,$85.00,,,
6700101,Clnc Xray Lt Ankle Min 3 Views,$116.00,,,
6700102,Clnc Xray Lt Foot 2 Views,$79.00,,,
6700103,Clnc Xray Lt Foot Min 3 Views,$99.00,,,
6700104,Clnc Xray Lt Heel 2 Views,$88.00,,,
6700105,Clnc Xray T1 Toe 2 Views,$89.00,,,
6700106,Clnc Xray T2 Toe 2 Views,$80.00,,,
6700107,Clnc Xray T3 Toe 2 Views,$80.00,,,
6700108,Clnc Xray T4 Toe 2 Views,$89.00,,,
6700109,Clnc Xray T5 Toe 2 Views,$80.00,,,
6700110,Clnc Xray T6 Toe 2 Views,$80.00,,,
6700111,Clnc Xray T7 Toe 2 Views,$80.00,,,
6700112,Clnc Xray T8 Toe 2 Views,$80.00,,,
6700113,Clnc Xray T9 Toe 2 Views,$80.00,,,
6700114,Clnc Xray Abdomen 3+ Views,$119.00,,,
6700116,Clnc Xray Ped Fb Survey 1 View,$127.00,,,
6700117,Clnc Xray Bone Age Study,$82.00,,,
6700118,Clnc Xray Bone Lngth Study,$83.00,,,
6700119,Clnc Xray Arthritis Series,$190.00,,,
6700120,Clnc Xray Metastatic Series,$190.00,,,
6700121,Clnc Xray Long Bone Survey,$306.00,,,
6700122,Clnc Xray Skeletal Survey,$306.00,,,
6700123,Clnc Xray Bilat Feet 3 Views,$197.00,,,
6700124,Clnc Xray Bilat Feet 2 View,$158.00,,,
6700125,Clnc Xray Bilat Hands 2 Views,$173.00,,,
6700126,Clnc Xray Bilat Hands 3+Views,$221.00,,,
6700127,Clnc Xray Bilat Knee 3 View,$212.00,,,
6700128,Clnc Xray Bilat Knee 4+View,$258.00,,,
6700129,Clnc Xray Mandible Partial <4,$58.00,,,
6700130,Clnc Xray Mandible 4+ Views,$74.00,,,
6700131,Clnc Xray Mastoid 3+ Views,$89.00,,,
6900168,Clnc OB US<14 wks,$395.00,,,
6900169,Clnc OB US>/=14 wks add ges,$419.00,,,
6900170,Clnc OB US>/=14 wks,$459.00,,,
6900171,Clnc OB Biophysical Profile,$484.00,,,
6900172,Clnc OB US Follow-up,$336.00,,,
6900173,Clnc OB US Limited,$309.00,,,
6900174,Clnc OB US Transvaginal,$373.00,,,
6900175,Clnc US Pelvic Complete,$384.00,,,
6900176,Clnc US Retroperitoneal Comp,$414.00,,,
6900177,Clnc US Scrotal,$326.00,,,
6900178,Clnc US Transvaginal,$382.00,,,
6900179,Clnc Arterial Std Upr/Low Ext,$209.00,,,
6900180,Clnc Duplex Scan Bilat Arm,$572.00,,,
6900181,Clnc Duplex Scan Arm Rt,$372.00,,,
6900182,Clnc Duplex Scan Arm Lt,$372.00,,,
6900183,Clnc Duplex Scan Bilat Leg,$713.00,,,
6900184,Clnc Duplex Scan Leg Rt,$466.00,,,
6900185,Clnc Duplex Scan Leg Lt,$466.00,,,
6900186,Clnc Carotid Duplex Scan Bilat,$561.00,,,
6900187,Clnc Carotid Duplex Lmtd Lt,$401.00,,,
6900188,Clnc Carotid Duplex Lmtd Rt,$401.00,,,
6900189,Clnc Duplex Scan Vein Bilat,$571.00,,,
6900190,Clnc Duplex Scan Vein Lt,$369.00,,,
6900191,Clnc Duplex Scan Vein Rt,$369.00,,,
6900192,Clnc Echo 2D Mode Limited,$286.00,,,
6900193,Clnc Doppler Color Flow,$258.00,,,
6900194,Clnc Limited Echo Explosion,NULL,,,
6900195,Clnc US Renal Doppler Exp,NULL,,,
6900196,Clnc Pseudoaneursym Check,$258.00,,,
6900197,Clnc Art Arm Lt w/Psuedo Exp,NULL,,,
6900198,Clnc Art Arm Rt w/Pseudo Exp,NULL,,,
6900199,Clnc Art Leg Lt w/Pseud Exp,NULL,,,
6900200,Clnc Art Leg Rt w/Pseud Exp,NULL,,,
6900201,Clnc Xray Hips Bilat 5+ Vws,$133.00,,,
7574024,Chest Tube Insertion,$936.00,,,
7574025,Central Line Insertion,"$1,283.00",,,
7574026,Breast Biopsy Core Wo/Imaging,$707.00,,,
7574027,Arthrocentesis-Joint/Nerve Int,$417.00,,,
7574028,Arthrocentesis-Joint/Nerve Maj,$473.00,,,
7574029,Laryngoscopy- Flex Fiberoptic,$334.00,,,
7574030,Femostop,$326.00,,,
7574031,Removal Of Intra-Aortic Balloo,"$4,963.00",,,
7574032,Bronchoscopy,"$2,825.00",,,
7574033,Us Post-Voiding Residual,$250.00,,,
7574034,Cardioversion,"$1,576.00",,,
7574035,Removal Tunneled Cath W/Wo Por,"$1,542.00",,,
7574036,Dilate Urethra Filiform Male,"$2,468.00",,,
7574037,Arterial Catheter Insertion,$864.00,,,
7574038,Recovery Room Per 1/2 Hour,$231.00,,,
7574039,Insrt Intra-Aort Balloon Pump,"$1,366.00",,,
7574040,Picc Line Insertion,"$1,691.00",,,
7574041,*Pneumonia Administration Im,$0.00,,,
7574042,Obv Step Down 1ST Hour (MS),$588.00,,,
7574043,Obv Step Down Ea Addl (MS),$17.00,,,
7574044,Obv PCU W/Tele 1 Hr (MS),$882.00,,,
7574045,Obv PCU W/Tele Addl (MS),$25.00,,,
7574046,Obv PCU Trackable (MS),$17.00,,,
7574047,Immunization Admin- Ea Addnl,$20.00,,,
7574048,Immunization Administration Im,$96.00,,,
7574049,Peritoneal Dialysis O/P 1 Eval,"$1,757.00",,,
7574050,Hydration Therapy Addl Hours,$192.00,,,
7576001,Obv MSU 1ST Hour,$592.00,,,
7576002,Obv MSU Ea Addl,$17.00,,,
7576003,Obv MSU W/Tele 1 Hour,$882.00,,,
7576004,Obv MSU W/Tele Ea Addl,$25.00,,,
7576005,Obv MSU Trackable,$17.00,,,
7576006,Injection Sub Q/Im,$141.00,,,
6500071,Level Ii O/P Visit- Est,$204.00,,,
6500072,Level Iii O/P Visit- Est,$269.00,,,
6500073,Level Iv O/P Visit- Est,$356.00,,,
6500074,Level V O/P Visit- Est,$487.00,,,
6500075,*Application Of Allograft,$0.00,,,
6500076,Smoking Cessation Coun 3-10 Mi,$50.00,,,
6500077,Smoking Cessation Coun >10 Min,$50.00,,,
6500078,Wound Care Ip Hbo No Charge,$0.00,,,
6500079,Wedge Excision/Ingrown Toenail,$175.00,,,
6500080,Wound Care Ip Nurse No Charge,$0.00,,,
6500081,Trim Skin Lesion 2-4 Lesions,$433.00,,,
6500082,Dressing/Debride P-Thick Lg,$310.00,,,
6500083,Immunization Administration Im,$92.00,,,
6500084,Wound Care Snf Nurse No Charge,$0.00,,,
6500085,Wound Care Snf Hbo No Charge,$0.00,,,
6500086,Injection Sub Q/Im,$82.00,,,
6500087,Escharotomy Initial Incision,$310.00,,,
6500088,Escharotomy Add'l Incision,$210.00,,,
6500089,Pneumonia Administration Im,$92.00,,,
6500090,Admin Flu Vaccine,$62.00,,,
6500091,*Level Ii O/P Visit, New,$0.00,,
6500092,*Level Ii O/P Visit, New,$0.00,,
6500093,*Level Iii O/P Visit, New,$0.00,,
6500094,*Level Iii O/P Visit, New,$209.00,,
6700132,Clnc Xray Facial Bones 2 View,$127.00,,,
6700133,Clnc Xray Waters View-Skull,$127.00,,,
6700134,Clnc Xray Orbit Lt 4+View,$82.00,,,
6700135,Clnc Xray Orbit Rt 4+View,$82.00,,,
6700136,Clnc Xray Sinus 3+ Views,$58.00,,,
6700137,Clnc Xray Sella Turcica,$43.00,,,
6700138,Clnc Xray Skull 4+ View,$68.00,,,
6700140,Clnc Xray Tmj Left,$53.00,,,
6700141,Clnc Xray Tmj Right,$53.00,,,
6700142,Tmj's Bilateral,$92.00,,,
6700143,Clnc Xray Chest Apicl Lordotic,$40.00,,,
6700144,Clnc Xray Chest 4+ Views,$78.00,,,
6700145,Clnc Xray Chest 3 View,$106.00,,,
6700147,*Clnc Xray Chest W/Lat Decub,$0.00,,,
6700148,Clnc Xray Chest Lt Decub,$106.00,,,
6700149,Clnc Xray Chest Rt Decub,$106.00,,,
6700150,Clnc Xray Ribs Bilateral,$74.00,,,
6700151,Clnc Xray Hips Bilat 5+ Vws,$133.00,,,
6700152,Clnc Xray Hips Bilat 3-4 Vws,$116.00,,,
6700153,Clnc Xray Hips Bilat 2 Vws,$93.00,,,
6700154,Clnc Xray Hip Unilat 2-3 Vw RT,$98.00,,,
6700155,Clnc Xray Hip Unilat 4+ Vw RT,$122.00,,,
6700156,Clnc Xray Hip Unilat 2-3 Vw LT,$98.00,,,
6700157,Clnc Xray Hip Unilat 4+ Vw LT,$122.00,,,
6700158,Ribs/Chest 4+Vws Bilat,$150.00,,,
6700159,Umbilical Artery Echo,$275.00,,,
6800000,Clnc Xray Eye,$107.00,,,
6800001,Clnc Xray Facial Bnes<3 View,$127.00,,,
6800002,Clnc Xray Nasal Bnes/Min 3 Vws,$114.00,,,
6800003,Clnc Xray Sinus Series 1-2 Vws,$98.00,,,
6800004,Clnc Xray Skull < 4 Views,$121.00,,,
6800005,Clnc Xray Neck Soft Tissue,$101.00,,,
6800006,Clnc  Xray Chest Pa,$95.00,,,
6800007,Clnc  Xray Chest Pa/Lat 2 View,$107.00,,,
6800008,Clnc Xray Chest 2VIEWS W/Oblig,$108.00,,,
7300015,Lumbar Puncture,$761.00,,,
7300016,CRRT,"$1,579.00",,,
7300017,*Cardioversion,$0.00,,,
7300018,Cardiac Output Initial,$384.00,,,
7300019,Cardiac Outputs Subsequent,$348.00,,,
7300020,Hemodialysis Emergency Tx I/P,"$1,757.00",,,
7300021,Paracentesis W/Imaging,"$1,118.00",,,
7300022,Breast Biopsy Core Wo/Imaging,$707.00,,,
7300023,Arthrocentesis-Joint/Nerve Int,$417.00,,,
7300024,Arthrocentesis-Joint/Nerve Maj,$473.00,,,
7300025,Admin Flu Vaccine,$59.00,,,
7300026,Pneumonia Administration Im,$59.00,,,
7300027,Dilate Urethra Filiform Male,"$2,468.00",,,
7300028,I&D Abcess/Hematoma,"$1,962.00",,,
7300029,Us Post-Voiding Residual,$250.00,,,
7300030,Injection Pseudoaneurysm Extrm,$700.00,,,
7300031,Laryngoscopy- Flex Fiberoptic,$334.00,,,
7300032,Removal Tunneled Cath W/Wo Por,"$1,542.00",,,
7300033,Removal Of Intra-Aortic Balloo,"$4,963.00",,,
7300034,Picc Line Insertion,"$1,691.00",,,
7300035,Therpapeutic Hypothermia,$551.00,,,
7300036,ICU Room & Board (MS),$750.00,,,
7300037,ICU Room & Board W/Tele (MS),"$1,000.00",,,
7300038,ICU Extended Recovery,$215.00,,,
7300039,Endotrach/Intubation,$692.00,,,
7300040,Injection Sub Q/Im,$146.00,,,
7300041,Intra-Aortic Balloon Pump Inse,"$3,921.00",,,
7300042,Pericardiocentesis (Inital),"$1,104.00",,,
7300043,Peritoneal Dialysis I/P 1 Eval,"$1,757.00",,,
7300044,Femostop,$326.00,,,
7300045,Rem Iab Assist Device,"$1,838.00",,,
7300046,Treat Pleurodesis W/Agent,$561.00,,,
7300047,Pericardiocentesis- Subsequent,"$3,781.00",,,
7300048,Bronchoscopy W/Alvelor Lavage,"$2,670.00",,,
7300049,Bronchoscopy w/ Therapeutic As,"$2,829.00",,,
7300050,External Pacemaker,$305.00,,,
7300051,Bronchoscopy w/Ther Aspir Sbsq,"$1,710.00",,,
7300052,Plasma Exchange,"$2,977.00",,,
7400001,Progressive Care Unit R&Bw/Tel,"$1,500.00",,,
7400002,*Stepdown Rm & Board,$0.00,,,
7400003,Pneumonia Administration Im,$59.00,,,
7400004,Laryngoscopy- Flex Fiberoptic,$334.00,,,
7400005,Femostop,$326.00,,,
7400006,Removal Of Intra-Aortic Balloo,"$1,652.00",,,
7400007,Paracentesis,"$1,117.00",,,
7400008,Bronchoscopy,"$2,825.00",,,
7400009,Aspirate Pleura W/O Imaging,$746.00,,,
7400010,Chest Tube Insertion,$936.00,,,
7400011,Transfusion,$863.00,,,
7400012,Central Line Insertion,"$1,283.00",,,
7400013,Us Post-Voiding Residual,$250.00,,,
7400014,Cardioversion,"$1,576.00",,,
7400015,*Infusion Therapy Up To 1 Ho,$0.00,,,
7400016,*Infusion Therapy Addl Hours,$0.00,,,
7400017,Arthrocentesis-Joint/Nerve Int,$417.00,,,
7400018,Removal Tunneled Cath W/Wo Por,"$1,542.00",,,
7400019,Hemodialysis Emergency Tx I/P,"$1,757.00",,,
7400020,Breast Biopsy Core Wo/Imaging,$707.00,,,
7400021,Arthrocentesis-Joint/Nerve Maj,$473.00,,,
7400022,Admin Flu Vaccine,$59.00,,,
7400023,Lumbar Puncture,$761.00,,,
7400024,Injection Pseudoaneurysm Extrm,$700.00,,,
7400025,I&D Abcess/Hematoma,"$1,962.00",,,
7400026,Cystoscopy,"$1,553.00",,,
7400027,Dilate Urethra Filiform Male,"$2,468.00",,,
7400028,Arterial Catheter Insertion,$864.00,,,
7400029,Recovery Room Per 1/2 Hour,$231.00,,,
7400030,Insrt Intra-Aort Balloon Pump,"$1,366.00",,,
7400031,Picc Line Insertion,"$1,691.00",,,
7400032,Progressive Care Unit R&B (MS),$940.00,,,
7400033,Progrsve Care Unt R&Bw/Tel(MS),"$1,000.00",,,
7400034,Progressive Care Unit Extn Rec,$215.00,,,
7577036,D&C Diag or Therap Not OB,"$5,537.00",,,
7578001,*Admin Flu Vaccine,$0.00,,,
6900118,Clnc Xray Bone Lngth Study,$83.00,,,
6900119,Clnc Xray Arthritis Series,$190.00,,,
6900120,Clnc Xray Metastatic Series,$190.00,,,
6900121,Clnc Xray Long Bone Survey,$306.00,,,
6900122,Clnc Xray Skeletal Survey,$306.00,,,
6900123,Clnc Xray Bilat Feet 3 Views,$197.00,,,
6900124,Clnc Xray Bilat Feet 2 View,$158.00,,,
6900125,Clnc Xray Bilat Hands 2 Views,$173.00,,,
6900126,Clnc Xray Bilat Hands 3+Views,$221.00,,,
6900127,Clnc Xray Bilat Knee 3 View,$212.00,,,
6900128,Clnc Xray Bilat Knee 4+View,$258.00,,,
6900129,Clnc Xray Mandible Partial <4,$58.00,,,
6900130,Clnc Xray Mandible 4+ Views,$74.00,,,
6900131,Clnc Xray Mastoid 3+ Views,$89.00,,,
6900132,Clnc Xray Facial Bones 2 View,$127.00,,,
6900133,Clnc Xray Waters View-Skull,$127.00,,,
6900134,Clnc Xray Orbit Lt 4+View,$82.00,,,
6900135,Clnc Xray Orbit Rt 4+View,$82.00,,,
6900136,Clnc Xray Sinus 3+ Views,$58.00,,,
6900137,Clnc Xray Sella Turcica,$43.00,,,
6900138,Clnc Xray Skull 4+ View,$68.00,,,
6900140,Clnc Xray Tmj Left,$53.00,,,
6900141,Clnc Xray Tmj Right,$53.00,,,
6900142,Clnc Xray Tmj Bilateral,$92.00,,,
6900143,Clnc Xray Chest Apicl Lordotic,$40.00,,,
6900144,Clnc Xray Chest 4+ Views,$78.00,,,
6900145,Clnc Xray Chest 3 View,$106.00,,,
6900147,*Clnc Xray Chest W/Lat Decub,$0.00,,,
6900148,Clnc Xray Chest Lt Decub,$106.00,,,
6900149,Clnc Xray Chest Rt Decub,$106.00,,,
6900150,Clnc Xray Ribs Bilateral,$74.00,,,
6900151,Full Echo W/Dopp/Color Flow,$727.00,,,
6900152,Ultrasound Liver,$270.00,,,
6900153,Clnc US Abdom Complete,$376.00,,,
6900154,Clnc US Abdom Limited,$270.00,,,
6900155,Clnc US Retroperitoneal Lmtd,$275.00,,,
6900156,Clnc Art/Ven Scn Abd/Pel,$804.00,,,
6900157,Clnc Art/Ven Liver & Prtl Vein,$912.00,,,
6900158,Clnc US Pelvic Limited,$280.00,,,
6900159,Clnc US Breast LT Complete,$420.00,,,
6900160,Clnc US Breast RT Complete,$420.00,,,
6900161,Clnc US Breast LT Limited,$373.00,,,
6900162,Clnc US Breast RT Limited,$373.00,,,
6900163,Clnc US Xtr Non-Vas Comp,$318.00,,,
6900164,Clnc US Xtr non-Vas Limtd,$86.00,,,
6900165,Clnc US Chest,$511.00,,,
6900166,Clnc US Head and Neck,$781.00,,,
6900167,Clnc OB US<14 wks add ges,$254.00,,,
7573044,*Us Post-Voiding Residual,$0.00,,,
7573045,*Cardioversion,$0.00,,,
7573046,Picc Line Insertion,"$1,691.00",,,
7573047,Obv ICU 1ST Hour (MS),$592.00,,,
7573048,Obv ICU Ea Addl (MS),$17.00,,,
7573049,Obv ICU W/Tele 1 Hour (MS),$882.00,,,
7573050,Obv ICU W/Tele Ea Addl (MS),$25.00,,,
7573051,Obv ICU Trackable (MS),$17.00,,,
7573052,Immunization Administration Im,$96.00,,,
7573053,Immunization Admin- Ea Addnl,$20.00,,,
7573054,Peritoneal Dialysis O/P 1 Eval,"$1,757.00",,,
7573055,Femostop,$326.00,,,
7573056,Treat Pleurodesis W/Agent,$561.00,,,
7573057,Hydration Therapy Addl Hours,$192.00,,,
7573058,Plasma Exchange,"$2,977.00",,,
7574001,Obv Sd Medsurg 1ST Hour,"$1,197.00",,,
7574002,Obv Sd Medsurg Ea Addl,$35.00,,,
7574003,Obv PCU W/Tele 1 Hour,"$1,197.00",,,
7574004,Obv PCU W/Tele Ea Addl,$35.00,,,
7574005,Obv PCU Trackable,$35.00,,,
7574006,Paracentesis,"$1,117.00",,,
7574007,Injection Pseudoaneurysm Extrm,$700.00,,,
7574008,Transfusion,$863.00,,,
7574009,Lumbar Puncture,$761.00,,,
7574010,Infusion Therapy Up To 1 Hour,$332.00,,,
7574011,Infusion Therapy Addl Hours,$198.00,,,
7574012,Infusion Addl Sequent To 1 Hr,$309.00,,,
7574013,Infusion Concurrent To 1 Hr,$246.00,,,
7574014,Injection Sub Q/Im,$141.00,,,
7574015,Intravenous Push <15 Min,$166.00,,,
7574016,I&D Abcess/Hematoma,"$1,962.00",,,
7574017,Intravenous Push <15 Addl,$162.00,,,
7574018,Cystoscopy,"$1,553.00",,,
7574019,Ivp Sub Same Drug >31MIN,$162.00,,,
7574020,Admin Flu Vaccine,$59.00,,,
7574021,Pneumonia Administration Im,$59.00,,,
7574022,Hemodialysis Emergency Tx Obv,"$1,757.00",,,
7574023,Aspirate Pleura W/O Imaging,$746.00,,,
7579018,Injection Sub Q/Im,$141.00,,,
7579020,Intravenous Push <15 Min,$166.00,,,
7579021,Intravenous Push <15 Addl,$162.00,,,
7579022,Ivp Sub Same Drug >31MIN,$162.00,,,
7579023,*Intravenous Push <15 Min,$0.00,,,
7579024,Bilirubin Total Transcutaneous,$41.00,,,
7580000,OBV WCU 1st Hour,$844.00,,,
7580001,OBV WCU Ea Addl,$24.00,,,
7580002,OBV WCU w/ Tele 1st Hour,$878.00,,,
7580003,OBV WCU w/Tele Ea Addl,$24.00,,,
7580004,OBV WCU Trackable,$24.00,,,
7580005,Injection Sub Q/Im,$141.00,,,
7580006,Infusion Therapy Up To 1 Hour,$332.00,,,
7580007,Infusion Therapy Addl Hours,$198.00,,,
7580008,Intravenous Push <15 Min,$166.00,,,
7580009,Intravenous Push <15 Addl,$162.00,,,
7580010,Ivp Sub Same Drug >31MIN,$162.00,,,
7580011,Immunization Administration Im,$99.00,,,
7580012,Lumbar Puncture,$761.00,,,
7580013,Level I O/P Visit- Est,$150.00,,,
7580014,Transfusion,$863.00,,,
7580015,Bladder Irrigation,$266.00,,,
7580016,Bilirubin Total Transcutaneous,$41.00,,,
7580017,Blood Patch-Injection Epidural,"$1,583.00",,,
7580018,Admin Flu Vaccine,$57.00,,,
7580019,Pneumonia Administration Im,$57.00,,,
7580020,Hydration Therapy 1ST Hour,$336.00,,,
7580021,Hydration Therapy Addl Hours,$198.00,,,
7590000,Out Patient R&C up to 5 hour,$158.55,,,
7600001,Medical/Surgical Unit R&B,$750.00,,,
7600002,Medical/Surgical Unt R&B w/Tel,"$1,000.00",,,
7600003,Audit Adjustment - Med/Surg,$0.00,,,
7600004,Central Line Insertion,"$1,283.00",,,
7600005,Chest Tube Insertion,$936.00,,,
7600006,Aspirate Pleura W/O Imaging,$746.00,,,
8200120,Genesis Ii Post Ins 3-4 9,"$5,012.80",,,
8200121,*Mediport, Portex,$0.00,,
8200122,Pacemaker Pulsar Max Dr,"$14,416.20",,,
8200123,Catheter, 3 Way All Sizes,$133.40,,
8200124,*Ethibond 2-0 Cr Cx46d,$0.00,,,
8200125,Chromic Ties 18 Sc14t,$124.55,,,
8200126,*Chromic 7-0 1745G,$0.00,,,
8200127,Vicryl 8-0 Tg160-8 J574g,$122.25,,,
8200128,Pacemaker Kdr901,"$23,002.25",,,
8200129,*Ti Tubular Plate 1/3 9H,$0.00,,,
8200130,Wrist Positioning Splint,$306.00,,,
8200131,500cc Dextrose Extra,$5.45,,,
8200132,*Athletic Support All Sizes,$0.00,,,
8200133,Aequalis Humeral Head 46 X 1,"$4,958.00",,,
7500151,*Observation Unit W/Tele 1S,$55.00,,,
7500155,*Observation 1N Non-Licensed,$0.00,,,
7500156,*Observation 1N W/Tele Non-L,$0.00,,,
7500157,*Observation Unit 1N Direct,$0.00,,,
7500200,*Observation Ob/Gyn,$0.00,,,
7500201,*Crystal Exam Synoveal Fluid,$0.00,,,
7500202,*PH,$0.00,,,
7500203,*Urinalysis Non-Auto W/O Mic,$0.00,,,
7500204,*Level Ii O/P Visit, Est,$0.00,,
7500205,*Injection Sub Q/Im,$0.00,,,
7500206,*Intravenous Push <15 Min,$0.00,,,
7500207,*Intravenous Push <15 Addl,$0.00,,,
7500208,*Infusion Therapy Up To 1 Ho,$0.00,,,
7500209,*Infusion Therapy Addl Hours,$0.00,,,
7500210,*Infusion Addl Sequent To 1,$0.00,,,
7500211,*Infusion Concurrent To 1 Hr,$0.00,,,
7500218,Outpt R & C up to 5 Hrs OB/G,$113.35,,,
7500227,Maternity Observation R & C,$58.50,,,
